,STOP_ID,ROUTE_SHORT_NAME,DIR,STOP NAME,SEQ,Stop Latitude, Total Alightings ,Stop Longitude, Total Boardings ,HEADWAY_S,EOL,SOL,STOP_LAT,STOP_LON,DWELL_S,RUNTIME_S,TOTTIME_S,SERVMILES_S,RUNSPEED_S,TOTSPEED_S,geometry
403,7058,KT,1,,13,,,,,16.28379099,1,0,37.740893,-122.465846,0,207.27,207.27,32.76,9.48,9.48,POINT (-122.465846 37.740893)
208,6740,KT,1,West Portal Station,14,37.740948,424.5,-122.46575,1388.3,16.43561941,0,0,37.740947,-122.465754,0,218,218,0.714,0.2,0.2,POINT (-122.465754 37.740947)
118,5730,KT,1,Metro Forest Hill Station/Downtown,15,37.748352,186.8,-122.458626,981.7,16.43326647,0,0,37.748351,-122.458623,0,200.21,200.21,76.517,22.93,22.93,POINT (-122.458623 37.748351)
115,5728,KT,1,Metro Castro Station/Downtown,16,37.76262,285.7,-122.435234,1738.4,16.42721605,0,0,37.76262,-122.435231,0,514.79,514.79,192.185,22.4,22.4,POINT (-122.435231 37.76262)
107,5726,KT,1,Metro Church Station/Downtown,17,37.767193,320,-122.42917,680.3,16.4241068,0,0,37.767194,-122.429168,0,134,134,54.502,24.4,24.4,POINT (-122.429168 37.767194)
103,5419,KT,1,Metro Van Ness Station,18,37.775127,932.9,-122.41925,1167.6,16.41881269,0,0,37.775127,-122.419252,0,225,225,91.749,24.47,24.47,POINT (-122.419252 37.775127)
111,5727,KT,1,Metro Civic Center Station/Downtn,19,37.778545,1194.7,-122.41482,918.6,16.41561941,0,0,37.778542,-122.414813,0,115.23,115.23,40.222,20.94,20.94,POINT (-122.414813 37.778542)
97,5417,KT,1,Metro Powell Station/Downtown,20,37.7842,1684.4,-122.4077,1321.8,16.41024126,0,0,37.784199,-122.407695,0,187.96,187.96,65.569,20.93,20.93,POINT (-122.407695 37.784199)
122,5731,KT,1,Metro Montgomery Station/Downtown,21,37.788704,1147.3,-122.40193,1128.7,16.40603958,0,0,37.788702,-122.401925,0,151.5,151.5,52.717,20.88,20.88,POINT (-122.401925 37.788702)
219,6992,KT,1,Metro Embarcadero Station,22,37.793137,1654,-122.39643,2745.9,14.89953213,1,0,37.793134,-122.396431,0,151.3,151.3,51.051,20.24,20.24,POINT (-122.396431 37.793134)
47,4509,KT,1,The Embarcadero & Folsom St,24,37.79048,505.9,-122.389694,769.7,14.90645161,0,0,37.790481,-122.389692,0,453,453,53.56,7.09,7.09,POINT (-122.389692 37.790481)
45,4506,KT,1,The Embarcadero & Brannan St,25,37.78436,310.5,-122.38814,181.8,14.91275931,0,0,37.784359,-122.388138,0,425.24,425.24,56.03,7.91,7.91,POINT (-122.388138 37.784359)
90,5234,KT,1,King St & 2nd St,26,37.77972,1227.8,-122.38987,225.5,14.91745161,0,0,37.77972,-122.389872,0,326.44,326.44,43.42,7.98,7.98,POINT (-122.389872 37.77972)
297,7397,KT,1,4th St & King St,27,37.776253,1432,-122.394035,876.2,14.92183623,0,0,37.776252,-122.394036,0,306.14,306.14,42.9,8.41,8.41,POINT (-122.394036 37.776252)
283,7359,KT,1,Third Street & Mission Rock St,30,37.77283,400.9,-122.38972,164.4,10.8709009,0,0,37.772832,-122.389717,0,271.78,271.78,37.074,8.18,8.18,POINT (-122.389717 37.772832)
284,7360,KT,1,UCSF/Mission Bay,31,37.76854,860.1,-122.389275,134.1,10.86873874,0,0,37.76854,-122.389274,0,199.24,199.24,32.967,9.93,9.93,POINT (-122.389274 37.76854)
285,7361,KT,1,Third Street & Mariposa St,32,37.76424,441.5,-122.38886,86.4,10.86666667,0,0,37.764239,-122.388865,0,200.07,200.07,32.967,9.89,9.89,POINT (-122.388865 37.764239)
286,7362,KT,1,Third Street & 20th St,33,37.760376,590.5,-122.38856,408.9,14.89875931,0,0,37.760376,-122.388558,0,321.7,321.7,51.202,9.55,9.55,POINT (-122.388558 37.760376)
287,7363,KT,1,Third Street & 23rd St,34,37.755287,546.3,-122.388016,184.8,14.89945161,0,0,37.75529,-122.388012,0,230.07,230.07,45.76,11.93,11.93,POINT (-122.388012 37.75529)
405,7440,KT,1,,35,,,,,47.76774194,0,1,37.752871,-122.38688,0,22.23,22.23,3.382,9.13,9.13,POINT (-122.38688 37.752871)
288,7364,KT,1,Third Street & Marin St,36,37.74908,286.1,-122.38748,137.8,10.35181079,0,0,37.749079,-122.387479,0,286.7,286.7,50.787,10.63,10.63,POINT (-122.387479 37.749079)
289,7365,KT,1,Third Street & Evans Ave,37,37.74273,374.1,-122.38803,310.4,10.35181079,0,0,37.742727,-122.388034,0,297.63,297.63,53.997,10.89,10.89,POINT (-122.388034 37.742727)
290,7390,KT,1,Third Street/Hudson/Innes,38,37.739918,238.9,-122.3889,204.6,10.35181079,0,0,37.739916,-122.388907,0,131.43,131.43,24.6,11.23,11.23,POINT (-122.388907 37.739916)
291,7391,KT,1,Third Street/Kirkwood/La Salle,39,37.73764,410.9,-122.38971,234.7,10.35181079,0,0,37.737641,-122.389711,0,107.67,107.67,20.049,11.17,11.17,POINT (-122.389711 37.737641)
292,7392,KT,1,Third Street/Oakdale/Palou,40,37.734352,649.7,-122.390854,585,10.35181079,0,0,37.73435,-122.390859,0,159.27,159.27,29.028,10.94,10.94,POINT (-122.390859 37.73435)
293,7393,KT,1,Third Street/Revere/Shafter,41,37.73228,428.5,-122.39153,185.3,10.35181079,0,0,37.73228,-122.391536,0,108.39,108.39,18.081,10.01,10.01,POINT (-122.391536 37.73228)
274,7346,KT,1,Third Street & Williams Ave,42,37.729263,734.5,-122.39264,255.4,10.35181079,0,0,37.729264,-122.392638,0,161.25,161.25,26.691,9.93,9.93,POINT (-122.392638 37.729264)
272,7344,KT,1,Third Street & Carroll Ave,43,37.725464,229.4,-122.39426,79.8,10.35181079,0,0,37.725464,-122.394256,0,205.14,205.14,34.071,9.97,9.97,POINT (-122.394256 37.725464)
270,7342,KT,1,Third Street/Gilman/Paul,44,37.722412,635.4,-122.395645,143.5,10.35181079,0,0,37.722413,-122.395644,0,170.39,170.39,27.552,9.7,9.7,POINT (-122.395644 37.722413)
294,7394,KT,1,Third Street & Le Conte Ave,45,37.718826,336.5,-122.39749,124.4,10.35181079,0,0,37.718827,-122.397491,0,155.1,155.1,32.841,12.7,12.7,POINT (-122.397491 37.718827)
295,7395,KT,1,Bay Shore Blvd/Arleta/Blanken,46,37.712254,619.2,-122.40232,6.6,10.35181079,0,0,37.712253,-122.402316,0,322.5,322.5,64.575,12.01,12.01,POINT (-122.402316 37.712253)
296,7396,KT,1,Bay Shore Blvd & Sunnydale Ave,47,37.70897,182.5,-122.40511,,10.35181079,1,0,37.70897,-122.405113,0,167.4,167.4,33.579,12.04,12.04,POINT (-122.405113 37.70897)
264,7217,L,0,Metro Embarcadero Station,1,37.79315,1.7,-122.39643,1882.1,10.16805556,0,1,37.793152,-122.396431,0,0,0,0,0,0,POINT (-122.396431 37.793152)
228,6994,L,0,Metro Montgomery Station/Outbound,2,37.78879,134.7,-122.40213,1617.5,10.16805556,0,0,37.788791,-122.402127,0,159.28,159.28,51.96,19.57,19.57,POINT (-122.402127 37.788791)
233,6995,L,0,Metro Powell Station/Outbound,3,37.7843,446.6,-122.40782,2386.3,10.16805556,0,0,37.7843,-122.407822,0,164,164,52.68,19.27,19.27,POINT (-122.407822 37.7843)
243,6997,L,0,Metro Civic Center Station/Outbd,4,37.778675,585.6,-122.41499,1510.7,10.16805556,0,0,37.778675,-122.414995,0,205.76,205.76,66.24,19.32,19.32,POINT (-122.414995 37.778675)
238,6996,L,0,Van Ness Station Outbound,5,37.77523,1330.1,-122.41934,1488.8,10.16805556,0,0,37.775234,-122.41934,0,127.6,127.6,40.32,18.96,18.96,POINT (-122.41934 37.775234)
247,6998,L,0,Metro Church Station/Outbound,6,37.767326,1359.1,-122.42932,648.8,10.16805556,0,0,37.767327,-122.429321,0,163.02,163.02,92.64,34.1,34.1,POINT (-122.429321 37.767327)
216,6991,L,0,Metro Castro Station/Outbound,7,37.762684,2121.3,-122.43529,421.4,10.16805556,0,0,37.762683,-122.435289,0,97.98,97.98,54.96,33.66,33.66,POINT (-122.435289 37.762683)
224,6993,L,0,Forest Hill Station Outbound,8,37.74817,1356.3,-122.45919,376.3,10.16197222,0,0,37.74817,-122.459192,0,620.76,620.76,197.76,19.11,19.11,POINT (-122.459192 37.74817)
206,6739,L,0,West Portal Station,9,37.740948,1530.3,-122.4658,975.8,10.15972222,0,0,37.740947,-122.4658,0,231.24,231.24,73.92,19.18,19.18,POINT (-122.4658 37.740947)
406,7058,L,0,,10,,,,,10.23360656,0,1,37.740893,-122.465846,0,135,135,0.48,0.21,0.21,POINT (-122.465846 37.740893)
203,6736,L,0,Ulloa St & Forest Side Ave,11,37.741535,78.7,-122.468475,38.9,10.23508197,0,0,37.741535,-122.46847,0,121.56,121.56,18.3,9.03,9.03,POINT (-122.46847 37.741535)
3,3268,L,0,15th Ave & Ulloa St,12,37.741524,233.4,-122.47119,16.5,10.23672131,0,0,37.741525,-122.471192,0,125,125,18.178,8.73,8.73,POINT (-122.471192 37.741525)
1,3266,L,0,15th Ave & Taraval St,13,37.743122,313.8,-122.4713,119.6,10.23786885,0,0,37.743124,-122.471297,0,86.19,86.19,13.42,9.34,9.34,POINT (-122.471297 37.743124)
176,6614,L,0,Taraval St & 17th Ave,14,37.743202,510.2,-122.473434,114.6,10.23909836,0,0,37.743204,-122.473429,0,94.29,94.29,14.274,9.08,9.08,POINT (-122.473429 37.743204)
178,6616,L,0,Taraval St & 19th Ave,15,37.74311,841.7,-122.47544,337.7,10.24016393,0,0,37.74311,-122.475444,0,86.19,86.19,13.542,9.43,9.43,POINT (-122.475444 37.74311)
180,6618,L,0,Taraval St & 22nd Ave,16,37.74297,707.9,-122.47879,258.4,10.24180328,0,0,37.742967,-122.478791,0,149.49,149.49,22.448,9.01,9.01,POINT (-122.478791 37.742967)
182,6620,L,0,Taraval St & 23rd Ave,17,37.74287,359.2,-122.480446,187.9,10.24278689,0,0,37.742872,-122.48045,0,70.22,70.22,11.102,9.49,9.49,POINT (-122.48045 37.742872)
184,6622,L,0,Taraval St & 26th Ave,18,37.74278,484.8,-122.48307,189.1,10.24409836,0,0,37.74278,-122.483068,0,111.09,111.09,17.568,9.49,9.49,POINT (-122.483068 37.74278)
186,6624,L,0,Taraval St & 28th Ave,19,37.742683,450.2,-122.485214,63.2,10.2452459,0,0,37.742684,-122.485212,0,91.08,91.08,14.396,9.48,9.48,POINT (-122.485212 37.742684)
188,6626,L,0,Taraval St & 30th Ave,20,37.74259,502.3,-122.487335,53.8,10.24631148,0,0,37.74259,-122.487338,0,89.01,89.01,14.274,9.62,9.62,POINT (-122.487338 37.74259)
190,6628,L,0,Taraval St & 32nd Ave,21,37.74249,632.1,-122.48949,44.2,10.24737705,0,0,37.74249,-122.489489,0,91.08,91.08,14.396,9.48,9.48,POINT (-122.489489 37.74249)
192,6630,L,0,Taraval St & 35th Ave,22,37.74235,389.8,-122.49271,30.7,10.24918033,0,0,37.742354,-122.492708,0,136.92,136.92,21.594,9.46,9.46,POINT (-122.492708 37.742354)
201,6640,L,0,Taraval St & Sunset Blvd,23,37.742287,566.4,-122.49436,64.9,10.25,0,0,37.742287,-122.494361,0,77.37,77.37,11.102,8.61,8.61,POINT (-122.494361 37.742287)
194,6632,L,0,Taraval St & 40th Ave,24,37.742123,691.3,-122.498055,57.3,10.25180328,0,0,37.742124,-122.498055,0,172.41,172.41,24.766,8.62,8.62,POINT (-122.498055 37.742124)
196,6634,L,0,Taraval St & 42nd Ave,25,37.74202,397.2,-122.5002,20.9,10.25295082,0,0,37.742021,-122.500202,0,99.41,99.41,14.396,8.69,8.69,POINT (-122.500202 37.742021)
198,6636,L,0,Taraval St & 44th Ave,26,37.741924,380.3,-122.50234,8.4,10.25393443,0,0,37.741924,-122.502346,0,99.41,99.41,14.396,8.69,8.69,POINT (-122.502346 37.741924)
200,6638,L,0,Taraval St & 46th Ave,27,37.741825,493.6,-122.504486,6.9,10.25491803,0,0,37.741823,-122.50449,0,99.97,99.97,14.396,8.64,8.64,POINT (-122.50449 37.741823)
13,3600,L,0,46th Ave & Ulloa St,28,37.74,146.8,-122.50458,1.7,10.25598361,0,0,37.739998,-122.504579,0,110.94,110.94,15.372,8.31,8.31,POINT (-122.504579 37.739998)
15,3602,L,0,46th Ave & Vicente St,29,37.738144,256.1,-122.50444,4.3,10.25713115,0,0,37.738142,-122.50444,0,110.94,110.94,15.616,8.45,8.45,POINT (-122.50444 37.738142)
408,7869,L,0,,30,,,,,10.25819672,1,0,37.736991,-122.505413,0,124.3,124.3,11.712,5.65,5.65,POINT (-122.505413 37.736991)
213,6932,L,0,Wawona/46th Ave /SF Zoo,,37.736122,391.3,-122.50435,,,,,,,,,,,,,POINT (nan nan)
214,6932,L,1,Wawona/46th Ave /SF Zoo,1,37.736122,,-122.50435,614.1,17.34193989,0,1,37.736125,-122.504351,0,0,0,0,0,0,POINT (-122.504351 37.736125)
16,3603,L,1,46th Ave & Vicente St,2,37.737972,3.4,-122.50427,201.3,17.3384153,0,0,37.737973,-122.504268,0,90.88,90.88,15.616,10.31,10.31,POINT (-122.504268 37.737973)
14,3601,L,1,46th Ave & Ulloa St,3,37.739826,3.5,-122.50441,184.7,17.33480874,0,0,37.739829,-122.504407,0,89,89,15.616,10.53,10.53,POINT (-122.504407 37.739829)
12,3599,L,1,46th Ave & Taraval St,4,37.741684,17.6,-122.50454,487.8,17.33128415,0,0,37.741685,-122.504534,0,89,89,15.616,10.53,10.53,POINT (-122.504534 37.741685)
199,6637,L,1,Taraval St & 44th Ave,5,37.741802,14.2,-122.50261,363.4,17.3284153,0,0,37.741804,-122.502606,0,78.48,78.48,12.932,9.89,9.89,POINT (-122.502606 37.741804)
197,6635,L,1,Taraval St & 42nd Ave,6,37.7419,21.1,-122.500465,353.7,17.32546448,0,0,37.7419,-122.500461,0,79.04,79.04,14.396,10.93,10.93,POINT (-122.500461 37.7419)
195,6633,L,1,Taraval St & 40th Ave,7,37.741993,58.1,-122.49832,678.4,17.32243169,0,0,37.74199,-122.498316,0,79.04,79.04,14.396,10.93,10.93,POINT (-122.498316 37.74199)
202,6641,L,1,Taraval St & Sunset Blvd,8,37.742188,117.3,-122.494514,699.3,17.31734973,0,0,37.742188,-122.49451,0,147.78,147.78,25.498,10.35,10.35,POINT (-122.49451 37.742188)
193,6631,L,1,Taraval St & 35th Ave,9,37.742237,42.8,-122.49296,471.4,17.3154235,0,0,37.742235,-122.492961,0,66.13,66.13,10.37,9.41,9.41,POINT (-122.492961 37.742235)
191,6629,L,1,Taraval St & 32nd Ave,10,37.742355,71.2,-122.48975,631.9,17.3109153,0,0,37.742355,-122.489749,0,136.96,136.96,21.472,9.41,9.41,POINT (-122.489749 37.742355)
189,6627,L,1,Taraval St & 30th Ave,11,37.74246,71.9,-122.48762,381,17.30782104,0,0,37.742461,-122.487615,0,90.61,90.61,14.274,9.45,9.45,POINT (-122.487615 37.742461)
187,6625,L,1,Taraval St & 28th Ave,12,37.74254,59.4,-122.485466,421.4,17.30482923,0,0,37.74254,-122.485467,0,92.96,92.96,14.396,9.29,9.29,POINT (-122.485467 37.74254)
185,6623,L,1,Taraval St & 26th Ave,13,37.742653,69.2,-122.48333,422.4,17.30189891,0,0,37.742653,-122.483324,0,90.61,90.61,14.396,9.53,9.53,POINT (-122.483324 37.742653)
183,6621,L,1,Taraval St & 24th Ave,14,37.742737,107.2,-122.4812,472.1,17.29880464,0,0,37.742735,-122.481199,0,90.61,90.61,14.274,9.45,9.45,POINT (-122.481199 37.742735)
181,6619,L,1,Taraval St & 22nd Ave,15,37.74289,277.5,-122.478424,872.2,17.29480874,0,0,37.74289,-122.478426,0,128.16,128.16,18.544,8.68,8.68,POINT (-122.478426 37.74289)
179,6617,L,1,Taraval St & 19th Ave,16,37.742973,421,-122.47582,659.8,17.29628415,0,0,37.742971,-122.475821,0,124.04,124.04,17.446,8.44,8.44,POINT (-122.475821 37.742971)
177,6615,L,1,Taraval St & 17th Ave,17,37.74307,184.3,-122.47366,487.7,17.29743169,0,0,37.743068,-122.473705,0,100.09,100.09,14.152,8.48,8.48,POINT (-122.473705 37.743068)
2,3267,L,1,15th Ave & Taraval St,18,37.74307,92.3,-122.471405,240.7,17.29874317,0,0,37.743069,-122.471405,0,122.91,122.91,15.372,7.5,7.5,POINT (-122.471405 37.743069)
4,3269,L,1,15th Ave & Ulloa St,19,37.741486,23.3,-122.4713,90.4,17.29989071,0,0,37.741484,-122.4713,0,96.43,96.43,13.298,8.27,8.27,POINT (-122.4713 37.741484)
204,6737,L,1,Ulloa St & Forest Side Ave,20,37.741436,34.4,-122.4688,48.7,17.30120219,0,0,37.741435,-122.4688,0,122.91,122.91,16.714,8.16,8.16,POINT (-122.4688 37.741435)
407,7058,L,1,,21,,,,,17.30300546,0,0,37.740893,-122.465846,0,156.62,156.62,20.252,7.76,7.76,POINT (-122.465846 37.740893)
209,6740,L,1,West Portal Station,22,37.740948,734.8,-122.46575,1237.3,10.07838983,0,0,37.740947,-122.465754,0,218,218,0.708,0.19,0.19,POINT (-122.465754 37.740947)
119,5730,L,1,Metro Forest Hill Station/Downtown,23,37.748352,353.6,-122.458626,895.2,10.07838983,0,0,37.748351,-122.458623,0,198.24,198.24,75.874,22.96,22.96,POINT (-122.458623 37.748351)
116,5728,L,1,Metro Castro Station/Downtown,24,37.76262,448.4,-122.435234,1535.2,10.07838983,0,0,37.76262,-122.435231,0,509.76,509.76,190.57,22.43,22.43,POINT (-122.435231 37.76262)
108,5726,L,1,Metro Church Station/Downtown,25,37.767193,584.1,-122.42917,856.2,10.07838983,0,0,37.767194,-122.429168,0,132.16,132.16,54.044,24.54,24.54,POINT (-122.429168 37.767194)
104,5419,L,1,Metro Van Ness Station,26,37.775127,1431.8,-122.41925,1122.4,10.07838983,0,0,37.775127,-122.419252,0,221.84,221.84,90.978,24.61,24.61,POINT (-122.419252 37.775127)
112,5727,L,1,Metro Civic Center Station/Downtn,27,37.778545,1662.6,-122.41482,512.1,10.07838983,0,0,37.778542,-122.414813,0,113.7,113.7,39.884,21.05,21.05,POINT (-122.414813 37.778542)
98,5417,L,1,Metro Powell Station/Downtown,28,37.7842,2648.1,-122.4077,433.8,10.07838983,0,0,37.784199,-122.407695,0,187.66,187.66,65.018,20.79,20.79,POINT (-122.407695 37.784199)
123,5731,L,1,Metro Montgomery Station/Downtown,29,37.788704,1743.4,-122.40193,187.4,10.07838983,0,0,37.788702,-122.401925,0,149.5,149.5,52.274,20.98,20.98,POINT (-122.401925 37.788702)
220,6992,L,1,Metro Embarcadero Station,30,37.793137,1308.9,-122.39643,,10.07838983,1,0,37.793134,-122.396431,0,147.14,147.14,50.622,20.64,20.64,POINT (-122.396431 37.793134)
265,7217,M,0,Metro Embarcadero Station,2,37.79315,26,-122.39643,1471.7,11.46792453,0,1,37.793152,-122.396431,0,0,0,0,0,0,POINT (-122.396431 37.793152)
229,6994,M,0,Metro Montgomery Station/Outbound,3,37.78879,136.5,-122.40213,1094.6,11.46792453,0,0,37.788791,-122.402127,0,140.59,140.59,45.898,19.59,19.59,POINT (-122.402127 37.788791)
234,6995,M,0,Metro Powell Station/Outbound,4,37.7843,349,-122.40782,2920.5,11.46792453,0,0,37.7843,-122.407822,0,144.75,144.75,46.534,19.29,19.29,POINT (-122.407822 37.7843)
244,6997,M,0,Metro Civic Center Station/Outbd,5,37.778675,501.7,-122.41499,1432.2,11.46792453,0,0,37.778675,-122.414995,0,181.61,181.61,58.512,19.33,19.33,POINT (-122.414995 37.778675)
239,6996,M,0,Van Ness Station Outbound,6,37.77523,1004.8,-122.41934,1258.6,11.46792453,0,0,37.775234,-122.41934,0,112.62,112.62,35.616,18.97,18.97,POINT (-122.41934 37.775234)
248,6998,M,0,Metro Church Station/Outbound,7,37.767326,1168.5,-122.42932,627.9,11.46792453,0,0,37.767327,-122.429321,0,143.66,143.66,81.832,34.18,34.18,POINT (-122.429321 37.767327)
217,6991,M,0,Metro Castro Station/Outbound,8,37.762684,1612.2,-122.43529,438.8,11.46792453,0,0,37.762683,-122.435289,0,86.34,86.34,48.548,33.74,33.74,POINT (-122.435289 37.762683)
225,6993,M,0,Forest Hill Station Outbound,9,37.74817,888.1,-122.45919,358,11.46792453,0,0,37.74817,-122.459192,0,550.09,550.09,174.688,19.05,19.05,POINT (-122.459192 37.74817)
207,6739,M,0,West Portal Station,10,37.740948,1362.6,-122.4658,662.6,11.46792453,0,0,37.740947,-122.4658,0,204.91,204.91,65.296,19.12,19.12,POINT (-122.4658 37.740947)
410,7058,M,0,,11,,,,,11.46792453,0,0,37.740893,-122.465846,0,119,119,0.424,0.21,0.21,POINT (-122.465846 37.740893)
257,7125,M,0,West Portal Ave & 14th Ave,12,37.738064,185,-122.46899,153.9,11.46792453,0,0,37.738064,-122.468984,0,146.32,146.32,27.56,11.3,11.3,POINT (-122.468984 37.738064)
175,6503,M,0,West Portal/Sloat/St Francis Circle,13,37.73481,278.8,-122.47162,166.2,11.46792453,0,0,37.734807,-122.471618,0,152.68,152.68,28.302,11.12,11.12,POINT (-122.471618 37.734807)
157,6223,M,0,Right Of Way/Ocean Ave,15,37.732025,243.3,-122.47372,94.7,11.46792453,0,0,37.732022,-122.473719,0,114.52,114.52,23.744,12.44,12.44,POINT (-122.473719 37.732022)
153,6219,M,0,Right Of Way/Eucalyptus Dr,16,37.731194,355.4,-122.47435,89.3,11.46792453,0,0,37.73119,-122.47435,0,39.53,39.53,7.102,10.78,10.78,POINT (-122.47435 37.73119)
9,3403,M,0,19th Ave & Winston Dr,17,37.727016,1213.4,-122.47494,544.3,11.46792453,0,0,37.727017,-122.474937,0,181.68,181.68,30.74,10.15,10.15,POINT (-122.474937 37.727017)
5,3358,M,0,19th Ave & Holloway Ave,18,37.721073,2115.6,-122.475235,680.3,11.46792453,0,0,37.721074,-122.475233,0,259.27,259.27,43.46,10.06,10.06,POINT (-122.475233 37.721074)
7,3376,M,0,19th Ave & Randolph St,19,37.7162,729.3,-122.47167,225.1,11.46792453,0,0,37.7162,-122.47167,0,244.61,244.61,41.234,10.11,10.11,POINT (-122.47167 37.7162)
409,3387,M,0,,20,,,,,11.46792453,0,0,37.714443,-122.469998,0,93.35,93.35,16.112,10.36,10.36,POINT (-122.469998 37.714443)
144,6173,M,0,Randolph St & Arch St,21,37.7142,345.8,-122.46722,77.3,11.46792453,0,0,37.714201,-122.467218,0,96.34,96.34,16.218,10.1,10.1,POINT (-122.467218 37.714201)
146,6175,M,0,Randolph St & Bright St,22,37.71424,478.5,-122.46361,132.8,11.46792453,0,0,37.71424,-122.46361,0,120.25,120.25,20.988,10.47,10.47,POINT (-122.46361 37.71424)
142,5825,M,0,Orizaba Ave & Broad St,23,37.71333,195.1,-122.462585,127.7,11.46792453,0,0,37.713328,-122.462585,0,77.06,77.06,8.904,6.93,6.93,POINT (-122.462585 37.713328)
18,3716,M,0,Broad St & Capitol Ave,24,37.713154,390.5,-122.45916,172.9,11.46792453,0,0,37.713152,-122.459159,0,121.15,121.15,19.928,9.87,9.87,POINT (-122.459159 37.713152)
21,3719,M,0,Broad St & Plymouth Ave,25,37.71316,442,-122.45618,229.1,11.46792453,0,0,37.713161,-122.45618,0,105.37,105.37,17.278,9.84,9.84,POINT (-122.45618 37.713161)
160,6259,M,0,San Jose Ave & Farallones St,26,37.714073,122.5,-122.45208,71.6,11.46481132,0,0,37.71407,-122.45208,0,124.28,124.28,24.698,11.92,11.92,POINT (-122.45208 37.71407)
163,6266,M,0,San Jose Ave & Lakeview Ave,27,37.716084,110.1,-122.45043,44.9,11.46254717,0,0,37.716083,-122.450435,0,84.82,84.82,17.596,12.45,12.45,POINT (-122.450435 37.716083)
164,6268,M,0,San Jose Ave & Mt Vernon Ave,28,37.718285,276.1,-122.44859,24.6,11.46018868,0,0,37.718284,-122.448593,0,94.5,94.5,19.292,12.25,12.25,POINT (-122.448593 37.718284)
165,6269,M,0,San Jose Ave & Niagra Ave,29,37.71951,766.6,-122.44746,2.4,11.45849057,1,0,37.719507,-122.447459,0,74.4,74.4,11.13,8.98,8.98,POINT (-122.447459 37.719507)
161,6262,M,1,San Jose Ave & Geneva Ave,1,37.72001,7.1,-122.44718,1311.5,11.44339623,0,1,37.720462,-122.446887,0,0,0,0,0,0,POINT (-122.446887 37.720462)
253,7111,M,1,San Jose Ave & Mt Vernon Ave,2,37.71847,49,-122.44864,85.6,11.44556604,0,0,37.71847,-122.44864,0,92.87,92.87,17.808,11.51,11.51,POINT (-122.44864 37.71847)
162,6265,M,1,San Jose Ave & Lakeview Ave,3,37.71626,176.9,-122.45033,142.4,11.44783019,0,0,37.71626,-122.450334,0,96.05,96.05,18.868,11.79,11.79,POINT (-122.450334 37.71626)
159,6257,M,1,San Jose Ave & Farallones St,4,37.714153,43.8,-122.45214,58.5,11.45,0,0,37.714153,-122.452148,0,96.05,96.05,18.656,11.65,11.65,POINT (-122.452148 37.714153)
20,3718,M,1,Broad St & Plymouth Ave,5,37.713223,218.7,-122.455925,401.3,11.45283019,0,0,37.713222,-122.455927,0,127.08,127.08,23.002,10.86,10.86,POINT (-122.455927 37.713222)
17,3715,M,1,Broad St & Capitol Ave,6,37.713192,201.8,-122.45892,337.1,11.45226415,0,0,37.713191,-122.458921,0,102.13,102.13,17.384,10.21,10.21,POINT (-122.458921 37.713191)
19,3717,M,1,Broad St & Orizaba Ave,7,37.713177,90.2,-122.462326,218.7,11.4515566,0,0,37.713178,-122.462331,0,116.34,116.34,19.822,10.22,10.22,POINT (-122.462331 37.713178)
145,6174,M,1,Randolph St & Bright St,8,37.714348,141.2,-122.463394,426.1,11.45108491,0,0,37.714348,-122.463392,0,85.92,85.92,10.494,7.33,7.33,POINT (-122.463392 37.714348)
143,6172,M,1,Randolph St & Arch St,9,37.714344,48.9,-122.46699,503.4,11.45033019,0,0,37.714342,-122.466982,0,121.95,121.95,20.882,10.27,10.27,POINT (-122.466982 37.714342)
8,3385,M,1,19th Ave & Randolph St,10,37.71428,63.7,-122.46962,293.4,11.44985849,0,0,37.714282,-122.469618,0,89.1,89.1,15.264,10.28,10.28,POINT (-122.469618 37.714282)
6,3361,M,1,19th Ave & Junipero Serra Blvd,11,37.71689,134.4,-122.472275,489.8,11.44900943,0,0,37.716889,-122.472275,0,148.41,148.41,24.486,9.9,9.9,POINT (-122.472275 37.716889)
249,7065,M,1,19th Ave & Holloway Ave,12,37.721245,996.9,-122.4751,1527.5,11.44811321,0,0,37.721244,-122.475096,0,227.27,227.27,35.828,9.46,9.46,POINT (-122.475096 37.721244)
305,7449,M,1,19th Ave & Winston Dr,13,37.727196,338.1,-122.474846,1167.4,11.44811321,0,0,37.727195,-122.474846,0,318.5,318.5,43.566,8.21,8.21,POINT (-122.474846 37.727195)
154,6220,M,1,Right Of Way/Eucalyptus Dr,14,37.730988,114.2,-122.474365,442.1,11.44811321,0,0,37.730987,-122.474366,0,207.65,207.65,27.878,8.06,8.06,POINT (-122.474366 37.730987)
158,6224,M,1,Right Of Way/Ocean Ave,15,37.731808,74.4,-122.473816,220.2,11.44811321,0,0,37.731808,-122.473815,0,49.31,49.31,6.784,8.25,8.25,POINT (-122.473815 37.731808)
252,7109,M,1,West Portal/Sloat/St Francis Circle,17,37.734825,154.3,-122.47145,284.6,11.44811321,0,0,37.734825,-122.471446,0,163.64,163.64,25.97,9.52,9.52,POINT (-122.471446 37.734825)
212,6898,M,1,West Portal Ave & 14th Ave,18,37.73786,203.2,-122.46904,205.5,11.44811321,0,0,37.737859,-122.469042,0,341.75,341.75,26.182,4.6,4.6,POINT (-122.469042 37.737859)
