,ROUTE_SHORT_NAME,DIR,LOG_RIDERS_09,EDD_EMP_LOG_09,STOP_ID,AVG_RIDE_09,FREQ_S_LOG_09,EOL_SOL_09,HOUSING_09_DEN_LOG,MUNI_BUS_AVG_09,AVG_BART_LOG_09,CLOSE_STOP_09,J_09,LOG_RIDERS_16,EDD_EMP_LOG_16,AVG_RIDE_16,FREQ_S_LOG_16,EOL_SOL_16,HOUSING_16_DEN_LOG,MUNI_BUS_AVG_16,AVG_BART_LOG_16,CLOSE_STOP_16,J_16
19,J,1,6.3473892096560105,10.560152267518658,5419,570.0,1.8312087451901369,0.3333333333333333,7.937188096794871,12085.86851230609,0.0,0,1,6.5415349221998715,10.39314061106932,692.3500000000001,1.8463515560135948,0.0,8.392280898257,11024.918334354255,0.0,0,1
20,J,1,6.278521424165843,10.698943095669854,5727,532.0,1.8809636468975928,0.0,8.288463328533853,12165.038695290368,8.848222068371385,1,1,6.310190968315921,10.598333289731654,549.1499999999999,1.8463515560135948,0.0,8.66136505209226,10510.805778345368,8.752107198329362,1,1
21,J,1,6.4622491213367885,11.38685190771486,5731,639.5,1.8813622770079648,0.0,7.360737023147412,24813.33173644273,9.35686202463895,1,1,6.754254387996376,11.868268522341692,856.6999999999998,1.8463515560135948,0.0,7.348584615805348,26407.744294140542,9.091950902475961,1,1
22,J,1,5.739792912179233,7.3969486026210145,6213,310.0,1.5465441827503057,0.0,7.953523663251286,1115.0707844463718,0.0,1,1,6.368787349269866,7.951559331155252,582.3499999999998,1.5371751519974517,0.0,7.959788005389762,1053.2616475803388,0.0,1,1
23,J,0,5.017279836814924,6.759255270663693,6214,150.0,1.7952376138256931,0.0,7.805337417569147,379.88273716414994,0.0,1,1,5.307029307150059,7.515889085215125,200.75,1.8454057597089213,0.0,7.809914365311379,336.51513912244496,0.0,1,1
24,J,1,4.9163246146250135,6.701960366002541,6215,135.5,1.546616443547788,0.0,7.810798056940169,294.7674137212418,0.0,1,1,5.4167668467475805,7.518607216815253,224.15000000000003,1.5372385714739385,0.0,7.815328989731044,274.3819813694569,0.0,1,1
25,J,0,4.400603020246816,6.779921907472253,6216,80.5,1.7952860923273437,0.0,7.868097131366298,0.0,0.0,1,1,4.57522630961502,7.301147805856032,96.05,1.8453389676989385,0.0,7.869672469310192,0.0,0.0,1,1
26,J,1,4.143134726391533,6.821107472256465,6217,62.0,1.5466621166396897,0.0,7.883553261322192,0.0,0.0,1,1,4.320151230955794,7.317212408359839,74.20000000000002,1.5372808545834489,0.0,7.885132942204421,0.0,0.0,1,1
27,J,0,4.68213122712422,6.744059186311348,6218,107.0,1.7953281227202242,0.0,7.89088950276263,357.6991397538336,0.0,1,1,4.979488565099419,7.489412083508719,144.4,1.8452588253844355,0.0,7.903914911060418,342.53754287992297,0.0,1,1
28,J,0,3.9982007016691994,7.0048819897128585,6221,53.5,1.7952689876420895,0.0,7.860085117909036,0.0,0.0,1,1,4.4067192472642525,7.678326356506885,81.0,1.845359004657764,0.0,7.862844302412492,0.0,0.0,1,1
29,J,1,3.49650756146648,7.085064293952548,6222,32.0,1.5466481552577742,0.0,7.873024466199702,0.0,0.0,1,1,3.921973336281314,7.692569648067906,49.49999999999999,1.5372681693600565,0.0,7.875448170152378,0.0,0.0,1,1
30,J,0,4.483002552013883,5.891644211825772,6274,87.5,1.801662723782797,0.0,6.374307283076075,6639.069282541431,9.371608519572305,1,1,4.96109484853612,6.715383386334682,141.75,1.8426257274771145,0.0,6.3990874016260575,5715.356894791949,9.229603638157027,1,1
31,J,1,4.74493212836325,5.857933154483459,6275,114.0,1.5348322812924906,0.0,6.400975716936319,6781.126337499452,9.371608519572305,1,1,5.196284640982885,6.677083461247137,179.59999999999994,1.538303135267565,0.0,6.424776291589968,5863.935899261605,9.229603638157027,1,1
32,J,1,4.584967478670572,6.806829360392176,6277,97.0,1.53426644526483,0.0,7.661139200872798,5960.578698053,0.0,0,1,4.7561730595246186,7.266827347520591,115.3,1.5375720791382823,0.0,7.662681153619063,6543.394860849896,0.0,0,1
33,J,0,4.7833163713715665,6.618738983517219,6280,118.5,1.8024997346973035,0.0,7.643390090492193,5511.72949742433,0.0,1,1,4.74406218485471,7.057036981697892,113.9,1.8438577630316657,0.0,7.644174244936602,7112.504507143579,0.0,1,1
34,J,1,4.736198448394496,5.802118375377063,6284,113.0,1.5346683451753813,0.0,7.21999887208932,262.3715643170109,0.0,1,1,4.945207488773801,6.3935907539506305,139.5,1.538084759780699,0.0,7.218214034499113,92.44434222549631,0.0,1,1
35,J,0,4.4942386252808095,5.799092654460527,6285,88.5,1.801911517023392,0.0,7.218604717857048,262.3715643170109,0.0,1,1,4.757032535297338,6.3818160174060985,115.4,1.843005105012561,0.0,7.216879059600383,92.44434222549631,0.0,1,1
36,J,0,4.151039905898647,5.786897381366707,6287,62.5,1.8017830968249784,0.0,6.947783979149714,516.3048329258564,0.0,1,1,4.3154861108656375,6.368187186350492,73.85000000000002,1.8428054079325933,0.0,6.961214550595442,1307.8991635506245,0.0,1,1
37,J,1,4.620058798481842,5.758901773877279,6288,100.5,1.5347642677083932,0.0,6.92607185653458,597.1924190560857,0.0,1,1,4.752727750345707,6.395261598115449,114.9,1.5382008948995816,0.0,6.939792732372459,1440.5607300698928,0.0,1,1
38,J,0,6.2832008898878025,11.397985882865408,6994,534.5,1.82427679346552,0.0,7.364187403398683,24771.346235541547,9.35686202463895,1,1,6.3907438961290595,11.878332175832407,595.3,1.8431440377969104,0.0,7.352077108713522,26248.488437054628,9.091950902475961,1,1
39,J,0,6.601230118728878,10.425787098375746,6995,735.0,1.8242852295226395,0.0,8.393864900968879,27001.717598346342,8.460305329209191,1,1,6.781114378014738,10.810354015162444,880.05,1.8431440377969104,0.0,8.433190102568105,25154.69091856576,8.755264763314685,1,1
40,J,0,6.227524323688737,10.55448373083613,6996,505.5,1.8183367260251395,0.3333333333333333,7.943951808063371,12664.92117508297,0.0,1,1,6.60435024606512,10.408103938824377,737.3000000000003,1.8431440377969104,0.0,8.394494133487155,11149.093840439129,0.0,1,1
41,J,0,6.1769062312381795,10.698107702026707,6997,480.5,1.824296027819556,0.0,8.294650794100933,12011.157712516133,8.848222068371385,1,1,6.258912023978716,10.556749799397158,521.65,1.8431440377969097,0.0,8.667632843601238,10321.408035032318,8.752107198329362,1,1
42,J,1,5.823045895483018,7.954723334497907,7073,337.0,1.5463909709817822,0.0,8.280091684673586,3320.4279370243185,0.0,1,1,6.125995440065588,8.3030093814735,456.60000000000014,1.5370271974232042,0.0,8.362074290827097,2667.468232534181,0.0,1,1
43,J,0,6.48768401848461,11.368096205402036,7217,656.0,1.8183035674429584,1.0,6.351242310045481,17860.547076489016,9.09829086816756,1,1,6.345548637682787,11.690343351735835,568.9499999999998,1.8431440377969104,1.0,6.840724876727838,14545.408060815298,9.033662857567313,1,1
44,J,0,6.6450909695056435,7.946617563244473,7316,768.0,1.7950236048832666,0.3333333333333333,8.306195901127047,3041.525370468972,0.0,1,1,6.738389433348398,8.564649132572534,843.2,1.8457732254627803,0.0,8.379469583749765,2409.9871675889763,0.0,1,1
45,KT,1,5.003946305945459,8.523175263093785,4506,148.0,1.5864687610407604,0.0,8.004161100069203,1.2145833333333331,0.0,0,0,5.509995439752967,8.923857580099885,246.15,1.6141070514999492,0.0,8.134866991504182,0.4004788784200549,0.0,0,0
46,KT,1,5.715381610499552,9.75979037727894,4509,302.5,1.5866163871760306,0.0,7.132596180353955,904.3239178938223,0.0,0,0,6.459591416340857,9.954275719368232,637.8,1.6144459097764248,0.0,7.679922510094662,2609.411056114809,0.0,0,0
47,KT,0,5.535363823031238,9.781941194456634,4510,252.5,1.679740791449929,0.0,7.0588853745704325,934.981556028627,0.0,1,0,6.540091608100723,9.99337395933065,691.3499999999998,1.6321741914953407,0.0,7.615412797385428,3496.5112534549044,0.0,0,0
48,KT,1,5.865050622252324,9.363147292219939,5234,351.5,1.5863211679066562,0.0,7.713732858458064,628.4825638561364,0.0,1,0,6.5898201633593345,9.844639476726922,726.65,1.6138550854579878,0.0,7.760436982792813,578.7295473690788,0.0,1,0
49,KT,0,5.627621113690636,9.353314540927288,5237,277.0,1.679740791449929,0.0,7.697901657452481,628.4825638561364,0.0,1,0,6.327043527751981,9.8230364281385,558.5,1.633161444564346,0.0,7.745314001695205,578.7295473690788,0.0,1,0
50,KT,1,7.073269717459709,10.425757440186377,5417,1179.0,1.2535506069729914,0.0,8.376506360548477,25941.25749781112,8.460305329209191,0,0,7.315949991661168,10.806713308080845,1503.1000000000006,1.5382111281953057,0.0,8.418080085440991,25262.162192479365,8.755264763314685,0,0
