,ROUTE_SHORT_NAME,STOP_ID,DIR,SEQ,HEADWAY_S,EOL,SOL,STOP_LAT,STOP_LON,DWELL_S,RUNTIME_S,TOTTIME_S,SERVMILES_S,RUNSPEED_S,TOTSPEED_S,Route,STOP,Boardings,Alightings,STOP NAME
148,J,7217,0,12,11.62475932,0,1,37.793152,-122.396431,0,0,0,0,0,0,J-CHURCH,Embarc Sta,1312,0,Metro Embarcadero Station
141,J,6994,0,13,11.54221112,0,0,37.788791,-122.402127,0,161.8666667,161.8666667,46.61966667,17.28,17.28,J-CHURCH,Montgmey Sta,1017,52,Metro Montgomery Station/Downtown
142,J,6995,0,14,11.54209502,0,0,37.7843,-122.407822,0,167.25,167.25,47.26566667,16.95666667,16.95666667,J-CHURCH,Powell Stat,1222,248,Metro Powell Station/Outbound
144,J,6997,0,15,11.54194641,0,0,37.778675,-122.414995,0,209.7733333,209.7733333,59.432,17,17,J-CHURCH,CivicCenter Sta,650,311,Metro Civic Center Station/Outbd
143,J,6996,0,16,11.62429918,0.333333333,0,37.775234,-122.41934,0,136.11,136.11,37.936,16.72,16.72,J-CHURCH,Van Ness Sta,475,536,Metro Van Ness Station
146,J,7162,0,17,12.24291667,1,0,37.769463,-122.429133,0,327,327,72.812,13.36,13.36,,,,,
149,J,7316,0,18,11.95310364,0,0.333333333,37.767786,-122.428996,0,207.36,207.36,35.489,9.13,9.13,J-CHURCH,Church&14th,726,810,Church St & 14th St
101,J,3984,0,19,11.95207983,0,0,37.764621,-122.428722,0,196.47,196.47,26.061,7.96,7.96,J-CHURCH,Church&16th,232,284,Church St & 16th St
103,J,3987,0,20,11.95108403,0,0,37.761467,-122.428416,0,196.47,196.47,25.942,7.92,7.92,J-CHURCH,Church&18th,286,340,Church St & 18th St
125,J,6214,0,21,11.95003641,0,0,37.758264,-122.427924,0,202.2,202.2,26.537,7.87,7.87,J-CHURCH,ROW&20th,63,237,Right Of Way/20th St
130,J,6221,0,22,11.94958683,0,0,37.757451,-122.426999,0,78.67,78.67,9.044,6.9,6.9,J-CHURCH,ROW&Liberty,12,95,Right Of Way/Liberty St
127,J,6216,0,23,11.94934174,0,0,37.756643,-122.426922,0,48.65,48.65,6.664,8.22,8.22,J-CHURCH,ROW&21st,13,148,Right Of Way/21st St
129,J,6218,0,24,11.9487395,0,0,37.75491033,-122.4276813,0,112.62,112.62,15.07333333,8.026666667,8.026666667,J-CHURCH,ROW&22nd,35,179,Right Of Way/22nd St
105,J,3995,0,25,11.94761905,0,0,37.7518,-122.427497,0,210.68,210.68,25.54533333,7.276666667,7.276666667,J-CHURCH,Church&24th,145,868,Church St & 24th St
112,J,4002,0,26,11.94761905,0,0,37.749388,-122.427289,0,116.62,116.62,19.873,10.22,10.22,J-CHURCH,Church&Clipper,31,194,Church St & Clipper St
107,J,3997,0,27,11.94761905,0,0,37.746985,-122.427073,0,116.62,116.62,19.754,10.16,10.16,J-CHURCH,Church&27th,51,331,Church St & 27th St
114,J,4004,0,28,11.94761905,0,0,37.742811,-122.426654,0,204.68,204.68,34.391,10.08,10.08,J-CHURCH,Church&Day,128,659,Church St & Day St
111,J,4001,0,29,11.93641457,0,0,37.742097,-122.426528,0,38.08,38.08,5.95,9.38,9.38,,,,,
100,J,3538,0,30,11.84458689,0,0,37.74217,-122.424457,0,103.0733333,103.0733333,13.884,8.21,8.21,J-CHURCH,30th&Dolores,60,170,30th St & Dolores St
135,J,6280,0,31,11.84649573,0,0,37.739385,-122.42432,0,150.1566667,150.1566667,22.464,8.98,8.98,J-CHURCH,S.Jose&Randall,66,171,San Jose Ave & Randall St
117,J,4788,0,32,11.85185185,0,0,37.732401,-122.433855,0,400.3566667,400.3566667,83.07,12.45,12.45,J-CHURCH,Glen Park Sta,18,146,San Jose Ave/Glen Park Station
137,J,6285,0,33,11.8548433,0,0,37.728996,-122.440016,0,233.4066667,233.4066667,48.087,12.36,12.36,J-CHURCH,S.Jose&S.Rosa,29,148,San Jose Ave & Santa Rosa Ave
138,J,6287,0,34,11.85666667,0,0,37.725877,-122.442359,0,137.4233333,137.4233333,29.25,12.77333333,12.77333333,J-CHURCH,S.Jose&S.Ynez,31,94,San Jose Ave & Santa Ynez Ave
132,J,6274,0,35,11.85837607,0,0,37.723085,-122.444699,0,126.9566667,126.9566667,27.027,12.77333333,12.77333333,J-CHURCH,S.Jose&Ocean,3,172,San Jose Ave & Ocean Ave
120,J,5448,0,37,11.86039886,1,0,37.720899,-122.446657,0,165.9466667,165.9466667,21.645,7.83,7.83,,,,,
441,J,7155,0,,,,,,,,,,,,,J-CHURCH,Green Div Yard,0,412,SAN JOSE AVE & GENEVA AVE
121,J,5448,1,25,16.43838871,0,1,37.720899,-122.446657,0,0,0,0,0,0,,,,,
133,J,6275,1,26,16.48103908,0,0,37.722862,-122.44479,0,92.25,92.25,20.28666667,13.19333333,13.19333333,J-CHURCH,S.Jose&Ocean,207,21,San Jose Ave & Ocean Ave
139,J,6288,1,27,16.482468,0,0,37.725681,-122.442442,0,123.4333333,123.4333333,27.80466667,13.51666667,13.51666667,J-CHURCH,S.Jose&S.Ynez,124,77,San Jose Ave & Santa Ynez Ave
136,J,6284,1,28,16.48448351,0,0,37.728991,-122.439922,0,141.8233333,141.8233333,31.862,13.48333333,13.48333333,J-CHURCH,S.Jose&S.Rosa,162,64,San Jose Ave & Santa Rosa Ave
116,J,4787,1,29,16.48770303,0,0,37.732525,-122.433416,0,236.3333333,236.3333333,51.552,13.08666667,13.08666667,J-CHURCH,Glen Park Sta,83,54,San Jose Ave/Glen Park Station
134,J,6277,1,30,16.49293145,0,0,37.739741,-122.424157,0,387.6866667,387.6866667,84.72666667,13.11333333,13.11333333,J-CHURCH,S.Jose&Randall,132,62,San Jose Ave & Randall St
99,J,3537,1,31,16.49454121,0,0,37.742304,-122.424026,0,118.1666667,118.1666667,21.122,10.72666667,10.72666667,J-CHURCH,30th&Dolores,132,58,30th St & Dolores St
110,J,4000,1,32,16.18394589,0,0,37.742222,-122.426459,0,84.40666667,84.40666667,16.48466667,11.72,11.72,J-CHURCH,Church&30th,297,82,Church St & 30th St
109,J,3999,1,33,16.22525076,0,0,37.743587,-122.426585,0,80.93,80.93,11.40533333,8.453333333,8.453333333,J-CHURCH,Church&29,303,25,Church St & 29th St
108,J,3998,1,34,16.22813542,0,0,37.746781,-122.426893,0,190.9233333,190.9233333,26.81466667,8.423333333,8.423333333,J-CHURCH,Church&27th,310,35,Church St & 27th St
113,J,4003,1,35,16.23019589,0,0,37.749182,-122.427122,0,143.1366667,143.1366667,20.14133333,8.443333333,8.443333333,J-CHURCH,Church&Clipper,177,29,Church St & Clipper St
106,J,3996,1,36,16.19216556,0,0,37.751591,-122.42735,0,150.5366667,150.5366667,20.47866667,8.16,8.16,J-CHURCH,Church&24th,655,166,Church St & 24th St
104,J,3994,1,37,16.23384452,0,0,37.754785,-122.427659,0,203.5166667,203.5166667,26.81466667,7.906666667,7.906666667,J-CHURCH,Church&22nd,211,39,Church St & 22nd St
128,J,6217,1,38,16.23477624,0,0,37.756436,-122.426822,0,116.14,116.14,14.924,7.706666667,7.706666667,J-CHURCH,ROW&21st,106,18,Right Of Way/21st St
131,J,6222,1,39,16.23506424,0,0,37.757239,-122.426867,0,50.87666667,50.87666667,6.673333333,7.866666667,7.866666667,J-CHURCH,ROW&Liberty,53,11,Right Of Way/Liberty St
126,J,6215,1,40,16.2357184,0,0,37.758229,-122.427795,0,91.08333333,91.08333333,10.31333333,6.796666667,6.796666667,J-CHURCH,ROW&20th,191,80,Right Of Way/20th St
124,J,6213,1,41,16.23720915,0,0,37.761192,-122.428184,0,187.3066667,187.3066667,24.87333333,7.966666667,7.966666667,J-CHURCH,ROW&18th,386,234,Right Of Way/18th St
102,J,3985,1,42,16.23896443,0,0,37.764382,-122.428609,0,205.4,205.4,26.81466667,7.836666667,7.836666667,J-CHURCH,Church&16th,198,239,Church St & 16th St
145,J,7073,1,43,16.24037049,0,0,37.76735467,-122.428851,0,187.3066667,187.3066667,24.91466667,7.98,7.98,J-CHURCH,Church&Market,285,389,Church St & Market St
115,J,4006,1,44,16.24122631,0.333333333,0,37.769302,-122.429087,0,124.5133333,124.5133333,16.37933333,7.89,7.89,J-CHURCH,Duboce&Church,642,385,Church St & Duboce Ave
147,J,7162,1,45,16.8466899,1,0,37.769463,-122.429133,0,18.5,18.5,1.331,4.32,4.32,,,,,
119,J,5419,1,47,11.44726559,0,0.333333333,37.775069,-122.419193,0,460.41,460.41,76.004,9.91,9.91,J-CHURCH,Van Ness Sta,671,469,Van Ness Station Outbound
122,J,5727,1,48,10.79171012,0,0,37.778542,-122.414813,0,146.13,146.13,38.081,15.63666667,15.63666667,J-CHURCH,CivicCenter Sta,417,647,Metro Civic Center Station/Downtn
118,J,5417,1,49,10.78886141,0,0,37.784199,-122.407695,0,237.3966667,237.3966667,61.89566667,15.64666667,15.64666667,J-CHURCH,Powell Sta,301,"1,106",Metro Powell Station/Downtown
123,J,5731,1,50,10.78663585,0,0,37.788702,-122.401925,0,190.3333333,190.3333333,49.76366667,15.68666667,15.68666667,J-CHURCH,Montgmry Sta,91,"1,188",Metro Montgomery Station/Outbound
140,J,6992,1,51,11.45919089,1,0,37.793143,-122.396396,0,199.4733333,199.4733333,51.94366667,15.62666667,15.62666667,J-CHURCH,Embarc Sta,0,"1,303",Metro Embarcadero Station
463,J,7155,1,,,,,,,,,,,,,J-CHURCH,GreenDivYard,648,0,SAN JOSE AVE & GENEVA AVE
231,KT,7398,0,1,12.85932367,0,1,37.708997,-122.405021,0,0,0,0,0,0,KT-INGLESIDE/THIRD,ByShre&Sundle,336,0,Bay Shore Blvd & Sunnydale Ave
232,KT,7399,0,2,12.85932367,0,0,37.712226,-122.402339,0,170.2,170.2,30.705,10.82,10.82,KT-INGLESIDE/THIRD,Byshre&Arleta,691,10,Bay Shore Blvd/Arleta/Blanken
233,KT,7400,0,3,12.68927536,0,0,37.718809,-122.397468,0,335.8,335.8,60.605,10.83,10.83,KT-INGLESIDE/THIRD,3rd&Le Conte,223,108,Third Street & Le Conte Ave
206,KT,7347,0,4,12.85932367,0,0,37.722449,-122.39561,0,274.85,274.85,51.29,11.31,11.31,KT-INGLESIDE/THIRD,3rd&Gilman,738,102,Third Street/Gilman/Paul
202,KT,7343,0,5,12.85932367,0,0,37.725491,-122.394222,0,135.7,135.7,25.645,11.34,11.34,KT-INGLESIDE/THIRD,3rd&Carroll,189,70,Third Street & Carroll Ave
204,KT,7345,0,6,12.85932367,0,0,37.729291,-122.392604,0,126.5,126.5,31.855,15.11,15.11,KT-INGLESIDE/THIRD,3rd&Van Dyke ,531,181,Third Street & Williams Ave
234,KT,7401,0,7,12.85932367,0,0,37.732262,-122.391502,0,97.75,97.75,24.61,15.11,15.11,KT-INGLESIDE/THIRD,3rd&Revere,392,182,Third Street/Revere/Shafter
235,KT,7402,0,8,12.85932367,0,0,37.734358,-122.390836,0,69,69,17.135,14.9,14.9,KT-INGLESIDE/THIRD,3rd&Oakdale,677,430,Third Street/Oakdale/Palou
236,KT,7403,0,9,12.85932367,0,0,37.737641,-122.389688,0,106.95,106.95,27.025,15.16,15.16,KT-INGLESIDE/THIRD,3rd&Kirkwood,389,153,Third Street/Kirkwood/La Salle
237,KT,7404,0,10,12.85932367,0,0,37.739916,-122.388884,0,74.75,74.75,18.745,15.05,15.05,KT-INGLESIDE/THIRD,3rd&Hudson,300,140,Third Street/Hudson/Innes
207,KT,7352,0,11,12.85932367,0,0,37.742726,-122.38792,0,100.05,100.05,23.115,13.86,13.86,KT-INGLESIDE/THIRD,3rd&Evans,292,243,Third Street & Evans Ave
208,KT,7353,0,12,12.85932367,0,0,37.748999,-122.387445,0,230,230,49.795,12.99,12.99,KT-INGLESIDE/THIRD,3rd&Marin ,180,112,Third Street & Marin St
209,KT,7354,0,14,13.09453272,0,1,37.755414,-122.388001,0,364.08,364.08,48.43466667,7.98,7.98,KT-INGLESIDE/THIRD,3rd&23rd,295,165,Third Street & 23rd St
210,KT,7355,0,15,13.10760596,0,0,37.760518,-122.388558,0,319.5733333,319.5733333,46.596,8.743333333,8.743333333,KT-INGLESIDE/THIRD,3rd&20th,341,444,Third Street & 20th St
211,KT,7356,0,16,13.10354875,0,0,37.764391,-122.388853,0,304.2233333,304.2233333,35.376,6.98,6.98,KT-INGLESIDE/THIRD,3rd&Mariposa ,180,60,Third Street & Mariposa St
212,KT,7357,0,17,13.09877026,0,0,37.769049,-122.389308,0,366.5,366.5,42.504,6.96,6.96,KT-INGLESIDE/THIRD,3rd&GeneFrnd,301,45,UCSF/Mission Bay
213,KT,7358,0,18,13.09471305,0,0,37.772993,-122.389717,0,308.1833333,308.1833333,36.036,7.013333333,7.013333333,KT-INGLESIDE/THIRD,3rd&MissinRck,66,27,Third Street & Mission Rock St
199,KT,7166,0,21,13.08957391,0,0,37.776278,-122.393864,0,444.96,444.96,42.372,5.716666667,5.716666667,KT-INGLESIDE/THIRD,4th & King,601,838,4th St & King St
154,KT,5237,0,22,13.74833333,0,0,37.779621,-122.389824,0,191.1666667,191.1666667,39.34333333,12.35,12.35,KT-INGLESIDE/THIRD,King&2nd,450,104,King St & 2nd St
198,KT,7145,0,23,13.74833333,0,0,37.784627,-122.387977,0,218.3,218.3,44.4,12.2,12.2,KT-INGLESIDE/THIRD,Embar&Brannan,255,46,The Embarcadero & Brannan St
221,KT,7380,0,24,15.39583333,0,0,37.78957,-122.388489,0,201.6,201.6,41.04,12.21,12.21,,,,,
152,KT,4510,0,25,13.74833333,0,0,37.790749,-122.389841,0,180.1,180.1,27.60666667,8.463333333,8.463333333,KT-INGLESIDE/THIRD,Embar&Folsom,259,246,The Embarcadero & Folsom St
200,KT,7217,0,27,16.00207051,1,0,37.793152,-122.396431,0,509.3666667,509.3666667,48.96333333,5.77,5.77,KT-INGLESIDE/THIRD,Embarc Sta,"1,161","1,196",Metro Embarcadero Station
187,KT,6994,0,28,16.1147394,0,0,37.788791,-122.402127,0,190.1033333,190.1033333,53.83633333,16.99333333,16.99333333,KT-INGLESIDE/THIRD,MontgomerySta,"1,064",707,Metro Montgomery Station/Outbound
188,KT,6995,0,29,16.11511653,0,0,37.7843,-122.407822,0,191.68,191.68,54.58233333,17.08666667,17.08666667,KT-INGLESIDE/THIRD,PowellSta,"1,509",870,Metro Powell Station/Outbound
190,KT,6997,0,30,16.1155445,0,0,37.778675,-122.414995,0,241.8966667,241.8966667,68.632,17.02666667,17.02666667,KT-INGLESIDE/THIRD,Civic CenterSta ,848,746,Metro Civic Center Station/Outbd
189,KT,6996,0,31,16.1160542,0,0,37.775234,-122.41934,0,152.32,152.32,41.776,16.45666667,16.45666667,KT-INGLESIDE/THIRD,Van Ness Sta,646,681,Van Ness Station Outbound
191,KT,6998,0,32,16.11208791,0,0,37.767327,-122.429321,0,380.86,380.86,95.98533333,15.11666667,15.11666667,KT-INGLESIDE/THIRD,Church St Sta,404,729,Metro Church Station/Downtown
184,KT,6991,0,33,16.10988618,0,0,37.762683,-122.435289,0,227.8066667,227.8066667,56.94466667,14.99666667,14.99666667,KT-INGLESIDE/THIRD,Castro Sta,314,"1,253",Metro Castro Station/Downtown
186,KT,6993,0,34,10.04772358,0,0,37.74817,-122.459192,0,532.12,532.12,202.704,22.86,22.86,KT-INGLESIDE/THIRD,Forest Hill Sta,218,524,Forest Hill Station Outbound
181,KT,6739,0,35,16.09650949,0,0,37.740973,-122.465858,0,558.96,558.96,212.4226667,22.81333333,22.81333333,,,,,
192,KT,7058,0,36,9.451973881,0,0,37.740884,-122.46588,0,123,123,0.738,0.36,0.36,KT-INGLESIDE/THIRD,W.Portal&Ulloa,22,40,West Portal Ave & Ulloa St
197,KT,7125,0,57,9.451973881,0,0,37.738064,-122.468984,0,250.43,250.43,34.658,8.303333333,8.303333333,KT-INGLESIDE/THIRD,W.Portal&14th,130,163,West Portal Ave & 14th Ave
180,KT,6503,0,58,9.451973881,0,0,37.734807,-122.471618,0,262.9033333,262.9033333,35.867,8.186666667,8.186666667,,,,,
196,KT,7114,0,59,9.453167396,0,0,37.731271,-122.471818,0,226.7,226.7,32.77733333,8.676666667,8.676666667,KT-INGLESIDE/THIRD,J.Serra&Ocean,179,256,Junipero Serra Blvd & Ocean Ave
177,KT,5807,0,60,9.453993676,0,0,37.729945,-122.469475,0,149.9333333,149.9333333,21.22466667,8.493333333,8.493333333,,,,,
165,KT,5780,0,61,9.454728147,0,0,37.728383,-122.467871,0,137.1366667,137.1366667,18.67233333,8.166666667,8.166666667,,,,,
168,KT,5786,0,62,9.455187191,0,0,37.727252,-122.46676,0,89.88333333,89.88333333,13.299,8.876666667,8.876666667,KT-INGLESIDE/THIRD,Ocean&Cerritos,33,91,Ocean Ave & Cerritos Ave
178,KT,5808,0,63,9.455921662,0,0,37.726029,-122.464337,0,145.2666667,145.2666667,21.09033333,8.713333333,8.713333333,KT-INGLESIDE/THIRD,Ocean&Victoria,153,262,Ocean Ave & Victoria St
171,KT,5793,0,64,9.456747942,0,0,37.724955,-122.46139,0,162.68,162.68,23.91133333,8.816666667,8.816666667,KT-INGLESIDE/THIRD,Ocean&Jules,303,493,Ocean Ave & Jules Ave
175,KT,5798,0,65,9.457482413,0,0,37.724262,-122.458306,0,160.54,160.54,23.64266667,8.836666667,8.836666667,KT-INGLESIDE/THIRD,Ocean&Miramar,139,359,Ocean Ave & Miramar Ave
173,KT,5795,0,66,9.458584119,0,0,37.723451,-122.454217,0,211.3466667,211.3466667,31.031,8.806666667,8.806666667,KT-INGLESIDE/THIRD,Ocean&Lee,124,"1,049",Ocean Ave & Lee St
167,KT,5785,0,67,9.459471673,0,0,37.722947,-122.450866,0,171.05,171.05,25.12033333,8.813333333,8.813333333,KT-INGLESIDE/THIRD,CityCollege,62,335,OCEAN AVE/CCSF Pedestrian Bridge
156,KT,5418,0,85,9.461154767,1,0,37.720876,-122.446651,0,343.4533333,343.4533333,36.40433333,6.356666667,6.356666667,KT-INGLESIDE/THIRD,Metro Terminal,0,"1,113",Balboa Park BART/Mezzanine Level
447,KT,7162,0,,,,,,,,,,,,,KT-INGLESIDE/THIRD,Tunnel Entry,3,4,Duboce Ave & Church St - Ramp
451,KT,5806,0,,,,,,,,,,,,,KT-INGLESIDE/THIRD,Ocean&S.Lndro,65,71,Ocean Ave & San Leandro Way
455,KT,5779,0,,,,,,,,,,,,,KT-INGLESIDE/THIRD,Ocean&Aptos,121,128,Ocean Ave & Aptos Ave
457,KT,7109,0,,,,,,,,,,,,,KT-INGLESIDE/THIRD,St.FrancisCrcle,141,262,West Portal/Sloat/St Francis Circle
464,KT,6740,0,,,,,,,,,,,,,KT-INGLESIDE/THIRD,West PortalSta,691,978,West Portal Station
157,KT,5418,1,1,29.2363545,0,1,37.720876,-122.446651,0,0,0,0,0,0,KT-INGLESIDE/THIRD,Metro Terminal,822,0,Balboa Park BART/Mezzanine Level
166,KT,5784,1,19,29.23692603,0,0,37.72304,-122.451448,0,610.7933333,610.7933333,37.85066667,3.72,3.72,KT-INGLESIDE/THIRD,City College,471,58,OCEAN AVE/CCSF Pedestrian Bridge
172,KT,5794,1,20,29.23692735,0,0,37.723459,-122.453999,0,140.7733333,140.7733333,17.92266667,7.636666667,7.636666667,KT-INGLESIDE/THIRD,Ocean&Lee,873,45,Ocean Ave & Lee St
174,KT,5797,1,21,29.23680772,0,0,37.724387,-122.458077,0,228.98,228.98,29.07733333,7.616666667,7.616666667,KT-INGLESIDE/THIRD,Ocean&Miramar,349,98,Ocean Ave & Miramar Ave
169,KT,5787,1,22,29.23698021,0,0,37.724957,-122.461059,0,165.3033333,165.3033333,21.056,7.646666667,7.646666667,KT-INGLESIDE/THIRD,Ocean&Dorado,553,247,Ocean Ave & Dorado Ter
170,KT,5788,1,23,29.23707677,0,0,37.726008,-122.464072,0,178.8133333,178.8133333,22.56,7.566666667,7.566666667,KT-INGLESIDE/THIRD,Ocean&Fairfield,276,141,Ocean Ave & Fairfield Way
179,KT,5809,1,24,29.23715788,0,0,37.727199,-122.46648,0,156.8566667,156.8566667,19.42666667,7.426666667,7.426666667,KT-INGLESIDE/THIRD,Ocean&Westgate,99,46,Ocean Ave & Westgate Dr
164,KT,5779,1,25,29.23729175,0,0,37.728285,-122.467561,0,96.19333333,96.19333333,11.90666667,7.426666667,7.426666667,,,,,
176,KT,5806,1,26,29.23712577,0,0,37.729989,-122.469097,0,144.9166667,144.9166667,18.17333333,7.526666667,7.526666667,,,,,
195,KT,7113,1,27,29.23715799,0,0,37.731628,-122.471707,0,204.8666667,204.8666667,22.81066667,6.68,6.68,KT-INGLESIDE/THIRD,J.Serra&Ocean,206,228,Junipero Serra Blvd & Ocean Ave
194,KT,7109,1,28,29.23751323,0,0,37.734825,-122.471446,0,229.9133333,229.9133333,27.69866667,7.226666667,7.226666667,,,,,
183,KT,6898,1,29,29.23751323,0.333333333,0,37.737859,-122.469042,0,240.64,240.64,30.95733333,7.72,7.72,KT-INGLESIDE/THIRD,W.Portal&14th,136,110,West Portal Ave & 14th Ave
193,KT,7058,1,50,53.50924884,0.666666667,0,37.740884,-122.46588,0,180.2666667,180.2666667,23.48666667,7.82,7.82,KT-INGLESIDE/THIRD,W.Portal&Ulloa,38,43,West Portal Ave & Ulloa St
182,KT,6740,1,51,23.98008067,0,0,37.74092,-122.465777,0,198.2666667,198.2666667,10.66866667,1.98,1.98,,,,,
162,KT,5730,1,52,23.98168162,0,0,37.748351,-122.458623,0,172.7666667,172.7666667,78.475,27.25,27.25,KT-INGLESIDE/THIRD,Forest HillSta,529,174,Metro Forest Hill Station/Downtown
161,KT,5728,1,53,23.98008067,0,0,37.762576,-122.435231,0,437.2333333,437.2333333,196.9956667,27.03,27.03,KT-INGLESIDE/THIRD,CastroSta,"1,288",234,Metro Castro Station/Outbound
159,KT,5726,1,54,23.98107947,0,0,37.767194,-122.429168,0,178.1966667,178.1966667,55.96666667,18.84666667,18.84666667,KT-INGLESIDE/THIRD,Church StSta,733,318,Metro Church Station/Outbound
158,KT,5419,1,55,23.9780445,0,0,37.775069,-122.419193,0,300.8033333,300.8033333,94.09333333,18.76666667,18.76666667,KT-INGLESIDE/THIRD,Van NessSta,857,712,Metro Van Ness Station
160,KT,5727,1,56,23.97786487,0,0,37.778542,-122.414813,0,158.95,158.95,41.245,15.56666667,15.56666667,KT-INGLESIDE/THIRD,CivicCenterSta,723,835,Metro Civic Center Station/Downtn
155,KT,5417,1,57,23.9735541,0,0,37.784199,-122.407695,0,258.6066667,258.6066667,67.03833333,15.55666667,15.55666667,KT-INGLESIDE/THIRD,PowellSta,983,"1,375",Metro Powell Station/Downtown
163,KT,5731,1,58,23.97023576,0,0,37.788702,-122.401925,0,207.9266667,207.9266667,53.89833333,15.55666667,15.55666667,KT-INGLESIDE/THIRD,MontgomerySta,788,"1,521",Metro Montgomery Station/Downtown
185,KT,6992,1,59,22.88481541,1,0,37.793143,-122.396396,0,207.6133333,207.6133333,53.02633333,15.32333333,15.32333333,KT-INGLESIDE/THIRD,Embar Sta,"1,505","1,221",Metro Embarcadero Station
151,KT,4509,1,60,15.43533598,0,0,37.790481,-122.389692,0,522.3633333,522.3633333,50.15666667,5.76,5.76,KT-INGLESIDE/THIRD,Embar&Folsom,356,249,The Embarcadero & Folsom St
222,KT,7380,1,61,16.93347339,0,0,37.78957,-122.388489,0,86.87,86.87,10.829,7.48,7.48,,,,,
150,KT,4506,1,62,15.43820115,0,0,37.784359,-122.388138,0,248.04,248.04,47.093,11.59666667,11.59666667,KT-INGLESIDE/THIRD,Embar&Brannan,51,245,The Embarcadero & Brannan St
153,KT,5234,1,63,15.44106633,0,0,37.77972,-122.389872,0,206.8633333,206.8633333,40.85933333,11.85666667,11.85666667,KT-INGLESIDE/THIRD,King&2nd,111,592,King St & 2nd St
230,KT,7397,1,64,14.53251689,0,0,37.776252,-122.394036,0,195.4866667,195.4866667,40.37,12.39333333,12.39333333,KT-INGLESIDE/THIRD,4th & King,868,884,4th St & King St
214,KT,7359,1,67,14.53251689,0,0,37.772832,-122.389717,0,294.36,294.36,44.088,8.99,8.99,KT-INGLESIDE/THIRD,3rd&MissinRck,33,89,Third Street & Mission Rock St
215,KT,7360,1,68,14.53251689,0,0,37.76854,-122.389274,0,215.16,215.16,39.204,10.93,10.93,KT-INGLESIDE/THIRD,3rd&GeneFrnd,44,314,UCSF/Mission Bay
216,KT,7361,1,69,14.53251689,0,0,37.764239,-122.388865,0,215.16,215.16,39.204,10.93,10.93,KT-INGLESIDE/THIRD,3rd&Mariposa ,90,144,Third Street & Mariposa St
217,KT,7362,1,70,14.53251689,0,0,37.760376,-122.388558,0,198,198,35.244,10.68,10.68,KT-INGLESIDE/THIRD,3rd&20th ,363,360,Third Street & 20th St
218,KT,7363,1,71,14.53251689,0,0,37.75529,-122.388012,0,127.12,127.12,46.464,21.94,21.94,KT-INGLESIDE/THIRD,3rd&23rd ,122,254,Third Street & 23rd St
219,KT,7364,1,73,11.86449275,0,1,37.749079,-122.387479,0,116.6,116.6,45.474,23.4,23.4,KT-INGLESIDE/THIRD,3rd&Marin ,107,189,Third Street & Marin St
220,KT,7365,1,74,11.86449275,0,0,37.742727,-122.388034,0,451,451,50.485,6.72,6.72,KT-INGLESIDE/THIRD,3rd&Evans ,266,301,Third Street & Evans Ave
223,KT,7390,1,75,11.86449275,0,0,37.739916,-122.388907,0,109.25,109.25,23,12.63,12.63,KT-INGLESIDE/THIRD,3rd&Hudson,160,254,Third Street/Hudson/Innes
224,KT,7391,1,76,11.86449275,0,0,37.737641,-122.389711,0,89.7,89.7,18.745,12.54,12.54,KT-INGLESIDE/THIRD,3rd&Kirkwood,195,346,Third Street/Kirkwood/La Salle
225,KT,7392,1,77,11.86449275,0,0,37.73435,-122.390859,0,129.95,129.95,27.14,12.53,12.53,KT-INGLESIDE/THIRD,3rd&Oakdale,409,663,Third Street/Oakdale/Palou
226,KT,7393,1,78,11.86449275,0,0,37.73228,-122.391536,0,80.5,80.5,16.905,12.6,12.6,KT-INGLESIDE/THIRD,3rd&Revere,185,421,Third Street/Revere/Shafter
205,KT,7346,1,79,11.86449275,0,0,37.729264,-122.392638,0,120.75,120.75,24.955,12.4,12.4,KT-INGLESIDE/THIRD,3rd&Williams,233,488,Third Street & Williams Ave
203,KT,7344,1,80,11.86449275,0,0,37.725464,-122.394256,0,158.7,158.7,31.855,12.04,12.04,KT-INGLESIDE/THIRD,3rd&Carrol,31,161,Third Street & Carroll Ave
201,KT,7342,1,81,11.86449275,0,0,37.722413,-122.395644,0,134.55,134.55,25.76,11.49,11.49,KT-INGLESIDE/THIRD,3rd&Paul,106,622,Third Street/Gilman/Paul
227,KT,7394,1,82,11.86449275,0,0,37.718827,-122.397491,0,161,161,30.705,11.44,11.44,KT-INGLESIDE/THIRD,3rd&Le Conte,82,256,Third Street & Le Conte Ave
228,KT,7395,1,83,11.86449275,0.333333333,0,37.712253,-122.402316,0,333.5,333.5,60.375,10.86,10.86,KT-INGLESIDE/THIRD,Byshre&Arleta,15,705,Bay Shore Blvd/Arleta/Blanken
229,KT,7396,1,84,11.85217391,1,0,37.70897,-122.405055,0,175.95,175.95,31.28,10.67,10.67,KT-INGLESIDE/THIRD,ByShre&Sundle,0,561,Bay Shore Blvd & Sunnydale Ave
450,KT,5807,1,,,,,,,,,,,,,KT-INGLESIDE/THIRD,Ocean&S.Lndro,48,99,Ocean Ave & San Leandro Way
456,KT,5780,1,,,,,,,,,,,,,KT-INGLESIDE/THIRD,Ocean&Aptos,131,197,Ocean Ave & Aptos Ave
459,KT,6503,1,,,,,,,,,,,,,KT-INGLESIDE/THIRD,St.FrancisCrcle,259,147,West Portal/Sloat/St Francis Circle
