,MONTH,DOW,AGENCY_ID,ROUTE_SHORT_NAME,DIR,SEQ,NUMDAYS,OBSDAYS,TRIP_STOPS,OBS_TRIP_STOPS,IMP_TRIP_STOPS,WGT_TRIP_STOPS,STOP_ID,ROUTE_LONG_NAME,ROUTE_TYPE,TRIP_HEADSIGN,HEADWAY_S,FARE,STOPNAME,STOPNAME_AVL,EOL,SOL,TIMEPOINT,ARRIVAL_TIME_DEV,DEPARTURE_TIME_DEV,DWELL_S,DWELL,RUNTIME_S,RUNTIME,TOTTIME_S,TOTTIME,SERVMILES_S,SERVMILES,RUNSPEED_S,RUNSPEED,TOTSPEED_S,TOTSPEED,ONTIME5,ON,OFF,LOAD_ARR,LOAD_DEP,PASSMILES,PASSHOURS,WAITHOURS,FULLFARE_REV,PASSDELAY_DEP,PASSDELAY_ARR,RDBRDNGS,DOORCYCLES,WHEELCHAIR,BIKERACK,CAPACITY,VC,CROWDED,CROWDHOURS,Total_Pop,Total_Housing_Units,Workers_16_And_Over_Mean_Travel_Time_To_Work_(Minutes),VAC_RATE,OCC_RATE,PER_INCOME_0-15,PER_INCOME_15-50,PER_INCOME_50-100,PER_INCOME_100+,AVG_HH_SIZE,PER_HH_0VEH,POP_DEN_ACS,HH_DEN_ACS,HU_DEN_ACS,Average Hourly Price,parking_rate,PRICE1HR,PRICE2HR,PRICE3HR,PRICE4HR,PRICE12HR,PRICEDAY,PRICEDAYDISCOUNT,BART_FROMS,BART_TOS,CALTRAIN_OFF,CALTRAIN_ON,MUNI_RAIL_ALIGHTINGS,MUNI_RAIL_BOARDINGS,EDHLTH_RAC_SCALED,EDHLTH_WAC_SCALED,EMP_RAC_SCALED,EMP_WAC_SCALED,LEISER_RAC_SCALED,LEISER_WAC_SCALED,OTHER_RAC_SCALED,OTHER_WAC_SCALED,RETAIL_RAC_SCALED,RETAIL_WAC_SCALED,HOUSING_09_SCALED,NUM_BUS_STOPS,Count_,EDD_EMP,FREQ_S
1,2009-10-01,1,SFMTA,016AX,0,4,22,0.0,13,0,0.0,13.0,7305,NORIEGA A EXP,3,48TH AVENUE,10.66666666666666,2.0,EDDY ST & CYRIL MAGNIN ST,,0,0,,,,0.0,,2.990000000000001,,2.990000000000001,,0.4290000000000002,0.4290000000000001,8.61,,8.61,,,,,,,,,,,,,,,,,,,,,6317.0,4775.0,29.4,0.16481675392670156,0.8351832460732984,0.6509528585757272,0.2780842527582748,0.06720160481444333,0.003761283851554609,1.5840020060180542,0.9127382146439318,129.00116307087168,81.44002506358022,97.51156461348936,350.0,0.320246428,,,,,,,,,,,,2496.0,4136.0,53.87457360869898,180.15121852535046,306.5278232785729,3867.6298306417607,43.92636491099748,1155.3053964623118,184.1228633846938,1410.5264634564267,24.604021374182647,1121.6467521976717,980.850695585575,12.0,0.0,7852.0,5.6250000000000036
63,2009-10-01,1,SFMTA,016BX,0,4,22,0.0,14,0,0.0,14.0,7305,NORIEGA B EXP,3,SUNSET BLVD.,9.615384615384617,2.0,EDDY ST & CYRIL MAGNIN ST,,0,0,,,,0.0,,3.22,,3.22,,0.4619999999999999,0.462,8.61,,8.61,,,,,,,,,,,,,,,,,,,,,6317.0,4775.0,29.4,0.16481675392670156,0.8351832460732984,0.6509528585757272,0.2780842527582748,0.06720160481444333,0.003761283851554609,1.5840020060180542,0.9127382146439318,129.00116307087168,81.44002506358022,97.51156461348936,350.0,0.320246428,,,,,,,,,,,,2496.0,4136.0,53.87457360869898,180.15121852535046,306.5278232785729,3867.6298306417607,43.92636491099748,1155.3053964623118,184.1228633846938,1410.5264634564267,24.604021374182647,1121.6467521976717,980.850695585575,12.0,0.0,7852.0,6.239999999999999
159,2009-10-01,1,SFMTA,1,0,41,22,0.0,5,0,0.0,8.655389868746568,7296,CALIFORNIA,3,6TH AVENUE,9.0,2.0,CORWALL ST & 6TH AVE,,0,0,,,,0.0,,3.5,,3.5,,0.625,0.9668296115815448,10.71,,10.71,,,,,,,,,,,,,,,,,,,,,4658.0,2059.0,29.6,0.047595920349684316,0.9524040796503156,0.1101478837327894,0.352371239163692,0.28250892401835803,0.2549719530851606,2.3753187149413564,0.3090260071392147,44.92217099605092,18.9120603957183,19.85718121100662,200.0,0.7218362290000001,,,,,,,,,,,,,,97.659677755392,9.206969095476547,451.6059062854528,248.3150375916384,68.56711532114143,51.11057479389058,240.941720789846,124.68882638051069,44.43739241907331,63.3086673217605,433.6626026231551,5.0,0.0,144.0,6.666666666666667
173,2009-10-01,1,SFMTA,1,0,55,22,0.0,164,0,0.0,165.81135852689664,3550,CALIFORNIA,3,GEARY & 33RD AV.,8.061646341463412,2.0,32ND AVE & GEARY BLVD,,0,0,,,,0.0,,103.85,,103.85,,21.155999999999988,21.1779529233592,12.22,,12.22,,,,,,,,,,,,,,,,,,,,,5978.0,2438.0,32.7,0.03691550451189498,0.9630844954881048,0.14395229982964225,0.2670357751277683,0.2270017035775128,0.3620102214650766,2.5459965928449746,0.22913117546848386,59.284882934520596,23.285531135873928,24.17807704823707,0.0,0.947044295,,,,,,,,,,,,,,79.3001697004954,23.561194800421426,406.2383154013477,152.9034653431744,65.77002422123121,18.057913017850748,228.62813450116548,96.80499658551192,32.53998697845553,14.479360939390247,409.42504908914566,8.0,0.0,104.0,7.442648493695685
229,2009-10-01,1,SFMTA,10,0,2,22,0.0,63,0,0.0,63.0,5472,TOWNSEND,3,DE HARO & 17TH ST.,12.619365079365075,2.0,NORTH POINT ST & VAN NESS AVE,,0,0,,,,0.0,,3.370000000000001,,3.370000000000001,,1.0710000000000004,1.0710000000000002,19.07,,19.07,,,,,,,,,,,,,,,,,,,,,4354.0,3031.0,24.4,0.08545034642032333,0.9145496535796768,0.046176046176046176,0.19408369408369408,0.33585858585858586,0.42388167388167386,1.5707070707070707,0.2521645021645021,34.17577804791276,21.758212390632558,23.79117667965631,375.0,1.052737905,,,,,,,,,,,,,,34.213257765694784,2.517355005413662,176.3933276359854,86.75955567915001,15.137250218474653,28.36307626516872,113.47633718856287,55.44438489018005,13.566482463253086,0.4347395183875708,203.5679735416923,8.0,0.0,75.0,4.754597368619659
310,2009-10-01,1,SFMTA,108,0,6,22,0.0,76,0,0.0,75.83346895250477,7254,TREASURE ISLAND,3,TREASURE ISLAND,18.94736842105263,2.0,TREASURE ISLAND RD & MACALLA RD,,0,0,,,,0.0,,0.0,,0.0,,0.76,0.7564941541398233,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,2530.0,909.0,29.7,0.29262926292629265,0.7073707370737073,0.1057542768273717,0.3297045101088647,0.343701399688958,0.22083981337480565,3.9346811819595646,0.19906687402799372,3.7629184921146654,0.9563464784307236,1.3519734819494986,0.0,,,,,,,,,,,,,,,5.841241649659728,0.0,32.02518055118249,2.3084227248012166,6.134818143277029,0.06376626616140718,17.217730761162702,2.244656458639809,2.8313899970830314,0.0,19.207741603948268,3.0,0.0,36.0,3.166666666666667
734,2009-10-01,1,SFMTA,18,0,2,22,0.0,63,0,0.0,63.0,4874,46TH AVENUE,3,STONESTOWN,18.19047619047619,2.0,LEGION OF HONOR,,0,0,,,,0.0,,1.46,,1.46,,0.3780000000000001,0.37799999999999995,15.53,,15.53,,,,,,,,,,,,,,,,,,,,,443.0,81.0,32.5,0.0,1.0,0.08641975308641975,0.13580246913580246,0.25925925925925924,0.5185185185185186,5.469135802469137,0.2222222222222222,1.7531957932183213,0.32056175903088946,0.32056175903088946,0.0,0.810247644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0371300165829316,0.2592825041457329,6.417241977606889,2.1485230324696856,0.9074887645100652,1.62995802417822,3.8244169361495604,0.2592825041457329,0.6482062603643323,0.0,0.12964125207286645,1.0,0.0,,3.298429319371728
778,2009-10-01,1,SFMTA,18,0,46,22,0.0,63,0,0.0,63.0,4828,46TH AVENUE,3,STONESTOWN,18.14793650793651,2.0,1100 LAKE MERCED BLVD,,0,0,,,,0.0,,152.94,,152.94,,46.935,46.935,18.41,,18.41,,,,,,,,,,,,,,,,,,,,,2753.0,1550.0,35.2,0.029677419354838717,0.9703225806451612,0.1283244680851064,0.2566489361702128,0.42819148936170215,0.18683510638297868,1.8304521276595744,0.12234042553191488,2.313362070483899,1.263820034147397,1.302474104340735,0.0,1.828547256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.7336364017556191,6.375747561756341,9.231361843423326,10.15823988551818,1.099988256197094,0.3860540778509453,6.174137895738399,3.396438245910895,1.2235992897322152,0.0,16.719676121671277,1.0,0.0,2.0,3.3061610047930583
984,2009-10-01,1,SFMTA,1AX,0,2,22,0.0,9,0,0.0,9.0,5942,CALIFORNIA A EXPRESS,3,GEARY & 33RD AV.,13.753750000000002,2.0,PINE ST & DAVIS ST,,0,0,,,,0.0,,1.4999999999999998,,1.4999999999999998,,0.099,0.099,3.96,,3.96,,,,,,,,,,,,,,,,,,,,,1531.0,1222.0,16.8,0.2405891980360065,0.7594108019639935,0.3588362068965517,0.3362068965517241,0.17780172413793102,0.1271551724137931,1.6497844827586208,0.7909482758620692,11.140964763791695,6.752981907771844,8.892396434587491,350.0,,1150.0,2300.0,3100.0,3100.0,3100.0,3100.0,2390.5,,,,,0.0,1312.0,12.321973723024833,178.75062172288503,60.691552411277605,17129.051199260553,6.000000000029262,706.857183826448,38.65351437702408,16126.040376138348,3.716064311199432,117.40301757287642,60.29120164382969,8.0,0.0,21966.0,4.362446605471234
1014,2009-10-01,1,SFMTA,1BX,0,2,22,0.0,11,0,0.0,11.0,5942,CALIRORNIA B EXPRESS,3,PARK PRESIDIO,11.0,2.0,PINE ST & DAVIS ST,,0,0,,,,0.0,,1.9799999999999995,,1.9799999999999995,,0.12099999999999995,0.121,3.67,,3.67,,,,,,,,,,,,,,,,,,,,,1531.0,1222.0,16.8,0.2405891980360065,0.7594108019639935,0.3588362068965517,0.3362068965517241,0.17780172413793102,0.1271551724137931,1.6497844827586208,0.7909482758620692,11.140964763791695,6.752981907771844,8.892396434587491,350.0,,1150.0,2300.0,3100.0,3100.0,3100.0,3100.0,2390.5,,,,,0.0,1312.0,12.321973723024833,178.75062172288503,60.691552411277605,17129.051199260553,6.000000000029262,706.857183826448,38.65351437702408,16126.040376138348,3.716064311199432,117.40301757287642,60.29120164382969,8.0,0.0,21966.0,5.454545454545455
1185,2009-10-01,1,SFMTA,20,1,29,22,0.0,42,0,0.0,42.0,4120,COLUMBUS,3,BEALE & MISSION,13.097117794486213,2.0,COLUMBUS AVE & UNION ST,,0,0,,,,0.0,,27.16,,27.16,,3.57,3.5699999999999994,7.89,,7.89,,,,,,,,,,,,,,,,,,,,,5376.0,2914.0,28.3,0.09643102264927934,0.9035689773507206,0.4352449677174326,0.3292821876186859,0.13748575769084695,0.0979870869730346,2.041777440182301,0.7770603873908091,118.77714047579501,58.17340232008338,64.38180568200643,200.0,0.811134364,700.0,950.0,1200.0,1200.0,1450.0,1450.0,1253.5,,,,,,,91.66086562885955,135.46628384924077,663.3042305436188,1072.688750770946,112.99855376282736,555.3449601482805,402.0281152824368,312.2215405133768,56.61669586949505,69.65596626004783,660.7989415943006,8.0,0.0,2946.0,4.581160598957088
1632,2009-10-01,1,SFMTA,26,0,2,22,0.0,53,0,0.0,52.95184365170663,7368,VALENCIA,3,BALBOA PARK STATION,22.074150943396226,2.0,MISSION ST & MARY ST,,0,0,,,,0.0,,20.32,,20.32,,2.7030000000000003,2.702713326529814,7.98,,7.98,,,,,,,,,,,,,,,,,,,,,5905.0,3422.0,26.4,0.20631209818819404,0.7936879018118059,0.3556701030927835,0.3243740795287187,0.2106038291605302,0.10935198821796754,2.1741531664212075,0.7308541973490427,37.93811281177236,17.449604470241113,21.985473673477568,300.0,,,,,,,,,,,,,,,57.69592731591688,85.9478863388686,364.9680818116384,3502.2850132246754,62.53794907736987,198.95091555797063,217.16483673400901,2975.1399761453167,27.56936868434245,242.24623518252045,536.2489197559462,6.0,0.0,3192.0,2.718111339994701
1888,2009-10-01,1,SFMTA,28,1,33,22,0.0,94,0,0.0,93.9569464153076,4773,19TH AVENUE,3,FORT MASON,12.35106382978723,2.0,GOLDEN GATE BRIDGE/PARKING LOT,GOLDEN GATE BR. PARKING L,0,0,,,,0.0,,454.3,,454.3,,150.024,149.99931176122143,19.81,,19.81,,,,,,,,,,,,,,,,,,,,,2627.0,1126.0,29.6,0.21492007104795732,0.7850799289520426,0.022624434389140267,0.13914027149321267,0.24773755656108604,0.5904977375565611,2.9717194570135748,0.01809954751131222,1.7402834996812162,0.5856150033186885,0.7459304227792346,0.0,,33.333333333333336,66.66666666666667,100.0,133.33333333333334,0.0,0.0,0.0,,,,,,,0.1419164116742852,0.0,0.26521636529424303,0.2456769652982157,0.002527966720424201,0.0,0.07388784412817588,0.2456769652982157,0.0468841427713577,0.0,0.12003157715574042,2.0,0.0,,4.857881136950906
2164,2009-10-01,1,SFMTA,29,1,96,22,0.0,55,0,0.0,66.08277712129905,3706,SUNSET,3,CALIFORNIA & 25TH AV.,22.09690909090909,2.0,BOWLEY ST & LINCOLN BLVD,,0,0,,,,0.0,,7.43,,7.43,,0.8250000000000002,0.9952379917719112,6.66,,6.66,,,,,,,,,,,,,,,,,,,,,2627.0,1126.0,29.6,0.21492007104795732,0.7850799289520426,0.022624434389140267,0.13914027149321267,0.24773755656108604,0.5904977375565611,2.9717194570135748,0.01809954751131222,1.7402834996812162,0.5856150033186885,0.7459304227792346,0.0,1.6995884769999998,0.0,0.0,0.0,0.0,83.33333333333333,83.33333333333333,83.33333333333333,,,,,,,20.19957376432459,0.0,110.6371316763543,5.052958793836756,23.18164975726749,0.8584174359300075,57.95318119001865,3.8436180116154928,9.30272696474359,0.35092334629125577,59.74839696090452,1.0,0.0,2.0,2.7153118905976155
2293,2009-10-01,1,SFMTA,30,0,43,22,0.0,130,0,0.0,141.5682775527943,3074,STOCKTON,3,BRODERICK & BEACH,9.859346153846154,2.0,BRODERICK ST & BEACH ST,,0,0,,,,0.0,,53.55999999999998,,53.55999999999998,,8.449999999999994,8.57969197239958,9.47,,9.47,,,,,,,,,,,,,,,,,,,,,3410.0,2248.0,29.8,0.08807829181494661,0.9119217081850534,0.09609756097560976,0.13609756097560974,0.2482926829268293,0.5195121951219512,1.6634146341463414,0.13121951219512196,31.783449575821162,19.10735238429132,20.952843004822864,0.0,0.513966379,,,,,,,,,,,,,,68.73158132698079,1.1568412581357703,443.39166760817636,35.347264803713514,46.38305530867457,3.3936305736583927,294.9439127554756,26.82498629497973,33.333118217045346,3.9718066769396096,655.3337608569014,6.0,0.0,44.0,6.085596251896873
2446,2009-10-01,1,SFMTA,31,1,2,22,0.0,98,0,0.0,100.67008675727932,7204,BALBOA,3,FERRY PLAZA,22.686300556586275,2.0,CABRILLO/LA PLAYA/OCEAN BEACH,,0,0,,,,0.0,,15.359999999999996,,15.359999999999996,,0.8819999999999999,0.8974746919739882,3.45,,3.45,,,,,,,,,,,,,,,,,,,,,6664.0,2731.0,31.1,0.061149761991944336,0.9388502380080556,0.0967238689547582,0.2866614664586584,0.25078003120124803,0.3658346333853354,2.5990639625585024,0.186427457098284,23.11709961981903,8.894394271490995,9.473709342996065,0.0,,,,,,,,,,,,,,,68.52455193326409,38.883860332571004,328.5580783754985,336.09101592802614,50.624979565115424,20.52319467867281,183.07357980264388,158.09607327941396,26.334967074475042,118.58788763736841,381.53423301091055,3.0,0.0,350.0,2.6447679228414716
2502,2009-10-01,1,SFMTA,31AX,0,2,22,0.0,12,0,0.0,12.0,5942,BALBOA A EXPRESS,3,OCEAN BEACH,10.0,2.0,PINE ST & DAVIS ST,,0,0,,,,0.0,,2.640000000000001,,2.640000000000001,,0.132,0.132,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,1531.0,1222.0,16.8,0.2405891980360065,0.7594108019639935,0.3588362068965517,0.3362068965517241,0.17780172413793102,0.1271551724137931,1.6497844827586208,0.7909482758620692,11.140964763791695,6.752981907771844,8.892396434587491,350.0,,1150.0,2300.0,3100.0,3100.0,3100.0,3100.0,2390.5,,,,,0.0,1312.0,12.321973723024833,178.75062172288503,60.691552411277605,17129.051199260553,6.000000000029262,706.857183826448,38.65351437702408,16126.040376138348,3.716064311199432,117.40301757287642,60.29120164382969,8.0,0.0,21966.0,6.0
2522,2009-10-01,1,SFMTA,31AX,1,2,22,0.0,10,0,0.0,10.0,7204,BALBOA A EXPRESS,3,FINANCIAL DISTRICT,8.671111111111115,2.0,CABRILLO/LA PLAYA/OCEAN BEACH,,0,0,,,,0.0,,1.1000000000000003,,1.1000000000000003,,0.09000000000000002,0.08999999999999997,4.91,,4.91,,,,,,,,,,,,,,,,,,,,,6664.0,2731.0,31.1,0.061149761991944336,0.9388502380080556,0.0967238689547582,0.2866614664586584,0.25078003120124803,0.3658346333853354,2.5990639625585024,0.186427457098284,23.11709961981903,8.894394271490995,9.473709342996065,0.0,,,,,,,,,,,,,,,68.52455193326409,38.883860332571004,328.5580783754985,336.09101592802614,50.624979565115424,20.52319467867281,183.07357980264388,158.09607327941396,26.334967074475042,118.58788763736841,381.53423301091055,3.0,0.0,350.0,6.919528446950279
2538,2009-10-01,1,SFMTA,31AX,1,18,22,0.0,10,0,0.0,10.0,3042,BALBOA A EXPRESS,3,FINANCIAL DISTRICT,9.003333333333332,2.0,BALBOA ST & 14TH AVE,,0,0,,,,0.0,,9.479999999999997,,9.479999999999997,,1.7999999999999994,1.8000000000000005,11.39,,11.39,,,,,,,,,,,,,,,,,,,,,5068.0,2294.0,29.0,0.08718395815170009,0.9128160418483001,0.11413562559694365,0.28557784145176696,0.3185291308500477,0.2817574021012417,2.420248328557784,0.1714422158548233,38.64649188350588,15.967986188646671,17.493104258240432,0.0,0.9155383709999999,,,,,,,,,,,,,,51.78789562940635,23.38280205145001,230.75529645168686,81.00904715943435,29.812113166606373,0.0,136.74806202397116,56.04820352659529,12.407225631702905,1.5780415813890731,231.1477218209201,4.0,0.0,66.0,6.664198445020364
2545,2009-10-01,1,SFMTA,31BX,0,2,22,0.0,10,0,0.0,10.0,5942,BALBOA B EXPRESS,3,PARK PRESIDIO,12.558888888888896,2.0,PINE ST & DAVIS ST,,0,0,,,,0.0,,1.6799999999999995,,1.6799999999999995,,0.10999999999999993,0.11,3.93,,3.93,,,,,,,,,,,,,,,,,,,,,1531.0,1222.0,16.8,0.2405891980360065,0.7594108019639935,0.3588362068965517,0.3362068965517241,0.17780172413793102,0.1271551724137931,1.6497844827586208,0.7909482758620692,11.140964763791695,6.752981907771844,8.892396434587491,350.0,,1150.0,2300.0,3100.0,3100.0,3100.0,3100.0,2390.5,,,,,0.0,1312.0,12.321973723024833,178.75062172288503,60.691552411277605,17129.051199260553,6.000000000029262,706.857183826448,38.65351437702408,16126.040376138348,3.716064311199432,117.40301757287642,60.29120164382969,8.0,0.0,21966.0,4.777492701052815
2598,2009-10-01,1,SFMTA,33,0,22,22,0.0,72,0,0.0,72.09675021012472,5663,STANYAN,3,POTRERO & 25TH ST.,16.388888888888893,2.0,MARKET ST & CLAYTON ST,,0,0,,,,0.0,,21.9,,21.9,,1.368,1.366307626265037,3.75,,3.75,,,,,,,,,,,,,,,,,,,,,7283.0,4372.0,29.4,0.0610704483074108,0.9389295516925892,0.05261875761266748,0.2355663824604141,0.2526187576126675,0.4591961023142509,1.7741778319123018,0.1218026796589525,32.07622209402227,18.079485335158786,19.255422627360343,0.0,0.92691393,,,,,,,,,,,,,,74.89346044197463,0.0,316.01814509786163,21.36278730544861,31.46350766236389,0.0,187.47121656076882,21.36278730544861,22.18996043275427,0.0,396.2100208650194,5.0,0.0,15.0,3.661016949152542
2670,2009-10-01,1,SFMTA,35,0,2,22,0.0,47,0,0.0,47.0,4334,EUREKA,3,DIAMOND HEIGHTS,25.85106382978724,2.0,CASTRO ST & MARKET ST,,0,0,,,,0.0,,3.7600000000000016,,3.7600000000000016,,1.7390000000000003,1.739,27.75,,27.75,,,,,,,,,,,,,,,,,,,,,2661.0,1522.0,28.6,0.05584756898817345,0.9441524310118266,0.05288796102992345,0.1983298538622129,0.2804453723034099,0.4683368128044537,1.8517745302713988,0.2359081419624217,38.88740995273877,21.0000782044666,22.242254020318832,200.0,0.641618568,200.0,300.0,600.0,800.0,0.0,0.0,0.0,,,,,1125.0,1076.0,104.58709727977215,28.33753048490581,475.1122271784519,744.8791039267403,55.37506212275858,295.2557886112169,281.13900743462034,178.583614787873,34.01106034130082,242.70217004274463,473.04175232784064,9.0,0.0,844.0,2.3209876543209873
2696,2009-10-01,1,SFMTA,35,1,1,22,0.0,46,0,0.0,,3693,EUREKA,3,MARKET & CASTRO,26.39130434782609,2.0,BEMIS ST & ADDISON  ST,,0,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,4462.0,1978.0,29.1,0.034883720930232565,0.9651162790697676,0.04976427448926138,0.16186485070717654,0.3106338397066527,0.4777370350969093,2.3373493975903616,0.10843373493975904,36.01674116295241,15.409224311984794,15.966184226875816,0.0,1.581062045,,,,,,,,,,,,,,68.82927544837098,1.2868410297552964,289.038028921843,24.075824191268268,27.944193016604327,3.5896896504853686,166.39786274326275,19.1992935110276,25.866697713605,0.0,241.59070797074486,3.0,0.0,24.0,2.273476112026359
2697,2009-10-01,1,SFMTA,35,1,2,22,0.0,46,0,0.0,,3613,EUREKA,3,MARKET & CASTRO,26.39130434782609,2.0,46 ADDISON ST,,0,0,,,,0.0,,19.32,,19.32,,3.7260000000000004,,11.57,,11.57,,,,,,,,,,,,,,,,,,,,,4037.0,2037.0,28.5,0.06823760432007854,0.9317623956799216,0.05742887249736565,0.2291886195995785,0.2834562697576396,0.42992623814541625,2.126975763962065,0.1417281348788198,13.280709085798636,6.243940016062871,6.701214864446823,0.0,1.232037215,,,,,,,,,,,,,,59.95070041346398,0.008264300095598634,281.6135697248376,18.538368941941886,29.025268566994896,0.0,164.79159974946805,18.53010464184629,27.846000994910607,0.0,230.8042624624751,3.0,0.0,25.0,2.273476112026359
2698,2009-10-01,1,SFMTA,35,1,3,22,0.0,46,0,0.0,,3614,EUREKA,3,MARKET & CASTRO,26.39130434782609,2.0,164 ADDISON  ST,,0,0,,,,0.0,,28.98,,28.98,,4.738,,9.81,,9.81,,,,,,,,,,,,,,,,,,,,,4037.0,2037.0,28.5,0.06823760432007854,0.9317623956799216,0.05742887249736565,0.2291886195995785,0.2834562697576396,0.42992623814541625,2.126975763962065,0.1417281348788198,13.280709085798636,6.243940016062871,6.701214864446823,0.0,1.232037215,,,,,,,,,,,,,,66.00610839455676,0.0,301.7575071929757,24.42572542445096,32.29170104416606,0.0,177.19583462013958,24.42572542445096,26.263863134113308,0.0,245.1044575989557,3.0,0.0,16.0,2.273476112026359
2699,2009-10-01,1,SFMTA,35,1,4,22,0.0,46,0,0.0,,3616,EUREKA,3,MARKET & CASTRO,26.39130434782609,2.0,ADDISON  ST & DIGBY ST,,0,0,,,,0.0,,32.2,,32.2,,6.163999999999998,,11.49,,11.49,,,,,,,,,,,,,,,,,,,,,4037.0,2037.0,28.5,0.06823760432007854,0.9317623956799216,0.05742887249736565,0.2291886195995785,0.2834562697576396,0.42992623814541625,2.126975763962065,0.1417281348788198,13.280709085798636,6.243940016062871,6.701214864446823,0.0,1.232037215,,,,,,,,,,,,,,46.88573525553768,0.0,216.6912467134233,18.185632216140302,27.21283653781473,0.0,123.9463920120451,18.185632216140302,18.64628290802582,0.0,181.11585414688182,3.0,0.0,10.0,2.273476112026359
2700,2009-10-01,1,SFMTA,35,1,5,22,0.0,46,0,0.0,,3617,EUREKA,3,MARKET & CASTRO,26.39130434782609,2.0,ADDISON  ST & FARNUM ST,,0,0,,,,0.0,,7.8199999999999985,,7.8199999999999985,,1.656,,12.71,,12.71,,,,,,,,,,,,,,,,,,,,,4037.0,2037.0,28.5,0.06823760432007854,0.9317623956799216,0.05742887249736565,0.2291886195995785,0.2834562697576396,0.42992623814541625,2.126975763962065,0.1417281348788198,13.280709085798636,6.243940016062871,6.701214864446823,0.0,2.035380817,,,,,,,,,,,,,,46.07805778869507,0.0,212.969149929656,17.875123831488562,27.293884676067663,0.011754574247716044,121.41652064347946,17.863369257240848,18.180686821413808,0.0,174.50894517228332,7.0,0.0,75.0,2.273476112026359
2701,2009-10-01,1,SFMTA,35,1,6,22,0.0,46,0,0.0,,4360,EUREKA,3,MARKET & CASTRO,26.39130434782609,2.0,DIAMOND HEIGHTS BLVD & ADDISON ST,,0,0,,,,0.0,,26.22,,26.22,,3.91,,8.95,,8.95,,,,,,,,,,,,,,,,,,,,,4037.0,2037.0,28.5,0.06823760432007854,0.9317623956799216,0.05742887249736565,0.2291886195995785,0.2834562697576396,0.42992623814541625,2.126975763962065,0.1417281348788198,13.280709085798636,6.243940016062871,6.701214864446823,0.0,2.035380817,,,,,,,,,,,,,,52.57771720764546,1.4134472355848122,241.79968658002164,15.595968769777276,29.36498851784597,0.4007534093499504,140.29058273479885,13.781768124842515,19.566398119731343,0.0,223.20274657114186,6.0,0.0,77.0,2.273476112026359
2702,2009-10-01,1,SFMTA,35,1,7,22,0.0,46,0,0.0,,4394,EUREKA,3,MARKET & CASTRO,26.39130434782609,2.0,DIAMOND ST & DIAMOND HEIGHTS BLVD,,0,0,,,,0.0,,23.919999999999995,,23.919999999999995,,4.5539999999999985,,11.42,,11.42,,,,,,,,,,,,,,,,,,,,,4037.0,2037.0,28.5,0.06823760432007854,0.9317623956799216,0.05742887249736565,0.2291886195995785,0.2834562697576396,0.42992623814541625,2.126975763962065,0.1417281348788198,13.280709085798636,6.243940016062871,6.701214864446823,0.0,2.035380817,,,,,,,,,,,,,,43.6788847709212,1.302278997916553,189.80275140743905,16.27878997473391,22.76418507037146,0.0,112.562673058307,14.97651097681736,10.797008507839395,0.0,198.17232386273895,5.0,0.0,78.0,2.273476112026359
2703,2009-10-01,1,SFMTA,35,1,8,22,0.0,46,0,0.0,,4381,EUREKA,3,MARKET & CASTRO,26.39130434782609,2.0,DIAMOND ST & 29TH ST,,0,0,,,,0.0,,22.08,,22.08,,4.692,,12.75,,12.75,,,,,,,,,,,,,,,,,,,,,4037.0,2037.0,28.5,0.06823760432007854,0.9317623956799216,0.05742887249736565,0.2291886195995785,0.2834562697576396,0.42992623814541625,2.126975763962065,0.1417281348788198,13.280709085798636,6.243940016062871,6.701214864446823,0.0,1.98361204,,,,,,,,,,,,,,53.4933828527341,0.0,222.3833063742537,13.559275546133964,18.470579901686282,0.0,139.66450645142638,13.559275546133964,10.754837168407027,0.0,249.0342571745287,3.0,0.0,18.0,2.273476112026359
2704,2009-10-01,1,SFMTA,35,1,9,22,0.0,46,0,0.0,,4378,EUREKA,3,MARKET & CASTRO,26.39130434782609,2.0,DIAMOND ST & 28TH ST,,0,0,,,,0.0,,24.38,,24.38,,5.106,,12.57,,12.57,,,,,,,,,,,,,,,,,,,,,4321.0,2405.0,33.4,0.041995841995842,0.958004158004158,0.1171875,0.22960069444444445,0.2230902777777778,0.4301215277777778,1.8754340277777777,0.11241319444444443,29.24226378807537,15.592264699774509,16.275779775589275,0.0,1.679033665,,,,,,,,,,,,,,53.38847122198155,0.0,241.01133019265632,17.758026810414638,22.36941159670804,0.0,153.8249534834159,14.799365967921258,11.428493890550781,2.958660842493377,277.4141805660548,4.0,0.0,12.0,2.273476112026359
