,MONTH,DOW,AGENCY_ID,ROUTE_SHORT_NAME,DIR,SEQ,NUMDAYS,OBSDAYS,TRIP_STOPS,OBS_TRIP_STOPS,IMP_TRIP_STOPS,WGT_TRIP_STOPS,STOP_ID,ROUTE_LONG_NAME,ROUTE_TYPE,TRIP_HEADSIGN,HEADWAY_S,FARE,STOPNAME,STOPNAME_AVL,EOL,SOL,TIMEPOINT,ARRIVAL_TIME_DEV,DEPARTURE_TIME_DEV,DWELL_S,DWELL,RUNTIME_S,RUNTIME,TOTTIME_S,TOTTIME,SERVMILES_S,SERVMILES,RUNSPEED_S,RUNSPEED,TOTSPEED_S,TOTSPEED,ONTIME5,ON,OFF,LOAD_ARR,LOAD_DEP,PASSMILES,PASSHOURS,WAITHOURS,FULLFARE_REV,PASSDELAY_DEP,PASSDELAY_ARR,RDBRDNGS,DOORCYCLES,WHEELCHAIR,BIKERACK,CAPACITY,VC,CROWDED,CROWDHOURS,Total_Pop,Total_Housing_Units,Workers_16_And_Over_Mean_Travel_Time_To_Work_(Minutes),VAC_RATE,OCC_RATE,PER_INCOME_0-15,PER_INCOME_15-50,PER_INCOME_50-100,PER_INCOME_100+,AVG_HH_SIZE,PER_HH_0VEH,POP_DEN_ACS,HH_DEN_ACS,HU_DEN_ACS,Average Hourly Price,parking_rate,PRICE1HR,PRICE2HR,PRICE3HR,PRICE4HR,PRICE12HR,PRICEDAY,PRICEDAYDISCOUNT,BART_FROMS,BART_TOS,CALTRAIN_OFF,CALTRAIN_ON,MUNI_RAIL_ALIGHTINGS,MUNI_RAIL_BOARDINGS,EDHLTH_RAC_SCALED,EDHLTH_WAC_SCALED,EMP_RAC_SCALED,EMP_WAC_SCALED,LEISER_RAC_SCALED,LEISER_WAC_SCALED,OTHER_RAC_SCALED,OTHER_WAC_SCALED,RETAIL_RAC_SCALED,RETAIL_WAC_SCALED,HOUSING_09_SCALED,NUM_BUS_STOPS,Count_,EDD_EMP,FREQ_S
5187,2009-10-01,1,SFMTA,9,0,64,22,0.0,103,0,0.0,103.31630548808072,6574,SAN BRUNO,3,SUNNYDALE,12.312197240674505,2.0,SUNNYDALE AVE/MCLAREN SCHOOL,,0,0,,,,0.0,,18.490000000000006,,18.490000000000006,,4.635000000000002,4.561868540026938,15.04,,15.04,,,,,,,,,,,,,,,,,,,,,640.0,181.0,37.4,0.0,1.0,0.08839779005524863,0.7845303867403315,0.0718232044198895,0.05524861878453037,3.5359116022099446,0.4917127071823205,1.6239284444898774,0.4592672632072934,0.4592672632072934,0.0,1.784829721,,,,,,,,,,,,,,11.98957222888156,0.6459823714319068,72.0621353501148,11.136320929188509,10.548499624921893,0.5280553483359448,44.4239379936795,9.962283209420661,5.100125502631832,0.0,51.71885941661351,3.0,0.0,23.0,4.873216277090196
5354,2009-10-01,1,SFMTA,90,1,49,22,0.0,9,0,0.0,9.0,6806,OWL,3,NORTH POINT & VAN NESS,30.0,2.0,VAN NESS AVE & BAY ST,,0,0,,,,0.0,,6.120000000000001,,6.120000000000001,,1.0710000000000004,1.071,10.5,,10.5,,,,,,,,,,,,,,,,,,,,,4354.0,3031.0,24.4,0.08545034642032333,0.9145496535796768,0.046176046176046176,0.19408369408369408,0.33585858585858586,0.42388167388167386,1.5707070707070707,0.2521645021645021,34.17577804791276,21.758212390632558,23.79117667965631,375.0,1.052737905,,,,,,,,,,,,,,32.90119845147411,4.355540372264774,232.94707022669064,24.13502289413196,25.26482651667956,0.2420285112070493,158.6928873374876,19.537454010660127,16.08815792104944,0.0,287.32281259059016,7.0,0.0,84.0,2.0
5581,2009-10-01,1,SFMTA,95,0,1,22,0.0,2,0,0.0,,6464,INGLESIDE APTOS,3,INGLESIDE APTOS,2.0,2.0,SLOAT BLVD & WEST PORTAL AVE,,0,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,6748.0,2380.0,24.8,0.03277310924369748,0.9672268907563024,0.01216333622936577,0.1155516941789748,0.2389226759339705,0.6333622936576889,2.9313640312771505,0.0069504778453518675,14.747334558436314,5.030877912495613,5.201342064178784,200.0,1.631578947,,,,,,,,,,,,786.0,851.0,18.896823465088662,31.95042334007468,94.79484544778221,61.843916150677785,14.999151698590634,1.6081131752479196,53.384305005636996,20.34715765779995,7.5145652784659065,7.938221977555237,105.33440367363876,4.0,0.0,4.0,30.0
5582,2009-10-01,1,SFMTA,95,0,2,22,0.0,2,0,0.0,,7104,INGLESIDE APTOS,3,INGLESIDE APTOS,2.0,2.0,OCEAN AVE & APTOS AVE,,0,0,,,,0.0,,10.340000000000002,,10.340000000000002,,0.9840000000000004,,5.71,,5.71,,,,,,,,,,,,,,,,,,,,,6748.0,2380.0,24.8,0.03277310924369748,0.9672268907563024,0.01216333622936577,0.1155516941789748,0.2389226759339705,0.6333622936576889,2.9313640312771505,0.0069504778453518675,14.747334558436314,5.030877912495613,5.201342064178784,0.0,1.6493018259999999,,,,,,,,,,,,416.0,285.0,31.75244472253365,21.995447250058998,138.19075481036447,37.12892286838879,11.368659733281914,0.0,82.26457884317273,14.924245205594161,12.805071511376195,0.20923041273563,90.0585222631683,3.0,0.0,12.0,30.0
5583,2009-10-01,1,SFMTA,95,0,3,22,0.0,2,0,0.0,,7103,INGLESIDE APTOS,3,INGLESIDE APTOS,2.0,2.0,OCEAN AVE & CERRITOS AVE,,0,0,,,,0.0,,1.86,,1.86,,0.20199999999999999,,6.52,,6.52,,,,,,,,,,,,,,,,,,,,,6748.0,2380.0,24.8,0.03277310924369748,0.9672268907563024,0.01216333622936577,0.1155516941789748,0.2389226759339705,0.6333622936576889,2.9313640312771505,0.0069504778453518675,14.747334558436314,5.030877912495613,5.201342064178784,0.0,1.6493018259999999,,,,,,,,,,,,265.0,253.0,35.71925119119327,0.21519646741071885,153.710399507723,7.418560988414072,18.023986397068146,0.18227892968437096,84.1855542291659,7.0210855913189825,15.781607690295672,0.0,113.0638726719896,3.0,0.0,6.0,30.0
5584,2009-10-01,1,SFMTA,95,0,4,22,0.0,2,0,0.0,,7106,INGLESIDE APTOS,3,INGLESIDE APTOS,2.0,2.0,OCEAN AVE & VICTORIA ST,,0,0,,,,0.0,,2.9399999999999986,,2.9399999999999986,,0.3159999999999999,,6.45,,6.45,,,,,,,,,,,,,,,,,,,,,6748.0,2380.0,24.8,0.03277310924369748,0.9672268907563024,0.01216333622936577,0.1155516941789748,0.2389226759339705,0.6333622936576889,2.9313640312771505,0.0069504778453518675,14.747334558436314,5.030877912495613,5.201342064178784,200.0,1.633249791,,,,,,,,,,,,403.0,429.0,47.97427461591115,9.241324521504989,181.3916725423475,101.48814085933468,18.85427912042136,23.28808858318323,94.4997377311805,63.63503122452465,20.063381074834467,5.32369653012182,137.99457836824723,2.0,0.0,81.0,30.0
5585,2009-10-01,1,SFMTA,95,0,5,22,0.0,2,0,0.0,,7101,INGLESIDE APTOS,3,INGLESIDE APTOS,2.0,2.0,OCEAN AVE & JULES AVE,,0,0,,,,0.0,,3.2999999999999985,,3.2999999999999985,,0.3559999999999999,,6.47,,6.47,,,,,,,,,,,,,,,,,,,,,9314.0,2378.0,30.7,0.07569386038687972,0.9243061396131202,0.0345768880800728,0.41128298453139217,0.2352138307552321,0.31892629663330296,4.237488626023658,0.04777070063694268,45.88965645983591,10.829446521228185,11.716298374649966,0.0,1.595735027,,,,,,,,,,,,740.0,856.0,70.72031272828424,10.105985023486037,338.80379545856164,136.12212044308106,42.9792393131256,31.24758101873093,199.16957977523649,76.81933181461851,25.934663641915268,17.949222586245593,239.8966950301981,2.0,0.0,167.0,30.0
5586,2009-10-01,1,SFMTA,95,0,6,22,0.0,2,0,0.0,,7102,INGLESIDE APTOS,3,INGLESIDE APTOS,2.0,2.0,OCEAN AVE & MIRAMAR AVE,,0,0,,,,0.0,,3.2400000000000007,,3.2400000000000007,,0.3479999999999999,,6.44,,6.44,,,,,,,,,,,,,,,,,,,,,9314.0,2378.0,30.7,0.07569386038687972,0.9243061396131202,0.0345768880800728,0.41128298453139217,0.2352138307552321,0.31892629663330296,4.237488626023658,0.04777070063694268,45.88965645983591,10.829446521228185,11.716298374649966,200.0,1.478147043,,,,,,,,,,,,457.0,488.0,71.4025869154689,7.494171705321091,358.0183744436228,139.16853684739365,47.74069924707019,15.616478586072805,210.87235245559242,43.88374338097763,28.00273582549123,72.17414317502212,232.69291865381462,2.0,0.0,146.0,30.0
5587,2009-10-01,1,SFMTA,95,0,7,22,0.0,2,0,0.0,,5794,INGLESIDE APTOS,3,INGLESIDE APTOS,2.0,2.0,OCEAN AVE & LEE ST,,0,0,,,,0.0,,4.3400000000000025,,4.3400000000000025,,0.4879999999999997,,6.75,,6.75,,,,,,,,,,,,,,,,,,,,,3363.0,1306.0,29.4,0.05819295558958652,0.9418070444104136,0.05691056910569105,0.2138211382113821,0.22195121951219512,0.5073170731707317,2.734146341463415,0.1016260162601626,16.595594731508733,6.069753648455468,6.444795337303125,200.0,1.631578947,,,,,,,,,,,,45.0,997.0,59.195899668473004,31.23592820708079,303.9606665146899,101.92366450775341,48.740329962898464,27.570935099600504,165.76024486516656,35.80290157003332,30.26419201815187,7.313899631038782,181.73308485509048,5.0,0.0,135.0,30.0
5588,2009-10-01,1,SFMTA,95,0,8,22,0.0,2,0,0.0,,7036,INGLESIDE APTOS,3,INGLESIDE APTOS,2.0,2.0,OCEAN AVE & GENEVA AVE,,0,0,,,,0.0,,1.86,,1.86,,0.18000000000000005,,5.81,,5.81,,,,,,,,,,,,,,,,,,,,,9314.0,2378.0,30.7,0.07569386038687972,0.9243061396131202,0.0345768880800728,0.41128298453139217,0.2352138307552321,0.31892629663330296,4.237488626023658,0.04777070063694268,45.88965645983591,10.829446521228185,11.716298374649966,0.0,1.513559026,,,,,,,,,,,,438.0,1406.0,58.201433014191295,154.4968791306525,314.14600065601564,196.80276363149682,48.6224068494304,5.151861617327358,173.4968648028823,30.714301596686344,33.82529598951155,6.439721286830549,162.71223499804717,6.0,0.0,35.0,30.0
5589,2009-10-01,1,SFMTA,95,0,9,22,0.0,2,0,0.0,,5791,INGLESIDE APTOS,3,INGLESIDE APTOS,2.0,2.0,OCEAN AVE & HOWTH ST,,0,0,,,,0.0,,3.200000000000001,,3.200000000000001,,0.3479999999999999,,6.52,,6.52,,,,,,,,,,,,,,,,,,,,,9314.0,2378.0,30.7,0.07569386038687972,0.9243061396131202,0.0345768880800728,0.41128298453139217,0.2352138307552321,0.31892629663330296,4.237488626023658,0.04777070063694268,45.88965645983591,10.829446521228185,11.716298374649966,0.0,1.631578947,,,,,,,,,,,,335.0,62.0,24.169173126393318,351.0993083803703,109.16912567227871,364.7603381765182,22.72532691094073,0.2728361096968889,53.1892290491699,8.827780293296257,9.085396585774744,4.560413393154753,56.023165208173744,6.0,0.0,115.0,30.0
5590,2009-10-01,1,SFMTA,95,0,10,22,0.0,2,0,0.0,,5781,INGLESIDE APTOS,3,INGLESIDE APTOS,2.0,2.0,OCEAN AVE/BALBOA PARK BART STATION,,0,0,,,,0.0,,1.94,,1.94,,0.212,,6.56,,6.56,,,,,,,,,,,,,,,,,,,,,6190.0,1617.0,28.9,0.03277674706246135,0.9672232529375386,0.12020460358056265,0.2858056265984655,0.29411764705882354,0.29987212276214825,3.957800511508952,0.1867007672634271,33.35065865748081,8.426563835266556,8.712118747842725,0.0,,,,,,,,,12568.0,10930.0,,,,,2.51408445240216,152.54256124514205,11.978901231574099,157.26160149750254,2.653406611460672,0.0,6.1978565049335375,2.381801204747911,0.6135536627777292,2.3372390476125764,3.6684869896123806,0.0,0.0,107.0,30.0
5591,2009-10-01,1,SFMTA,95,0,11,22,0.0,2,0,0.0,,6276,INGLESIDE APTOS,3,INGLESIDE APTOS,2.0,2.0,SAN JOSE AVE & OCEAN AVE,,0,0,,,,0.0,,3.1599999999999984,,3.1599999999999984,,0.2699999999999999,,5.13,,5.13,,,,,,,,,,,,,,,,,,,,,6190.0,1617.0,28.9,0.03277674706246135,0.9672232529375386,0.12020460358056265,0.2858056265984655,0.29411764705882354,0.29987212276214825,3.957800511508952,0.1867007672634271,33.35065865748081,8.426563835266556,8.712118747842725,0.0,,,,,,,,,,,,,193.0,210.0,17.160241098389097,1.3507473026207648,97.62996884294745,22.1573195563481,17.859768736718333,3.815764744087181,50.877819569988716,11.076587725582185,11.732139437851286,5.9142197840579644,48.24297494747688,3.0,0.0,28.0,30.0
5592,2009-10-01,1,SFMTA,95,0,12,22,0.0,2,0,0.0,,4803,INGLESIDE APTOS,3,INGLESIDE APTOS,2.0,2.0,GENEVA AVE/BALBOA PARK BART,,1,0,,,,0.0,,3.8400000000000016,,3.8400000000000016,,0.3639999999999999,,5.69,,5.69,,,,,,,,,,,,,,,,,,,,,6190.0,1617.0,28.9,0.03277674706246135,0.9672232529375386,0.12020460358056265,0.2858056265984655,0.29411764705882354,0.29987212276214825,3.957800511508952,0.1867007672634271,33.35065865748081,8.426563835266556,8.712118747842725,0.0,,,,,,,,,12568.0,10930.0,,,444.0,2318.0,17.342110822946697,26.290794115875567,99.36075864643324,31.315864042867588,14.474149702939734,0.08262060109945091,56.10760450846329,4.9424493258925635,11.436893612083502,0.0,56.21968786932626,4.0,0.0,1.0,30.0
5676,2009-10-01,1,SFMTA,9BX,0,2,22,0.0,19,0,0.0,19.0,5462,SAN BRUNO B EXP,3,CITY COLLEGE,9.892105263157893,2.0,NORTH POINT ST & KEARNY ST,,0,0,,,,0.0,,8.100000000000009,,8.100000000000009,,0.7410000000000001,0.7410000000000001,5.49,,5.49,,,,,,,,,,,,,,,,,,,,,3685.0,2036.0,26.0,0.05893909626719057,0.9410609037328096,0.2301670146137787,0.267223382045929,0.2541753653444677,0.2484342379958247,1.923277661795407,0.4462421711899791,19.1875628056151,9.976491271521994,10.601323710239443,249.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,,,,,,,14.949699821999829,175.6047579057646,113.86449328262509,975.8788543901848,15.067288279772384,55.66599097478304,71.11822621142049,130.10665606657034,12.729278969432366,614.5014494430668,166.2018589474691,2.0,0.0,1938.0,6.065442936951317
5777,2009-10-01,1,SFMTA,9X,0,2,22,0.0,88,0,0.0,90.04206882380105,5462,SAN BRUNO EXP,3,CITY COLLEGE,13.301931818181815,2.0,NORTH POINT ST & KEARNY ST,,0,0,,,,0.0,,31.11,,31.11,,3.4320000000000004,3.4275439672101684,6.62,,6.62,,,,,,,,,,,,,,,,,,,,,3685.0,2036.0,26.0,0.05893909626719057,0.9410609037328096,0.2301670146137787,0.267223382045929,0.2541753653444677,0.2484342379958247,1.923277661795407,0.4462421711899791,19.1875628056151,9.976491271521994,10.601323710239443,249.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,,,,,,,14.949699821999829,175.6047579057646,113.86449328262509,975.8788543901848,15.067288279772384,55.66599097478304,71.11822621142049,130.10665606657034,12.729278969432366,614.5014494430668,166.2018589474691,2.0,0.0,1938.0,4.510623029805993
5780,2009-10-01,1,SFMTA,9X,0,5,22,4.0,1,0,0.0,6.151437151437152,6055,SAN BRUNO EXP,3,,,2.0,POWELL ST & FRANCISCO ST,POWELL ST&FRANCISCO ST NW,0,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,3685.0,2036.0,26.0,0.05893909626719057,0.9410609037328096,0.2301670146137787,0.267223382045929,0.2541753653444677,0.2484342379958247,1.923277661795407,0.4462421711899791,19.1875628056151,9.976491271521994,10.601323710239443,342.0,0.905309519,,,,,,,,,,,,,,89.70893613592335,16.193357665878743,565.7018431043061,418.89930363398366,90.54219918140379,41.77324705537493,339.4967499476255,280.7335345661016,45.95395783935349,80.19916434662845,782.9170753853032,2.0,0.0,485.0,
5839,2009-10-01,1,SFMTA,9X,1,6,22,2.0,1,0,0.0,10.253013486096194,7067,SAN BRUNO EXP,3,PACIFIC & KEARNY,,2.0,CAYUGA AVE & ONONDAGA AVE,CAYUGA AVE&ONONDAGA AVE,0,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,6190.0,1617.0,28.9,0.03277674706246135,0.9672232529375386,0.12020460358056265,0.2858056265984655,0.29411764705882354,0.29987212276214825,3.957800511508952,0.1867007672634271,33.35065865748081,8.426563835266556,8.712118747842725,0.0,1.457454891,,,,,,,,,,,,,,68.47681441476796,8.697368459685222,367.99225740346964,61.27874531979796,60.42689013125871,9.439574475537519,200.1748654316803,29.19195748364635,38.913687425762575,13.949844900928886,217.16199088662796,0.0,0.0,8.0,
5863,2009-10-01,1,SFMTA,9X,1,31,22,2.0,1,0,0.0,10.253013486096194,3655,SAN BRUNO EXP,3,PACIFIC & KEARNY,,2.0,ARLETA AVE & BAY SHORE BLVD,ARLETA AVE&BAYSHORE BLVD,0,0,,,,0.0,,1.07,,1.07,,0.14599999999999996,,8.19,,8.19,,,,,,,,,,,,,,,,,,,,,3771.0,1031.0,32.2,0.06498545101842873,0.9350145489815712,0.2655601659751037,0.2261410788381743,0.3215767634854772,0.18672199170124487,3.9118257261410783,0.3122406639004149,40.07868058454445,10.24551792190423,10.957602673737824,0.0,1.713716108,,,,,,,,,,,,715.0,706.0,34.359058192904364,77.99135123896991,244.27532570577202,120.26444597848015,35.1881623878559,1.2653280793681911,139.7563733430178,28.471899385310394,34.97173178199384,12.535867274831686,133.2185939500882,9.0,0.0,97.0,
5888,2009-10-01,1,SFMTA,9X,1,56,22,2.0,1,0,0.0,10.253013486096194,4824,SAN BRUNO EXP,3,PACIFIC & KEARNY,,2.0,KEARNY ST & PACIFIC AVE,KEARNY ST&PACIFIC AVE NE - EOL,1,0,,,,0.0,,1.0199999999999998,,1.0199999999999998,,0.08400000000000002,,4.94,,4.94,,,,,,,,,,,,,,,,,,,,,4018.0,2111.0,29.3,0.15348176219801046,0.8465182378019895,0.2238388360380526,0.31841074426412985,0.22327923894795748,0.2344711807498601,2.2484611080022385,0.5942921096810296,86.85033920648262,38.6265694778458,45.629931823017614,270.0,0.292617521,900.0,1800.0,2250.0,2250.0,2250.0,2250.0,1661.0,,,,,,,131.26211117392776,32.64490352650093,892.6210803536394,2523.072941804049,167.94112027186057,980.6941559420767,506.55938640651016,1353.6993429398074,86.858462501341,156.0345393956644,1093.3952297434673,8.0,0.0,1857.0,
5926,2009-10-01,1,SFMTA,K-OWL,0,93,22,2.0,1,0,0.0,1.0,5247,,3,BALBOA PARK STATION,,2.0,LAGUNA HONDA BLVD/FOREST HILL STA,FOREST HILL STATION NW-NS,0,0,,,,0.0,,0.22000000000000008,,0.22000000000000008,,0.062000000000000034,0.062,16.91,,16.91,,,,,,,,,,,,,,,,,,,,,5320.0,1994.0,34.4,0.06318956870611836,0.9368104312938816,0.046573875802997856,0.15738758029978586,0.2403640256959315,0.5556745182012848,2.8479657387580297,0.057815845824411134,22.208512335646486,7.79802651183978,8.324017593473513,0.0,1.4017894290000001,,,,,,,,,,,,2750.0,2881.0,33.6628544967747,11.946812606198073,132.06874192076265,43.65310025221682,10.342784704202023,10.466170106555598,76.94397845965563,20.88048414932385,11.119124260130265,0.35963339013931844,61.72252133051603,7.0,0.0,45.0,
5943,2009-10-01,1,SFMTA,K-OWL,1,49,22,0.0,1,0,0.0,,6744,,3,EMBARCADERO STATION,,2.0,ULLOA ST & WEST PORTAL AVE,,0,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,5625.0,2190.0,28.8,0.04931506849315069,0.9506849315068492,0.04082612872238232,0.17002881844380405,0.2214217098943324,0.5677233429394812,2.7017291066282416,0.05763688760806916,18.335475235035986,6.7865705669946506,7.138611691507343,200.0,1.631578947,,,,,,,,,,,,3318.0,2579.0,39.69151627136355,46.7784324748353,162.50075615032668,485.7518337067515,15.773495251862665,274.62328317023537,96.83891566838085,129.85056158015067,10.196828958719657,34.499556481530185,132.8317955841932,6.0,0.0,471.0,
5944,2009-10-01,1,SFMTA,K-OWL,1,50,22,0.0,1,0,0.0,,5247,,3,EMBARCADERO STATION,,2.0,LAGUNA HONDA BLVD/FOREST HILL STA,,0,0,,,,0.0,,2.369999999999999,,2.369999999999999,,0.6319999999999998,,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,5320.0,1994.0,34.4,0.06318956870611836,0.9368104312938816,0.046573875802997856,0.15738758029978586,0.2403640256959315,0.5556745182012848,2.8479657387580297,0.057815845824411134,22.208512335646486,7.79802651183978,8.324017593473513,0.0,1.4017894290000001,,,,,,,,,,,,2750.0,2881.0,33.6628544967747,11.946812606198073,132.06874192076265,43.65310025221682,10.342784704202023,10.466170106555598,76.94397845965563,20.88048414932385,11.119124260130265,0.35963339013931844,61.72252133051603,7.0,0.0,45.0,
5945,2009-10-01,1,SFMTA,K-OWL,1,51,22,0.0,1,0,0.0,,6933,,3,EMBARCADERO STATION,,2.0,WOODSIDE AVE & BALCETA AVE,,0,0,,,,0.0,,0.8699999999999999,,0.8699999999999999,,0.17899999999999994,,12.34,,12.34,,,,,,,,,,,,,,,,,,,,,2110.0,899.0,28.7,0.11012235817575083,0.8898776418242491,0.015,0.2,0.185,0.6,2.6375,0.0275,16.376957692616152,6.20927305881181,6.9776705998397714,0.0,1.631578947,,,,,,,,,,,,,,35.14130722368669,24.95999958372427,165.8172389182491,43.65103721141728,16.742309982763107,0.0,101.46030768727682,18.186804369514785,12.473314024522473,0.5042332581782356,90.54751733558052,7.0,0.0,61.0,
5946,2009-10-01,1,SFMTA,K-OWL,1,52,22,0.0,1,0,0.0,,6936,,3,EMBARCADERO STATION,,2.0,WOODSIDE AVE & HERNANDEZ AVE,,0,0,,,,0.0,,0.16999999999999996,,0.16999999999999996,,0.05100000000000002,,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,2110.0,899.0,28.7,0.11012235817575083,0.8898776418242491,0.015,0.2,0.185,0.6,2.6375,0.0275,16.376957692616152,6.20927305881181,6.9776705998397714,0.0,1.631578947,,,,,,,,,,,,,,41.990789241162695,4.172368728807147,183.92254991805527,20.478261072865685,17.073242230937915,0.0,110.78418437184023,15.508345797784305,14.074334074114384,0.7975465462742405,116.57422682645664,4.0,0.0,61.0,
5947,2009-10-01,1,SFMTA,K-OWL,1,53,22,0.0,1,0,0.0,,6940,,3,EMBARCADERO STATION,,2.0,WOODSIDE AVE & ULLOA ST,,0,0,,,,0.0,,0.2999999999999999,,0.2999999999999999,,0.09099999999999996,,18.2,,18.2,,,,,,,,,,,,,,,,,,,,,2110.0,899.0,28.7,0.11012235817575083,0.8898776418242491,0.015,0.2,0.185,0.6,2.6375,0.0275,16.376957692616152,6.20927305881181,6.9776705998397714,0.0,1.631578947,,,,,,,,,,,,,,42.60415902705328,11.476128940337947,180.11836978514805,50.866406616704424,14.765106043152207,11.030184735318807,107.79949796164894,11.468221073984315,14.949606753293658,16.89187186706336,147.5455190844989,6.0,0.0,143.0,
5948,2009-10-01,1,SFMTA,K-OWL,1,54,22,0.0,1,0,0.0,,6938,,3,EMBARCADERO STATION,,2.0,WOODSIDE AVE & PORTOLA DR,,0,0,,,,0.0,,0.33,,0.33,,0.10000000000000003,,18.18,,18.18,,,,,,,,,,,,,,,,,,,,,2110.0,899.0,28.7,0.11012235817575083,0.8898776418242491,0.015,0.2,0.185,0.6,2.6375,0.0275,16.376957692616152,6.20927305881181,6.9776705998397714,0.0,0.9976076559999999,,,,,,,,,,,,,,27.696469022791447,13.566357577888446,129.07742829209982,125.96489108123887,14.594793170057152,35.3459205406155,74.82109348361959,26.84449353501132,11.96507261563168,50.20811942772361,120.99335550286644,6.0,0.0,185.0,
5949,2009-10-01,1,SFMTA,K-OWL,1,55,22,0.0,1,0,0.0,,6115,,3,EMBARCADERO STATION,,2.0,PORTOLA DR/MCATEER HIGH SCHOOL,,0,0,,,,0.0,,0.5199999999999997,,0.5199999999999997,,0.1469999999999999,,16.96,,16.96,,,,,,,,,,,,,,,,,,,,,4037.0,2037.0,28.5,0.06823760432007854,0.9317623956799216,0.05742887249736565,0.2291886195995785,0.2834562697576396,0.42992623814541625,2.126975763962065,0.1417281348788198,13.280709085798636,6.243940016062871,6.701214864446823,0.0,2.581334195,,,,,,,,,,,,,,15.384617469407404,2.9425234933006816,66.34499480583847,42.03472812657404,6.749959872497692,2.7579710168747043,39.44618002987245,20.10734264722781,4.76423743406092,16.226890969170835,60.50030651778107,1.0,0.0,,
5950,2009-10-01,1,SFMTA,K-OWL,1,56,22,0.0,1,0,0.0,,6112,,3,EMBARCADERO STATION,,2.0,PORTOLA DR & GLENVIEW DR,,0,0,,,,0.0,,0.3700000000000001,,0.3700000000000001,,0.11,,17.84,,17.84,,,,,,,,,,,,,,,,,,,,,4037.0,2037.0,28.5,0.06823760432007854,0.9317623956799216,0.05742887249736565,0.2291886195995785,0.2834562697576396,0.42992623814541625,2.126975763962065,0.1417281348788198,13.280709085798636,6.243940016062871,6.701214864446823,0.0,2.581334195,,,,,,,,,,,,,,27.159317082838893,1.5498673344506615,116.64607390517384,27.08698629948273,12.50080264981534,1.94240314766444,68.94166423414251,13.066543461412673,8.044289938377101,10.528172355954966,102.02187204601236,2.0,0.0,3.0,
5951,2009-10-01,1,SFMTA,K-OWL,1,57,22,0.0,1,0,0.0,,6012,,3,EMBARCADERO STATION,,2.0,PORTOLA DR & CLIPPER ST,,0,0,,,,0.0,,0.6500000000000002,,0.6500000000000002,,0.19600000000000006,,18.09,,18.09,,,,,,,,,,,,,,,,,,,,,2715.0,1356.0,33.1,0.009587020648967551,0.9904129793510325,0.04393149664929264,0.18019359642591207,0.2248696947133284,0.5510052122114668,2.0215934475055843,0.18987341772151894,35.18109587831462,17.402656266879013,17.571110869611278,0.0,1.223081757,,,,,,,,,,,,,,56.10899021934496,1.5334745796161615,247.26418722862041,19.7814465192391,25.967395221693586,2.5553606271209057,150.2495853608575,15.692611312502036,14.93821642672428,0.0,263.90469945765864,8.0,0.0,15.0,
5952,2009-10-01,1,SFMTA,K-OWL,1,58,22,0.0,1,0,0.0,,5663,,3,EMBARCADERO STATION,,2.0,MARKET ST & CLAYTON ST,,0,0,,,,0.0,,3.049999999999999,,3.049999999999999,,0.7759999999999999,,15.27,,15.27,,,,,,,,,,,,,,,,,,,,,7283.0,4372.0,29.4,0.0610704483074108,0.9389295516925892,0.05261875761266748,0.2355663824604141,0.2526187576126675,0.4591961023142509,1.7741778319123018,0.1218026796589525,32.07622209402227,18.079485335158786,19.255422627360343,0.0,0.92691393,,,,,,,,,,,,,,74.89346044197463,0.0,316.01814509786163,21.36278730544861,31.46350766236389,0.0,187.47121656076882,21.36278730544861,22.18996043275427,0.0,396.2100208650194,5.0,0.0,15.0,
5953,2009-10-01,1,SFMTA,K-OWL,1,59,22,0.0,1,0,0.0,,5665,,3,EMBARCADERO STATION,,2.0,MARKET ST & CASTRO ST,,0,0,,,,0.0,,2.380000000000001,,2.380000000000001,,0.5479999999999999,,13.82,,13.82,,,,,,,,,,,,,,,,,,,,,2661.0,1522.0,28.6,0.05584756898817345,0.9441524310118266,0.05288796102992345,0.1983298538622129,0.2804453723034099,0.4683368128044537,1.8517745302713988,0.2359081419624217,38.88740995273877,21.0000782044666,22.242254020318832,200.0,0.641618568,200.0,300.0,600.0,800.0,0.0,0.0,0.0,,,,,1125.0,1076.0,99.41028024497714,28.09783897358031,453.9056272206405,662.6157373456277,52.40806422674417,252.60564693945446,269.75265106971,166.04152176466133,32.3346316792091,215.87072966793167,483.81881995606636,5.0,0.0,615.0,
