,EDD_EMP_LOG_09,FREQ_S_LOG_09,EOL_SOL_09,HOUSING_09_DEN_LOG,SHR_INCOME_100P_09,PARK_HOURLY_AVG_ON_LOG_09,ONTIME5_09,AVG_BART_LOG_09,CLOSE_STOP_09,LIMITED_09,EXPRESS_09,TRANSBAY_09,MUNI_RAIL_AVG_09,EDD_EMP_LOG_16,FREQ_S_LOG_16,EOL_SOL_16,HOUSING_16_DEN_LOG,SHR_INCOME_100P_16,PARK_HOURLY_AVG_ON_LOG_16,ONTIME5_16,AVG_BART_LOG_16,CLOSE_STOP_16,LIMITED_16,EXPRESS_16,TRANSBAY_16,MUNI_RAIL_AVG_16
750,6.368187186350492,1.9481672357747126,0.0,4.60392467866577,0.532746823,5.62040086571715,0.5857381429999999,0.0,1,0,0,0,0.0,6.70196036600254,1.9499852349613866,0.0,4.603924678571876,0.6572280178837556,5.62040086571715,0.5444514824477805,0.0,1,0,0,0.0,0.0
751,6.343880434126331,1.6653115320682164,0.0,3.8155181043685134,0.532746823,5.303304908059076,0.5797875339999999,0.0,1,0,0,0,0.0,6.490723534502507,1.527586511570041,0.0,3.8155181037983175,0.6572280178837556,5.303304908059076,0.5519601364721313,0.0,1,0,0,0.0,0.0
752,6.343880434126331,1.947944925920621,0.0,3.8155181043685134,0.532746823,5.303304908059076,0.596643246,0.0,1,0,0,0,0.0,6.490723534502507,1.9498886590175808,0.0,3.8155181037983175,0.6572280178837556,5.303304908059076,0.564050835783867,0.0,1,0,0,0.0,0.0
753,6.6293632534374485,1.6652338110382614,0.0,3.85710841679909,0.532746823,5.303304908059076,0.607221641,0.0,1,0,0,0,0.0,6.0473721790462776,1.5274411697346253,0.0,3.857108417440794,0.6572280178837556,5.303304908059076,0.5736907969116142,0.0,1,0,0,0.0,0.0
754,6.6293632534374485,1.9477004612039859,0.0,3.85710841679909,0.532746823,5.303304908059076,0.60146641,0.0,1,0,0,0,0.0,6.0473721790462776,1.9497623861383946,0.0,3.857108417440794,0.6572280178837556,5.303304908059076,0.5640556435133474,0.0,1,0,0,0.0,0.0
755,6.889591308354466,1.6651984861839844,0.0,4.436223769202433,0.532746823,5.303304908059076,0.6117467670000001,0.0,1,0,0,0,0.0,6.914730892718563,1.5273719708771003,0.0,4.436223769075669,0.6572280178837556,5.303304908059076,0.5949631392170488,0.0,1,0,0,0.0,0.0
756,6.889591308354466,1.9475967729053139,0.0,4.436223769202433,0.532746823,5.303304908059076,0.6107279870000001,0.0,1,0,0,0,0.0,6.914730892718563,1.94971039759515,0.0,4.436223769075669,0.6572280178837556,5.303304908059076,0.5827821437633811,0.0,1,0,0,0.0,0.0
757,6.922643891475888,1.6650077636429652,0.0,3.390851896869285,0.264150943,0.0,0.6883222309999999,0.0,1,0,0,0,0.0,7.061334366910438,1.5269776794816072,0.0,3.730290923874691,0.3902116402116402,0.0,0.6296207408275332,0.0,1,0,0,0.0,0.0
758,6.822197390620491,1.656880207302359,0.0,3.7105132459613377,0.264150943,0.0,0.5937963860000001,0.0,1,0,0,0,0.0,7.173958319756794,1.5063499669169733,0.0,3.9679264758204775,0.3902116402116402,0.0,0.5351424690247281,0.0,0,0,0,0.0,0.0
759,6.739336627357174,1.6648594606736584,0.0,4.677186325856851,0.37292634399999997,0.0,0.678048165,0.0,1,0,0,0,0.0,6.53813982376767,1.5268255614677795,0.0,4.7791555780305375,0.5255286230015471,0.0,0.6115870549152204,0.0,1,0,0,0.0,0.0
760,6.78897174299217,1.6569475372533504,0.0,4.821342734624045,0.37292634399999997,0.0,0.587065071,0.0,1,0,0,0,0.0,6.520621127558696,1.5064150168088692,0.0,4.900414528787607,0.5255286230015471,0.0,0.5311427120282111,0.0,1,0,0,0.0,0.0
761,6.80128303447162,1.6570620135876553,0.0,4.772619673084796,0.37292634399999997,5.303304908059076,0.569157544,0.0,1,0,0,0,0.0,6.92461239604856,1.5065321233551818,0.0,5.3333205766782035,0.5255286230015471,5.303304908059076,0.5440311305626072,0.0,1,0,0,0.0,0.0
762,6.568077911411976,1.6645770681772807,0.0,4.969571687056713,0.37292634399999997,0.0,0.6908157429999999,0.0,1,0,0,0,0.0,6.942156705699469,1.5265490754161009,0.0,5.488606666977258,0.5255286230015471,0.0,0.6273235251979848,0.0,1,0,0,0.0,0.0
763,5.697093486505405,1.6571293616181713,0.0,5.491691148536711,0.37292634399999997,0.0,0.5629810829999999,0.0,1,0,0,0,0.0,7.231287004327616,1.5065971918501264,0.0,6.008984985705084,0.5255286230015471,0.0,0.5396186616590787,0.0,1,0,0,0.0,0.0
764,5.6937321388027,1.6644359156555844,0.0,5.632123257340745,0.37292634399999997,0.0,0.691999832,0.0,1,0,0,0,0.0,6.26530121273771,1.5264108769591709,0.0,5.998462120196857,0.5255286230015471,0.0,0.6351974523001659,0.0,1,0,0,0.0,0.0
765,5.5134287461649825,1.6571967163629273,0.0,6.0412393570688865,0.37292634399999997,0.0,0.552204491,0.0,1,0,0,0,0.0,6.368187186350492,1.5066622669912133,0.0,6.169805050341433,0.5255286230015471,0.0,0.5440994329730042,0.0,1,0,0,0.0,0.0
766,5.327876168789581,1.6642806818154952,0.0,6.115413298280803,0.37292634399999997,0.0,0.707344821,0.0,1,0,0,0,0.0,5.834810737062605,1.5262727082003174,0.0,6.2330946073068825,0.5255286230015471,0.0,0.6344482052218878,0.0,1,0,0,0.0,0.0
767,4.0943445622221,1.6641043225548775,0.0,6.263349654743615,0.296445339,0.0,0.7086760129999999,0.0,1,0,0,0,0.0,4.532599493153256,1.5261069448758204,0.0,6.26947696470647,0.4819875776397516,0.0,0.6312784946442679,0.0,1,0,0,0.0,0.0
768,3.828641396489095,1.6572977609464672,0.0,6.26537131028082,0.296445339,0.0,0.544386932,0.0,1,0,0,0,0.0,4.634728988229636,1.5067598921668883,0.0,6.271822211112731,0.4819875776397516,0.0,0.5363526535329248,0.0,1,0,0,0.0,0.0
769,3.6375861597263857,1.6639491641188053,0.0,6.226395701249172,0.296445339,0.0,0.724635505,0.0,1,0,0,0,0.0,5.19295685089021,1.5259688414144086,0.0,6.230590374074482,0.4819875776397516,0.0,0.6288530519296291,0.0,1,0,0,0.0,0.0
770,3.6375861597263857,1.657385345033584,0.0,6.214832510439932,0.296445339,0.0,0.545056305,0.0,1,0,0,0,0.0,5.111987788356544,1.5068510224949758,0.0,6.219295586238801,0.4819875776397516,0.0,0.5318360023672236,0.0,1,0,0,0.0,0.0
771,4.07753744390572,1.6637376413250158,0.0,6.122201832316206,0.317531306,5.303304908059076,0.716537173,0.0,1,0,0,0,0.0,5.176149732573829,1.525761741837483,0.0,6.127729712052173,0.4289496910856134,5.303304908059076,0.6121369784668556,0.0,1,0,0,0.0,0.0
