,BLOCKCE,BLOCKID10,COUNTYFP10,HOUSING16,PARTFLG,STATEFP10,TRACTCE10,geometry
2321,2001,6.08E+13,75,0,N,6,23103,"POLYGON ((-122.369945 37.732476, -122.371634 37.733436, -122.371345 37.733757, -122.371306 37.733699, -122.371248 37.733663, -122.371182 37.733631, -122.371143 37.733604, -122.371119 37.733565, -122.371069 37.73354399999999, -122.371041 37.733514, -122.371009 37.733463, -122.370946 37.733385, -122.370907 37.733349, -122.370855 37.733256, -122.370812 37.733242, -122.370763 37.733251, -122.370739 37.733237, -122.370742 37.733209, -122.370734 37.733167, -122.370713 37.733112, -122.370604 37.733035, -122.370511 37.733006, -122.370445 37.73295, -122.370232 37.732868, -122.370077 37.732788, -122.369991 37.732714, -122.369929 37.732672, -122.36989 37.732639, -122.369849 37.732612, -122.369945 37.732476))"
2322,1136,6.08E+13,75,0,N,6,980900,"POLYGON ((-122.384706 37.740898, -122.384926 37.740928, -122.386513 37.741835, -122.386555 37.74195, -122.386406 37.741956, -122.385688 37.741546, -122.384785 37.741029, -122.384706 37.740898))"
2323,1002,6.08E+13,75,151,N,6,15100,"POLYGON ((-122.423688 37.788746, -122.425331 37.788536, -122.425423 37.788995, -122.423781 37.789203, -122.423688 37.788746))"
2324,2001,6.08E+13,75,300,N,6,15100,"POLYGON ((-122.423214 37.786402, -122.424858 37.786196, -122.425047 37.78713, -122.423404 37.787339, -122.423308 37.786868, -122.423214 37.786402))"
2325,2006,6.08E+13,75,107,N,6,15100,"POLYGON ((-122.424858 37.786196, -122.423214 37.786402, -122.423448 37.786335, -122.423558 37.786268, -122.423716 37.786141, -122.424178 37.785659, -122.424545 37.785529, -122.424687 37.785335, -122.424858 37.786196))"
2326,1002,6.08E+13,75,138,N,6,16000,"POLYGON ((-122.422838 37.784547, -122.42308 37.784479, -122.424487 37.784346, -122.424687 37.785335, -122.424538 37.785274, -122.42417 37.785193, -122.423874 37.785003, -122.423612 37.784766, -122.423325 37.784615, -122.42304 37.784553, -122.422838 37.784547))"
2327,1002,6.08E+13,75,43,N,6,12000,"POLYGON ((-122.418559 37.788432, -122.42021 37.788223, -122.420307 37.788699, -122.418656 37.78891, -122.418559 37.788432))"
2328,1006,6.08E+13,75,289,N,6,12000,"POLYGON ((-122.418465 37.787966, -122.420116 37.787757, -122.42021 37.788223, -122.418559 37.788432, -122.418465 37.787966))"
2329,1009,6.08E+13,75,0,N,6,10200,"POLYGON ((-122.418908 37.806863, -122.418782 37.806241, -122.419577 37.80678, -122.418908 37.806863))"
2330,1027,6.08E+13,75,0,N,6,10100,"POLYGON ((-122.416888 37.805212, -122.417226 37.80517, -122.418381 37.805977, -122.417077 37.806141, -122.416888 37.805212))"
2331,1003,6.08E+13,75,33,N,6,10300,"POLYGON ((-122.416605 37.803823, -122.416511 37.803348, -122.418151 37.803135, -122.418256 37.80365, -122.418216 37.803687, -122.418281 37.804023, -122.418341 37.80407, -122.417484 37.804178, -122.416696 37.804277, -122.416605 37.803823))"
2332,2008,6.08E+13,75,14,N,6,10100,"POLYGON ((-122.415001 37.804205, -122.414877 37.803542, -122.415446 37.803937, -122.416051 37.804356, -122.415052 37.804481, -122.415001 37.804205))"
2333,1006,6.08E+13,75,49,N,6,10300,"POLYGON ((-122.416324 37.802411, -122.417966 37.802201, -122.418151 37.803135, -122.416511 37.803348, -122.416324 37.802411))"
2334,1002,6.08E+13,75,80,N,6,10800,"POLYGON ((-122.415477 37.798212, -122.415384 37.79775, -122.41703 37.797541, -122.417218 37.798472, -122.415572 37.79868, -122.415477 37.798212))"
2335,1003,6.08E+13,75,73,N,6,10800,"POLYGON ((-122.415291 37.797287, -122.416936 37.797075, -122.41703 37.797541, -122.415384 37.79775, -122.415291 37.797287))"
2336,2017,6.08E+13,75,146,N,6,10100,"POLYGON ((-122.413223 37.803761, -122.413718 37.803695, -122.414877 37.803542, -122.415001 37.804205, -122.413359 37.804407, -122.413223 37.803761))"
2337,2004,6.08E+13,75,94,N,6,10300,"POLYGON ((-122.41266 37.800965, -122.414303 37.80075799999999, -122.414398 37.801225, -122.412754 37.80143, -122.41266 37.800965))"
2338,2005,6.08E+13,75,161,N,6,10300,"POLYGON ((-122.412471 37.800032, -122.41412 37.799824, -122.414214 37.80029, -122.414303 37.80075799999999, -122.41266 37.800965, -122.41253 37.800323, -122.412471 37.800032))"
2339,3000,6.08E+13,75,161,N,6,10300,"POLYGON ((-122.412408 37.799718, -122.412283 37.799096, -122.412935 37.799014, -122.413931 37.798888, -122.414028 37.799367, -122.41412 37.799824, -122.412471 37.800032, -122.412418 37.799765, -122.412408 37.799718))"
2340,1015,6.08E+13,75,7,N,6,10100,"POLYGON ((-122.40905 37.808111, -122.409055 37.807993, -122.408897 37.807163, -122.410498 37.806963, -122.410685 37.807892, -122.409229 37.808077, -122.40905 37.808111))"
2341,2010,6.08E+13,75,175,N,6,10100,"POLYGON ((-122.41285 37.803807, -122.413223 37.803761, -122.413359 37.804407, -122.413429 37.804684, -122.411766 37.804896, -122.411581 37.803963, -122.41285 37.803807))"
2342,3005,6.08E+13,75,45,N,6,21800,"POLYGON ((-122.427707 37.737214, -122.427156 37.736685, -122.428429 37.735857, -122.428977 37.736388, -122.427707 37.737214))"
2343,2008,6.08E+13,75,57,N,6,21800,"POLYGON ((-122.425815 37.738952, -122.425849 37.738812, -122.426076 37.738358, -122.426426 37.738047, -122.427707 37.737214, -122.427619 37.737313, -122.427233 37.738412, -122.427428 37.738854, -122.425815 37.738952))"
2344,3003,6.08E+13,75,132,N,6,21500,"POLYGON ((-122.424309 37.743035, -122.424381 37.742923, -122.424328 37.742341, -122.424233 37.742236, -122.425814 37.742141, -122.426518 37.742098, -122.426594 37.742897, -122.424309 37.743035))"
2345,3009,6.08E+13,75,0,N,6,25300,"POLYGON ((-122.42309 37.740642, -122.42358 37.739884, -122.424147 37.739869, -122.424037 37.739942, -122.423846 37.740649, -122.423208 37.74069, -122.42309 37.740642))"
2346,3000,6.08E+13,75,89,N,6,25300,"POLYGON ((-122.42168 37.742821, -122.421969 37.742375, -122.423286 37.742295, -122.423177 37.742398, -122.422637 37.743834, -122.422669 37.743942, -122.421977 37.743979, -122.420894 37.744038, -122.421485 37.743123, -122.42168 37.742821))"
2347,2003,6.08E+13,75,30,N,6,25300,"POLYGON ((-122.420693 37.742191, -122.419811 37.741834, -122.420051 37.741465, -122.420166 37.74142, -122.42098 37.74175, -122.420693 37.742191))"
2348,2000,6.08E+13,75,24,N,6,25300,"POLYGON ((-122.419467 37.741233, -122.418914 37.742085, -122.418735 37.74201, -122.418702 37.741962, -122.418692 37.741884, -122.418762 37.741317, -122.418752 37.74118, -122.418834 37.740983, -122.419467 37.741233))"
2349,3000,6.08E+13,75,87,N,6,25401,"POLYGON ((-122.42108 37.73726, -122.421123 37.737078, -122.421092 37.736818, -122.420991 37.736536, -122.423534 37.736659, -122.42364 37.73669, -122.424013 37.737271, -122.42404 37.737406, -122.423117 37.737358, -122.42108 37.73726))"
2350,3006,6.08E+13,75,99,N,6,25401,"POLYGON ((-122.422121 37.735153, -122.422272 37.73516, -122.422602 37.735177, -122.422688 37.735205, -122.423152 37.735928, -122.420163 37.735777, -122.420224 37.735058, -122.421861 37.73514, -122.422121 37.735153))"
2351,1008,6.08E+13,75,18,N,6,25403,"POLYGON ((-122.423694 37.733582, -122.423991 37.733558, -122.424571 37.733534, -122.425035 37.733548, -122.424987 37.733793, -122.424909 37.733957, -122.424802 37.734092, -122.424682 37.734214, -122.424469 37.734357, -122.4242 37.734479, -122.423852 37.734563, -122.423892 37.734489, -122.423757 37.73365, -122.423694 37.733582))"
2352,1004,6.08E+13,75,59,N,6,25401,"POLYGON ((-122.419818 37.739307, -122.420564 37.738153, -122.420679 37.737926, -122.42091 37.737611, -122.422853 37.738399, -122.423353 37.738601, -122.422256 37.740302, -122.421102 37.739831, -122.419818 37.739307))"
2353,2009,6.08E+13,75,100,N,6,25401,"POLYGON ((-122.420134 37.736137, -122.419838 37.736196, -122.419551 37.736296, -122.419293 37.736448, -122.416696 37.736317, -122.416718 37.736074, -122.41676 37.735605, -122.420163 37.735777, -122.420134 37.736137))"
2354,2010,6.08E+13,75,34,N,6,30900,"POLYGON ((-122.466257 37.730329, -122.466412 37.729919, -122.466625 37.729506, -122.466851 37.729162, -122.467108 37.728844, -122.46761 37.728369, -122.467739 37.728329, -122.467737 37.728424, -122.468012 37.728931, -122.468077 37.728975, -122.467716 37.729375, -122.467496 37.729664, -122.467239 37.730133, -122.4671 37.730491, -122.466257 37.730329))"
2355,2017,6.08E+13,75,30,N,6,30900,"POLYGON ((-122.466073 37.726785, -122.466101 37.726843, -122.466592 37.727217, -122.466681 37.727238, -122.466236 37.727597, -122.46578 37.728047, -122.465409 37.728475, -122.464735 37.728362, -122.465209 37.727692, -122.46547 37.727382, -122.466073 37.726785))"
2356,3011,6.08E+13,75,30,N,6,30900,"POLYGON ((-122.462274 37.723637, -122.462271 37.723021, -122.462431 37.723009, -122.462655 37.722948, -122.46284 37.722802, -122.463189 37.722605, -122.463751 37.722395, -122.463982 37.722327, -122.464219 37.72267, -122.464254 37.723159, -122.463823 37.723285, -122.463453 37.72357, -122.463253 37.723883, -122.463176 37.724264, -122.462276 37.724271, -122.462274 37.723637))"
2357,1000,6.08E+13,75,55,N,6,31301,"POLYGON ((-122.466588 37.721666, -122.466278 37.721668, -122.466254 37.719679, -122.467153 37.719672, -122.467185 37.72166199999999, -122.466588 37.721666))"
2358,2015,6.08E+13,75,23,N,6,30900,"POLYGON ((-122.461806 37.72872, -122.462004 37.728679, -122.462295 37.728654, -122.46253 37.728684, -122.462799 37.728792, -122.463559 37.729176, -122.463418 37.729898, -122.46238 37.729288, -122.462197 37.729219, -122.462036 37.729223, -122.461524 37.729319, -122.461806 37.72872))"
2359,2005,6.08E+13,75,3,N,6,26401,"POLYGON ((-122.408827 37.711702, -122.409728 37.711952, -122.410641 37.71220599999999, -122.41015 37.713304, -122.409489 37.713126, -122.408334 37.712814, -122.408827 37.711702))"
2360,3009,6.08E+13,75,0,N,6,23001,"POLYGON ((-122.402209 37.728102, -122.401955 37.727957, -122.402105 37.72779, -122.402209 37.728102))"
2361,2021,6.08E+13,75,33,N,6,25702,"POLYGON ((-122.404383 37.72876, -122.4041 37.728835, -122.403593 37.72763399999999, -122.404594 37.727374, -122.405091 37.728574, -122.404383 37.72876))"
2362,3008,6.08E+13,75,19,N,6,23001,"POLYGON ((-122.401955 37.727957, -122.402209 37.728102, -122.402752 37.729357, -122.401395 37.728584, -122.401955 37.727957))"
2363,1009,6.08E+13,75,24,N,6,25702,"POLYGON ((-122.402473 37.726602, -122.40202 37.725379, -122.4026 37.725235, -122.403102 37.726433, -122.402637 37.726558, -122.402473 37.726602))"
2364,1012,6.08E+13,75,8,N,6,23300,"POLYGON ((-122.400073 37.723447, -122.400382 37.72263299999999, -122.400785 37.723616, -122.400073 37.723447))"
2365,2030,6.08E+13,75,32,N,6,25800,"POLYGON ((-122.401074 37.721534, -122.400921 37.721177, -122.400736 37.720409, -122.4016 37.720182, -122.402056 37.721277, -122.401953 37.721181, -122.401109 37.721401, -122.401074 37.721534))"
2366,1002,6.08E+13,75,49,N,6,23003,"POLYGON ((-122.397689 37.733278, -122.397886 37.732981, -122.398675 37.732533, -122.399391 37.731814, -122.399423 37.731703, -122.400022 37.732311, -122.398585 37.733639, -122.397689 37.733278))"
2367,1003,6.08E+13,75,69,N,6,23003,"POLYGON ((-122.396865 37.732614, -122.39745 37.73237, -122.398074 37.732019, -122.398583 37.731562, -122.39931 37.731667, -122.399423 37.731703, -122.399391 37.731814, -122.398675 37.732533, -122.397886 37.732981, -122.397689 37.733278, -122.397601 37.733241, -122.397078 37.732757, -122.396865 37.732614))"
2368,1015,6.08E+13,75,8,N,6,23003,"POLYGON ((-122.394273 37.733373, -122.394678 37.732918, -122.394781 37.733019, -122.394916 37.733051, -122.395043 37.733049, -122.395247 37.732985, -122.395279 37.733048, -122.395311 37.733158, -122.395191 37.733306, -122.394946 37.733487, -122.394878 37.733578, -122.394806 37.733674, -122.394735 37.733728, -122.394621 37.733763, -122.394459 37.733767, -122.394449 37.733637, -122.39442 37.733509, -122.394273 37.733373))"
2369,2003,6.08E+13,75,0,N,6,33100,"POLYGON ((-122.482889 37.734305, -122.483666 37.734271, -122.483775 37.734342, -122.483675 37.734433, -122.483216 37.734455, -122.482875 37.734472, -122.482351 37.734497, -122.48211 37.734509, -122.482014 37.73442, -122.4821 37.734341, -122.482889 37.734305))"
2370,1004,6.08E+13,75,0,N,6,33100,"POLYGON ((-122.477081 37.734618, -122.477179 37.73454, -122.477978 37.734512, -122.479291 37.734466, -122.47946 37.734533, -122.479369 37.734629, -122.478023 37.734676, -122.477186 37.734706, -122.477081 37.734618))"
2371,3007,6.08E+13,75,9,N,6,30800,"POLYGON ((-122.469942 37.736187, -122.471025 37.735278, -122.471358 37.734973, -122.471569 37.734707, -122.471401 37.735001, -122.471068 37.735607, -122.470553 37.736513, -122.470574 37.736589, -122.469942 37.736187))"
2372,3001,6.08E+13,75,0,N,6,31000,"POLYGON ((-122.458887 37.73076, -122.458689 37.730752, -122.459193 37.730603, -122.459245 37.730775, -122.458887 37.73076))"
2373,3001,6.08E+13,75,209,N,6,30500,"POLYGON ((-122.455839 37.746466, -122.455505 37.7471, -122.45462 37.7471, -122.454623 37.751303, -122.454392 37.751279, -122.454406 37.751182, -122.454324 37.751025, -122.454119 37.750823, -122.454037 37.750634, -122.454017 37.749999, -122.454043 37.74977, -122.454152 37.749434, -122.454172 37.749045, -122.454081 37.74897199999999, -122.45314 37.74897, -122.453085 37.749029, -122.453077 37.749345, -122.45313 37.749524, -122.453143 37.749649, -122.453158 37.750336, -122.453146 37.750565, -122.453095 37.750848, -122.453011 37.751149, -122.452929 37.75121499999999, -122.452133 37.751236, -122.452123 37.749351, -122.45212 37.748669, -122.4521 37.748431, -122.452033 37.74827399999999, -122.451762 37.747984, -122.451179 37.747361, -122.450789 37.746944, -122.450653 37.746867, -122.450523 37.746835, -122.449829 37.746845, -122.449658 37.74679, -122.449447 37.74666, -122.449797 37.746442, -122.450169 37.746269, -122.450521 37.746207, -122.450727 37.746187, -122.45087 37.746078, -122.450853 37.745826, -122.45097 37.74587, -122.45157 37.745654, -122.451624 37.745534, -122.451691 37.745606, -122.451816 37.745671, -122.452228 37.745692, -122.453376 37.745688, -122.453645 37.745696, -122.453829 37.745724, -122.453916 37.7457, -122.453959 37.745765, -122.454275 37.745908, -122.454585 37.74610699999999, -122.454664 37.746106, -122.454722 37.746178, -122.454815 37.746217, -122.455375 37.746348, -122.455467 37.746328, -122.455534 37.746394, -122.455839 37.746466))"
2374,5014,6.08E+13,75,0,N,6,30900,"POLYGON ((-122.468676 37.733148, -122.468762 37.733101, -122.469482 37.73313, -122.469559 37.733177, -122.469486 37.733219, -122.468763 37.733201, -122.468676 37.733148))"
2375,1014,6.08E+13,75,0,N,6,30900,"POLYGON ((-122.466248 37.734937, -122.465902 37.735069, -122.465412 37.735093, -122.465351 37.734989, -122.465397 37.734875, -122.465893 37.734855, -122.466248 37.734937))"
2376,2004,6.08E+13,75,22,N,6,30800,"POLYGON ((-122.462824 37.740044, -122.463069 37.739731, -122.463277 37.739359, -122.463397 37.73893899999999, -122.463415 37.738705, -122.463409 37.738444, -122.463363 37.738176, -122.4633 37.737928, -122.463377 37.738081, -122.463751 37.738309, -122.464191 37.738555, -122.464361 37.738631, -122.464329 37.738951, -122.46427 37.739337, -122.464075 37.739796, -122.464052 37.739921, -122.463562 37.739968, -122.463096 37.740029, -122.462824 37.740044))"
2377,2011,6.08E+13,75,0,N,6,31000,"POLYGON ((-122.456607 37.731188, -122.456647 37.731134, -122.457323 37.730985, -122.457474 37.730997, -122.457355 37.731052, -122.456673 37.731202, -122.456607 37.731188))"
2378,4006,6.08E+13,75,0,N,6,31100,"POLYGON ((-122.451147 37.731537, -122.451253 37.731491, -122.453331 37.731486, -122.453411 37.731531, -122.453326 37.731562, -122.451248 37.731575, -122.451147 37.731537))"
2379,4004,6.08E+13,75,0,N,6,31100,"POLYGON ((-122.448866 37.73154299999999, -122.448956 37.731496, -122.451049 37.731494, -122.451147 37.731537, -122.451046 37.731578, -122.448972 37.731584, -122.448866 37.73154299999999))"
2380,1001,6.08E+13,75,31,N,6,30600,"POLYGON ((-122.452247 37.74534, -122.452386 37.74527, -122.453281 37.744732, -122.453365 37.744593, -122.453602 37.744669, -122.453789 37.744774, -122.45407 37.74483, -122.454335 37.74480000000001, -122.454523 37.744762, -122.454268 37.745076, -122.454099 37.745336, -122.453916 37.7457, -122.45385 37.74565, -122.453641 37.745617, -122.453372 37.745609, -122.452223 37.745613, -122.451927 37.745569, -122.451748 37.745525, -122.451906 37.745513, -122.452247 37.74534))"
2381,2015,6.08E+13,75,0,N,6,30600,"POLYGON ((-122.455905 37.743482, -122.455804 37.743462, -122.455373 37.743167, -122.455271 37.743049, -122.455408 37.743099, -122.45585 37.743401, -122.455905 37.743482))"
2382,1011,6.08E+13,75,0,N,6,30600,"POLYGON ((-122.459174 37.747286, -122.45903 37.747259, -122.458691 37.746859, -122.458729 37.746755, -122.458847 37.746792, -122.459171 37.747179, -122.459174 37.747286))"
2383,3008,6.08E+13,75,8,N,6,30600,"POLYGON ((-122.459545 37.744103, -122.459827 37.743884, -122.459899 37.743868, -122.460853 37.743872, -122.461031 37.743836, -122.460887 37.743968, -122.460116 37.744568, -122.459545 37.744103))"
2384,1004,6.08E+13,75,0,N,6,30400,"POLYGON ((-122.461941 37.748997, -122.461841 37.749046, -122.460952 37.749053, -122.460757 37.749045, -122.460507 37.748998, -122.460283 37.748903, -122.460155 37.748824, -122.460062 37.748743, -122.460051 37.748695, -122.460123 37.748703, -122.460195 37.748765, -122.460335 37.748854, -122.460531 37.748932, -122.460797 37.748986, -122.461185 37.748984, -122.461839 37.748976, -122.461941 37.748997))"
2385,1018,6.08E+13,75,0,N,6,10100,"POLYGON ((-122.405659 37.806674, -122.405865 37.806581, -122.407146 37.806428, -122.407299 37.807229, -122.407304 37.807379, -122.407216 37.80725, -122.405974 37.806627, -122.405659 37.806674))"
2386,2012,6.08E+13,75,22,N,6,10100,"POLYGON ((-122.409444 37.804708, -122.41003 37.804633, -122.410124 37.805098, -122.40954 37.805174, -122.409444 37.804708))"
2387,2014,6.08E+13,75,60,N,6,10100,"POLYGON ((-122.408332 37.804367, -122.409325 37.804243, -122.409411 37.804671, -122.409444 37.804708, -122.408427 37.804835, -122.408332 37.804367))"
2388,1004,6.08E+13,75,19,N,6,10400,"POLYGON ((-122.411376 37.801125, -122.412541 37.801931, -122.4116 37.80205, -122.411445 37.80129, -122.411376 37.801125))"
2389,1005,6.08E+13,75,138,N,6,10700,"POLYGON ((-122.409014 37.79949, -122.409834 37.799396, -122.410644 37.79930299999999, -122.410834 37.800239, -122.410207 37.800315, -122.409014 37.79949))"
2390,2003,6.08E+13,75,160,N,6,10400,"POLYGON ((-122.408261 37.802466, -122.408725 37.802408, -122.409561 37.802302, -122.409749 37.803237, -122.408798 37.803353, -122.408146 37.803433, -122.408075 37.803085, -122.408029 37.80286299999999, -122.407956 37.802505, -122.408261 37.802466))"
2391,3004,6.08E+13,75,77,N,6,10600,"POLYGON ((-122.408359 37.800545, -122.408169 37.799601, -122.409014 37.79949, -122.40911 37.800012, -122.40919 37.800445, -122.408836 37.800488, -122.408359 37.800545))"
