,EDD_EMP,Total_Housing_Units,MUNI_RAIL_AVG,AVG_BART,SHR_INCOME_100P,PARK_HOURLY_AVG_ON,ONTIME5
0,4276,764,826,0,0.065312046,154,0.61929868
1,4276,764,826,0,0.065312046,154,0.621834189
2,4276,764,826,0,0.065312046,154,0.799302336
3,4276,764,826,0,0.065312046,154,0.596411724
4,4276,764,826,0,0.065312046,154,0.553667393
5,32,1904,0,0,0.219957082,200,0.538845115
6,32,1904,0,0,0.219957082,200,0.769030927
7,270,2337,0,0,0.447944007,200,0.606255868
8,8,181,0,0,0.055248619,0,0.496033324
9,8,181,0,0,0.055248619,0,0.532079293
10,6419,1107,0,0,0.537463977,317,0.706344944
11,1790,5228,0,0,0.572901325,306,0.74841118
12,1962,5228,0,0,0.572901325,259,0.657982036
13,2308,5228,0,0,0.572901325,201,0.798746179
14,2493,5228,0,0,0.572901325,259,0.678696372
15,3897,5228,0,0,0.572901325,376,0.796662832
16,4635,5228,0,0,0.572901325,400,0.69498294
17,4635,5228,0,0,0.572901325,400,0.675892735
18,1820,5228,0,0,0.572901325,376,0.717504754
19,1093,5228,0,0,0.572901325,171,0.675273785
20,3058,5228,0,0,0.572901325,284,0.705020799
21,3058,5228,0,0,0.572901325,284,0.584983644
22,12918,1107,2085.5,11577,0.537463977,130,0.722470872
23,12918,1107,2085.5,11577,0.537463977,130,0.334894491
24,12918,1107,2085.5,11577,0.537463977,130,0.664752377
25,12918,1107,2085.5,11577,0.537463977,130,0.540864962
26,13859,1107,2085.5,11577,0.537463977,102,0.733882119
27,13859,1107,2085.5,11577,0.537463977,102,0.697136197
28,2208,5228,1129,0,0.572901325,306,0.847905202
29,1596,5228,1129,0,0.572901325,318,0.641151735
30,5,2444,107.5,0,0.518923849,125,0.437697415
31,181,2500,0,0,0.241619504,200,0.607685012
32,192,2500,0,0,0.241619504,200,0.596838166
33,192,2500,0,0,0.241619504,200,0.525183824
34,192,2500,0,0,0.241619504,200,0.568345448
35,30,2500,0,0,0.241619504,0,0.616544849
36,35,2500,0,0,0.241619504,0,0.569504328
37,15,2585,201.5,0,0.409546731,0,0.665555141
38,,1126,0,0,0.590497738,0,0.65292673
39,,1126,0,0,0.590497738,0,0.406891148
40,125,2614,0,0,0.575189647,0,0.546683991
41,125,2614,0,0,0.575189647,0,0.589642299
42,2848,1805,0,0,0.631472764,220,0.758306197
43,2848,1805,0,0,0.631472764,220,0.748144013
44,2848,1805,0,0,0.631472764,220,0.649390216
46,2399,1805,0,0,0.631472764,200,0.815887455
48,2379,1805,0,0,0.631472764,246,0.813745646
49,4466,1805,0,0,0.631472764,180,0.791214329
51,5172,655,0,0,-1.11E-16,257,0.759989355
52,5172,655,0,0,-1.11E-16,257,0.752727664
56,1475,2036,0,0,0.248434238,0,0.433865915
57,1475,2036,0,0,0.248434238,0,0.431071151
58,105,2159,0,0,0.34559194,200,0.561488306
59,105,2159,0,0,0.34559194,200,0.535555556
60,104,2159,0,0,0.34559194,200,0.753304511
61,104,2159,0,0,0.34559194,200,0.890119048
62,94,2887,0,0,0.325123153,200,0.560739907
63,94,2887,0,0,0.325123153,200,0.517037037
64,102,2159,0,0,0.34559194,200,0.74935832
65,102,2159,0,0,0.34559194,200,0.881785714
66,50,2887,0,0,0.325123153,0,0.559217842
67,50,2887,0,0,0.325123153,0,0.495925926
68,45,2887,0,0,0.325123153,0,0.747800955
69,45,2887,0,0,0.325123153,0,0.884828042
70,48,2887,0,0,0.325123153,0,0.558211837
71,48,2887,0,0,0.325123153,0,0.48037037
72,48,2887,0,0,0.325123153,0,0.752661411
73,48,2887,0,0,0.325123153,0,0.890119048
74,33,2887,0,0,0.325123153,0,0.53860296
75,33,2887,0,0,0.325123153,0,0.465555556
76,13,2887,0,0,0.325123153,0,0.757213607
77,13,2887,0,0,0.325123153,0,0.898535053
79,38,2294,0,0,0.281757402,0,0.552327049
80,38,2294,0,0,0.281757402,0,0.412847222
81,37,2294,0,0,0.281757402,0,0.749081701
82,37,2294,0,0,0.281757402,0,0.879938272
83,54,2294,0,0,0.281757402,0,0.544964644
84,54,2294,0,0,0.281757402,0,0.438888889
85,49,2294,0,0,0.281757402,0,0.75639836
86,49,2294,0,0,0.281757402,0,0.852391975
87,32,1974,0,0,0.241513634,0,0.541962056
88,32,1974,0,0,0.241513634,0,0.426736111
89,17,1596,0,0,0.408311346,0,0.756808395
90,17,1596,0,0,0.408311346,0,0.873225309
91,17,1974,0,0,0.241513634,0,0.532372458
92,17,1974,0,0,0.241513634,0,0.446875
93,18,1596,0,0,0.408311346,0,0.762738467
94,18,1596,0,0,0.408311346,0,0.855864198
95,54,1974,0,0,0.241513634,0,0.551793579
96,54,1974,0,0,0.241513634,0,0.511111111
97,55,1596,0,0,0.408311346,0,0.756779129
98,55,1596,0,0,0.408311346,0,0.873961841
99,101,1974,0,0,0.241513634,0,0.536824813
100,101,1974,0,0,0.241513634,0,0.477777778
101,29,1596,0,0,0.408311346,0,0.756313641
102,29,1596,0,0,0.408311346,0,0.884104938
103,220,3314,0,0,0.284132841,0,0.515019486
104,220,3314,0,0,0.284132841,0,0.511111111
105,219,3314,0,0,0.284132841,0,0.762987606
106,219,3314,0,0,0.284132841,0,0.888271605
107,50,3314,0,0,0.284132841,0,0.510627238
108,50,3314,0,0,0.284132841,0,0.494444444
109,51,3314,0,0,0.284132841,0,0.773419229
110,51,3314,0,0,0.284132841,0,0.904861111
111,100,3314,0,0,0.284132841,200,0.612244898
112,100,3314,0,0,0.284132841,200,0.786808318
113,100,3314,0,0,0.284132841,200,0.90145202
114,100,3314,0,0,0.284132841,200,0.725865298
115,86,3314,0,0,0.284132841,200,0.788230318
116,86,3314,0,0,0.284132841,200,0.503829867
117,86,3314,0,0,0.284132841,200,0.475555556
118,86,3314,0,0,0.284132841,200,0.580134262
119,400,3314,0,0,0.284132841,200,0.793362283
120,400,3314,0,0,0.284132841,200,0.510953693
121,400,3314,0,0,0.284132841,200,0.475555556
122,400,3314,0,0,0.284132841,200,0.582303644
123,396,3314,0,0,0.284132841,200,0.6140246
124,396,3314,0,0,0.284132841,200,0.785839831
125,396,3314,0,0,0.284132841,200,0.904356061
126,396,3314,0,0,0.284132841,200,0.7232696
127,102,2731,0,0,0.365834633,0,0.790002068
128,102,2731,0,0,0.365834633,0,0.510589846
129,102,2731,0,0,0.365834633,0,0.488888889
130,102,2731,0,0,0.365834633,0,0.581672788
131,101,2731,0,0,0.365834633,0,0.611887848
132,101,2731,0,0,0.365834633,0,0.790612355
133,101,2731,0,0,0.365834633,0,0.882021605
134,101,2731,0,0,0.365834633,0,0.720912645
135,108,2731,0,0,0.365834633,0,0.790002068
136,108,2731,0,0,0.365834633,0,0.48899697
137,108,2731,0,0,0.365834633,0,0.455555556
138,108,2731,0,0,0.365834633,0,0.5741175
139,107,2731,0,0,0.365834633,0,0.608360511
140,107,2731,0,0,0.365834633,0,0.805198493
141,107,2731,0,0,0.365834633,0,0.897488777
142,107,2731,0,0,0.365834633,0,0.750563504
143,53,2159,0,0,0.34559194,0,0.558040167
144,53,2159,0,0,0.34559194,0,0.568888889
145,6,2731,0,0,0.365834633,0,0.686156914
146,72,2294,0,0,0.281757402,0,0.566804026
147,72,2294,0,0,0.281757402,0,0.41875
148,70,2294,0,0,0.281757402,0,0.754614359
149,70,2294,0,0,0.281757402,0,0.900589226
150,24,2248,0,0,0.519512195,0,0.617445543
151,24,2248,0,0,0.519512195,0,0.347159044
152,42,2248,0,0,0.519512195,0,0.71398119
153,42,2248,0,0,0.519512195,0,0.695733195
155,44,2248,0,0,0.519512195,0,0.323941319
156,52,2248,0,0,0.519512195,375,0.632144776
157,52,2248,0,0,0.519512195,375,0.357637535
158,161,2248,0,0,0.519512195,0,0.640708952
159,161,2248,0,0,0.519512195,0,0.830123494
160,28,2248,0,0,0.519512195,0,0.6225644
161,28,2248,0,0,0.519512195,0,0.335166099
162,2362,1805,0,0,0.631472764,228,0.703670776
163,1718,1805,0,0,0.631472764,229,0.620740865
164,962,1805,0,0,0.631472764,408,0.689781236
165,1430,2111,0,0,0.234471181,281,0.763431051
166,1430,2111,0,0,0.234471181,281,0.782907086
167,1557,2111,0,0,0.234471181,270,0.713348968
168,1557,2111,0,0,0.234471181,270,0.747722156
169,63,2707,0,0,0.591583166,0,0.578768197
170,71,2707,0,0,0.591583166,0,0.64686692
171,1805,2914,0,0,0.097987087,268,0.76051712
172,1805,2914,0,0,0.097987087,268,0.804977019
173,6851,5228,0,0,0.572901325,326,0.378968254
176,15754,1107,656,0,0.537463977,350,0.559428689
177,15754,1107,656,0,0.537463977,350,0.610660746
178,15754,1107,656,0,0.537463977,350,0.702852183
179,15754,1107,656,0,0.537463977,350,0.509306273
182,42,2248,0,0,0.519512195,0,0.322932375
183,664,3031,0,0,0.423881674,553,0.763131241
184,664,3031,0,0,0.423881674,553,0.486052753
185,48,2248,0,0,0.519512195,0,0.391538002
186,48,2248,0,0,0.519512195,0,0.92883827
187,15,1978,0,0,0.477737035,0,0.735419386
188,608,806,754,0,0.652849741,0,0.454887955
189,850,806,754,0,0.652849741,0,0.368553233
190,608,806,418,0,0.652849741,0,0.461423903
191,623,806,418,0,0.652849741,0,0.38464172
192,78,1344,590,0,0.194174757,200,0.476698828
193,1455,5228,0,0,0.572901325,252,0.78914421
194,1455,5228,0,0,0.572901325,252,0.787827533
195,55,594,225.5,0,0.296511628,0,0.463315697
196,86,981,225.5,0,0.148351648,0,0.360609244
197,229,222,551,0,0.779411765,0,0.453078639
198,2946,5228,0,0,0.572901325,174,0.602256699
199,2946,5228,0,0,0.572901325,174,0.601536871
203,2946,5228,0,0,0.572901325,174,0.438013539
204,2946,5228,0,0,0.572901325,174,0.208639706
205,2946,5228,0,0,0.572901325,174,0.43628655
206,2946,5228,0,0,0.572901325,174,0.396575583
207,222,400,427,0,0.213296399,0,0.455843788
208,222,400,427,0,0.213296399,0,0.382668067
209,3227,5228,0,0,0.572901325,174,0.631933156
210,3227,5228,0,0,0.572901325,174,0.635973538
214,3227,5228,0,0,0.572901325,174,0.403104575
215,3227,5228,0,0,0.572901325,174,0.249693627
216,3227,5228,0,0,0.572901325,174,0.442777778
217,3227,5228,0,0,0.572901325,174,0.442924076
218,169,222,427,0,0.779411765,0,0.605975559
219,169,222,427,0,0.779411765,0,0.452611785
220,65,400,541.5,0,0.213296399,0,0.451853214
221,65,400,541.5,0,0.213296399,0,0.382668067
222,114,400,541.5,0,0.213296399,0,0.609549198
223,114,400,541.5,0,0.213296399,0,0.458063596
224,4276,1107,0,0,0.537463977,350,0.726282772
225,4276,1107,0,0,0.537463977,350,0.730442667
226,4276,1107,0,0,0.537463977,350,0.679738562
231,4276,1107,0,0,0.537463977,350,0.37394958
232,4276,1107,0,0,0.537463977,350,0.264859069
233,4276,1107,0,0,0.537463977,350,0.464707602
234,4276,1107,0,0,0.537463977,350,0.507123294
235,5330,1107,0,0,0.537463977,350,0.772497808
236,5330,1107,0,0,0.537463977,350,0.762515396
237,443,400,1089.5,0,0.213296399,0,0.541875085
238,443,400,1089.5,0,0.213296399,0,0.567852968
239,443,400,1089.5,0,0.213296399,0,0.474643352
240,443,400,1089.5,0,0.213296399,0,0.384838936
241,492,747,1089.5,0,0.171597633,200,0.612754589
242,492,747,1089.5,0,0.171597633,200,0.463237888
243,520,5228,0,0,0.572901325,290,0.554026377
244,520,5228,0,0,0.572901325,290,0.554873273
248,520,5228,0,0,0.572901325,290,0.447525677
249,520,5228,0,0,0.572901325,290,0.225183824
250,520,5228,0,0,0.572901325,290,0.409883041
251,520,5228,0,0,0.572901325,290,0.382886072
252,77,1344,590,0,0.194174757,200,0.370950047
253,144,594,0,0,0.296511628,0,0.426460214
254,183,1344,716.5,0,0.194174757,0,0.376295518
255,201,594,716.5,0,0.296511628,0,0.481056126
256,1,2444,107.5,0,0.518923849,129,0.396678338
257,1228,1061,0,0,0.532746823,218,0.551999621
258,1228,1061,0,0,0.532746823,218,0.347401183
259,1596,3993,0,0,0.335057471,281,0.693089703
260,1596,3993,0,0,0.335057471,281,0.707238193
264,1596,3993,0,0,0.335057471,281,0.435869904
265,1596,3993,0,0,0.335057471,281,0.575096498
266,1596,3993,0,0,0.335057471,281,0.26833751
267,1596,3993,0,0,0.335057471,281,0.694794393
268,1632,3993,0,0,0.335057471,303,0.689372835
269,1632,3993,0,0,0.335057471,303,0.697912624
273,1632,3993,0,0,0.335057471,303,0.441861189
274,1632,3993,0,0,0.335057471,303,0.561481243
275,1632,3993,0,0,0.335057471,303,0.319340017
276,1632,3993,0,0,0.335057471,303,0.69060561
277,1258,3422,0,0,0.109351988,0,0.702816666
278,1258,3422,0,0,0.109351988,0,0.692699928
282,1258,3422,0,0,0.109351988,0,0.477264239
283,1258,3422,0,0,0.109351988,0,0.578296007
284,1258,3422,0,0,0.109351988,0,0.40380117
285,1258,3422,0,0,0.109351988,0,0.665758892
286,4100,3422,0,4722.5,0.109351988,213,0.462537793
287,4100,3422,0,4722.5,0.109351988,213,0.474233193
288,4100,3422,0,4722.5,0.109351988,213,0.546173469
289,4100,3422,0,4722.5,0.109351988,213,0.621071282
290,4100,3422,0,4722.5,0.109351988,213,0.729298876
294,4100,3422,0,4722.5,0.109351988,213,0.484726113
295,4100,3422,0,4722.5,0.109351988,213,0.596411483
296,4100,3422,0,4722.5,0.109351988,213,0.499122807
297,4100,3422,0,4722.5,0.109351988,213,0.686969569
298,723,2444,1595.5,0,0.518923849,198,0.583789683
299,723,2444,1595.5,0,0.518923849,198,0.586966439
300,685,1061,1595.5,0,0.532746823,173,0.622843934
301,685,1061,1595.5,0,0.532746823,173,0.859951397
302,685,1061,1595.5,0,0.532746823,173,0.362122028
304,682,2444,1595.5,0,0.518923849,198,0.700356125
305,682,2444,1595.5,0,0.518923849,198,0.49775641
306,727,2444,1595.5,0,0.518923849,198,0.5
308,727,2444,1595.5,0,0.518923849,198,0.778104575
310,727,2444,1595.5,0,0.518923849,198,0.764705882
312,727,2444,1595.5,0,0.518923849,198,0.420693277
313,583,1061,0,0,0.532746823,128,0.864433597
314,6550,3993,0,0,0.335057471,218,0.616761794
315,727,3993,0,0,0.335057471,289,0.54566629
316,2782,3993,0,0,0.335057471,303,0.543535118
317,2811,3993,0,0,0.335057471,300,0.632888058
318,5233,3422,0,0,0.109351988,213,0.567302475
319,2190,3422,0,0,0.109351988,213,0.619559746
320,910,1061,0,0,0.532746823,173,0.87024481
321,32,2887,0,0,0.325123153,200,0.658740183
322,39,2159,0,0,0.34559194,200,0.382798955
323,102,2159,0,0,0.34559194,200,0.432290494
324,104,2887,0,0,0.325123153,200,0.711573602
325,121,2159,0,0,0.34559194,200,0.379430971
326,467,2059,0,0,0.254971953,200,0.702489905
327,421,2417,0,0,0.338612017,200,0.701863863
328,141,2059,0,0,0.254971953,200,1
329,141,2059,0,0,0.254971953,200,0.608748977
330,141,2059,0,0,0.254971953,200,0.800504723
331,130,2159,0,0,0.34559194,0,0.624496729
332,130,2159,0,0,0.34559194,0,0.706277583
333,130,2159,0,0,0.34559194,0,0.536430035
334,320,2159,0,0,0.34559194,200,0.443288096
335,322,2887,0,0,0.325123153,200,0.735680752
336,418,3993,0,0,0.335057471,200,0.79265873
337,14,2517,0,0,0.461931093,0,0.492082988
338,14,2517,0,0,0.461931093,0,0.690553248
339,14,2517,0,0,0.461931093,0,0.717473839
340,7,2523,0,0,0.411635082,0,0.56606057
341,7,2523,0,0,0.411635082,0,0.432133777
342,520,2417,0,0,0.338612017,200,0.421625465
343,429,1061,0,0,0.532746823,200,0.710810986
344,685,3993,0,0,0.335057471,200,0.672831906
345,152,3993,0,0,0.335057471,200,0.684197645
346,524,3993,0,0,0.335057471,300,0.671584806
347,381,3422,0,0,0.109351988,300,0.664249215
348,1164,3422,0,0,0.109351988,300,0.69602031
349,1806,1061,0,0,0.532746823,138,0.559068627
350,1806,1061,0,0,0.532746823,138,0.709586473
351,56,2417,0,0,0.338612017,200,0.753373031
352,133,2887,0,0,0.325123153,0,0.372175076
353,144,2887,0,0,0.325123153,0,0.547683876
354,144,2887,0,0,0.325123153,0,0.672882215
355,144,2887,0,0,0.325123153,0,0.650641026
356,152,2887,0,0,0.325123153,0,0.426220717
357,151,2887,0,0,0.325123153,0,0.724852217
358,1010,1061,0,0,0.532746823,200,0.566163869
359,756,1061,0,0,0.532746823,0,0.569317797
360,732,3993,0,0,0.335057471,200,0.586829648
361,151,1061,0,0,0.532746823,0,0.574009989
362,643,3422,0,0,0.109351988,300,0.589857874
363,449,3422,0,0,0.109351988,300,0.600438356
364,4085,3422,4292.5,6961,0.109351988,300,0.626205526
365,387,1061,0,0,0.532746823,200,0.54179535
366,680,2112,337,0,0.347648262,194,0.467066491
367,723,2112,337,0,0.347648262,200,0.768376068
368,705,2112,337,0,0.347648262,191,0.719228665
369,289,2112,1276.5,0,0.347648262,164,0.639664174
370,289,2112,1276.5,0,0.347648262,164,0.482907433
371,289,2112,1276.5,0,0.347648262,164,0.691166484
373,283,2112,1276.5,0,0.347648262,0,0.72022129
374,283,2112,1276.5,0,0.347648262,0,0.706058511
375,283,2112,1276.5,0,0.347648262,0,0.563809933
376,283,2112,1276.5,0,0.347648262,0,0.616893374
377,283,2112,1276.5,0,0.347648262,0,0.699340082
378,36,2112,0,0,0.347648262,0,0.708574044
379,36,2112,0,0,0.347648262,0,0.71762792
380,36,2112,0,0,0.347648262,0,0.537101223
381,36,2112,0,0,0.347648262,0,0.722138646
382,27,2517,0,0,0.461931093,0,0.601504815
383,27,2517,0,0,0.461931093,0,0.443520272
384,27,2517,0,0,0.461931093,0,0.674979287
386,35,2517,0,0,0.461931093,0,0.714710686
387,35,2517,0,0,0.461931093,0,0.721853004
388,35,2517,0,0,0.461931093,0,0.537616995
389,35,2517,0,0,0.461931093,0,0.737458984
390,28,2517,0,0,0.461931093,0,0.69194662
391,265,2112,0,0,0.347648262,194,0.47531893
392,266,2112,0,0,0.347648262,190,0.716223099
393,43,2517,0,0,0.461931093,0,0.537797131
394,42,2517,0,0,0.461931093,0,0.714965394
395,25,2517,0,0,0.461931093,0,0.540638661
396,24,2517,0,0,0.461931093,0,0.737823204
397,9,2517,0,0,0.461931093,0,0.53657873
398,24,909,0,0,0.220839813,0,0.737700341
399,25,909,0,0,0.220839813,0,0.724080923
400,,909,0,0,0.220839813,0,0.719322665
401,6,1334,0,0,0.519575856,0,0.731779278
402,15,1994,0,0,0.555674518,0,0.759474972
403,9,1334,0,0,0.519575856,0,0.522256829
404,11,1994,0,0,0.555674518,0,0.766311828
405,15,1334,0,0,0.519575856,0,0.519878
406,361,1061,0,0,0.532746823,200,0.530323827
407,361,1061,0,0,0.532746823,200,0.720245726
408,651,3993,0,0,0.335057471,261,0.834215307
409,651,3993,0,0,0.335057471,261,0.601182077
410,651,3993,0,0,0.335057471,261,0.724875356
411,1233,793,0,0,0.264150943,164,0.626558375
412,1233,793,0,0,0.264150943,164,0.680485537
413,1233,793,0,0,0.264150943,164,0.9171415
414,1332,3993,0,0,0.335057471,158,0.488981864
415,1332,3993,0,0,0.335057471,158,0.843113003
416,1332,3993,0,0,0.335057471,158,0.596901103
417,1332,3993,0,0,0.335057471,158,0.734134615
419,1040,793,0,0,0.264150943,0,0.590258284
420,1040,793,0,0,0.264150943,0,0.606752959
421,1040,793,0,0,0.264150943,0,0.707176259
422,1040,793,0,0,0.264150943,0,0.908594492
424,857,3422,0,0,0.109351988,203,0.792206789
425,857,3422,0,0,0.109351988,203,0.581642795
426,857,3422,0,0,0.109351988,203,0.724875356
427,849,793,0,0,0.264150943,159,0.645926626
428,849,793,0,0,0.264150943,159,0.68497118
429,849,793,0,0,0.264150943,159,0.917497626
430,3580,3422,0,0,0.109351988,170,0.567443717
431,2107,793,0,0,0.264150943,300,0.678893418
432,2107,793,0,0,0.264150943,300,0.692793317
433,2107,793,0,0,0.264150943,300,0.930318139
434,6691,3422,4427,0,0.109351988,170,0.577263849
436,6983,793,4427,0,0.264150943,300,0.679759708
438,3,909,0,0,0.220839813,0,0.721825005
439,3,909,0,0,0.220839813,0,0.501936037
440,12,1334,0,0,0.519575856,0,0.615968247
441,12,1334,0,0,0.519575856,0,0.645295725
442,18,1994,0,0,0.555674518,0,0.491093373
444,120,1994,344.5,0,0.555674518,200,0.657153189
445,123,2190,344.5,0,0.567723343,0,0.505770346
446,30,2190,187,0,0.567723343,0,0.502158047
447,30,2190,187,0,0.567723343,200,0.668167977
448,105,2391,0,0,0.487885986,0,0.657338886
449,623,1831,5097,0,0.448818898,0,0.719212837
450,666,1831,5097,0,0.448818898,162,0.469481849
451,666,1831,5097,0,0.448818898,162,0.7069161
452,1016,2391,0,0,0.487885986,0,0.673256429
453,1016,2391,0,0,0.487885986,0,0.626080774
454,54,1831,0,0,0.448818898,0,0.681715272
455,60,1831,0,0,0.448818898,0,0.616179289
456,175,1831,0,0,0.448818898,0,0.68405602
457,176,1831,0,0,0.448818898,0,0.60819935
458,8,1334,0,0,0.519575856,0,0.745737683
459,7,1334,0,0,0.519575856,0,0.728775435
460,5,1334,0,0,0.519575856,0,0.717110467
461,9,1334,0,0,0.519575856,0,0.709770034
462,155,2190,344.5,0,0.567723343,200,0.804843305
463,147,2190,344.5,0,0.567723343,200,0.918518519
464,24,2190,96.5,0,0.567723343,200,0.788359788
465,24,2190,96.5,0,0.567723343,200,0.918518519
466,117,2190,0,0,0.567723343,200,0.794300561
468,41,2517,0,0,0.461931093,0,0.695886968
469,25,2517,0,0,0.461931093,0,0.756822331
470,36,2517,0,0,0.461931093,0,0.752746033
471,11,2517,0,0,0.461931093,0,0.704773777
472,40,2517,0,0,0.461931093,0,0.747841401
473,5,1334,0,0,0.519575856,0,0.703503038
474,6,1334,0,0,0.519575856,0,0.695329866
475,6,1334,0,0,0.519575856,0,0.685202966
476,634,793,0,0,0.264150943,200,0.839490535
477,634,793,0,0,0.264150943,200,0.779950107
478,634,793,0,0,0.264150943,200,0.737026862
479,1014,793,0,0,0.264150943,0,0.636003828
480,1014,793,0,0,0.264150943,0,0.591082799
481,1014,793,0,0,0.264150943,0,0.78971252
482,184,1817,476.5,0,0.436307692,0,0.738920689
483,256,3152,0,0,0.298480463,0,0.746732244
484,284,1817,0,0,0.436307692,0,0.609410081
485,362,3152,0,0,0.298480463,186,0.747321812
486,263,3152,0,0,0.298480463,0,0.590093393
487,768,793,0,0,0.264150943,0,0.787187018
488,768,793,0,0,0.264150943,0,0.725068726
489,768,793,0,0,0.264150943,0,0.738680301
490,441,793,0,0,0.264150943,0,0.627560973
491,441,793,0,0,0.264150943,0,0.561839059
492,441,793,0,0,0.264150943,0,0.811837716
493,958,2444,0,0,0.518923849,0,0.635798739
494,958,2444,0,0,0.518923849,0,0.757064364
495,717,2800,0,7245,0.186246418,200,0.796377284
496,739,2800,0,7245,0.186246418,214,0.587790923
497,739,2800,0,7245,0.186246418,230,0.656244163
499,361,793,0,0,0.264150943,200,0.809362599
500,361,793,0,0,0.264150943,200,0.776930494
501,361,793,0,0,0.264150943,200,0.748219373
502,351,793,0,0,0.264150943,0,0.663144366
503,351,793,0,0,0.264150943,0,0.58199635
504,351,793,0,0,0.264150943,0,0.786842622
505,1677,793,0,0,0.264150943,0,0.634633601
506,1677,793,0,0,0.264150943,0,0.77460263
507,620,793,0,0,0.264150943,0,0.629720734
508,620,793,0,0,0.264150943,0,0.548097976
509,620,793,0,0,0.264150943,0,0.530845543
510,802,2800,0,0,0.186246418,365,0.77210872
511,841,3152,0,0,0.298480463,230,0.597914908
512,810,793,0,0,0.264150943,0,0.768154002
513,810,793,0,0,0.264150943,0,0.6624186
514,717,2800,0,7245,0.186246418,200,0.985331633
515,717,2800,0,7245,0.186246418,200,0.925111925
516,26,1994,0,0,0.555674518,0,0.711029041
517,29,1994,0,0,0.555674518,0,0.471036033
518,21,1994,0,0,0.555674518,0,0.685199137
519,18,3701,0,0,0.544632439,0,0.59070051
520,21,3701,0,0,0.544632439,0,0.61760768
521,29,3701,0,0,0.544632439,0,0.601451654
522,722,2444,0,0,0.518923849,0,0.7399506
523,722,2444,0,0,0.518923849,0,0.752824085
524,722,2444,0,0,0.518923849,0,0.750762207
525,689,1628,0,0,0.587248322,0,0.62609153
526,10,2391,0,0,0.487885986,0,0.596799284
527,1103,2444,0,0,0.518923849,0,0.763619134
528,665,2444,0,0,0.518923849,0,0.677355072
529,665,2444,0,0,0.518923849,0,0.727869272
530,778,1628,0,0,0.587248322,0,0.245956513
531,778,1628,0,0,0.587248322,0,0.612805453
532,228,806,237,0,0.652849741,0,0.614174229
533,63,2876,623,0,0.466328747,0,0.680846133
534,59,2876,623,0,0.466328747,0,0.597900576
535,205,1116,0,0,0.553072626,0,0.726292976
536,1066,1522,0,0,0.468336813,200,0.685707798
537,1051,2876,0,0,0.466328747,200,0.62993034
538,17,4372,0,0,0.459196102,0,0.643186805
539,35,4372,0,0,0.459196102,0,0.60912462
540,275,1522,0,0,0.468336813,0,0.578903555
541,144,2876,0,0,0.466328747,0,0.679723298
542,243,3054,0,0,0.444703531,0,0.600216648
543,149,1522,0,0,0.468336813,0,0.655055079
544,394,3054,0,0,0.444703531,0,0.708068171
545,377,3054,0,0,0.444703531,0,0.596644908
546,37,4372,0,0,0.459196102,0,0.642567242
547,37,4372,0,0,0.459196102,0,0.587816933
548,237,806,0,0,0.652849741,0,0.610361902
549,342,2630,0,0,0.314285714,212,0.740880279
550,15,4372,0,0,0.459196102,0,0.635244033
551,113,2876,0,0,0.466328747,0,0.662077704
552,131,2876,0,0,0.466328747,0,0.601768983
553,175,1116,0,0,0.553072626,0,0.702301559
554,141,1116,0,0,0.553072626,0,0.608875526
555,137,2876,0,0,0.466328747,0,0.67848444
556,123,2876,0,0,0.466328747,0,0.600740314
557,195,1116,0,0,0.553072626,0,0.693589274
558,238,1116,0,0,0.553072626,0,0.615316454
559,354,3054,0,0,0.444703531,517,0.73194625
560,365,2630,0,0,0.314285714,320,0.588457183
561,14,2380,0,0,0.633362294,0,0.638330994
562,14,2380,0,0,0.633362294,0,0.656977589
563,127,764,838.5,0,0.065312046,154,0.362857357
564,127,764,838.5,0,0.065312046,154,0.589766839
565,592,1447,569.5,0,0.55505618,0,0.443112504
566,592,1447,569.5,0,0.55505618,0,0.688436764
567,592,1447,569.5,0,0.55505618,0,0.263012242
568,358,2380,569.5,0,0.633362294,0,0.660189495
569,358,2380,569.5,0,0.633362294,0,0.814774033
570,358,2380,569.5,0,0.633362294,0,0.579138037
571,4276,764,826,0,0.065312046,154,0.617930576
572,4276,764,826,0,0.065312046,154,0.228665766
573,4276,764,826,0,0.065312046,154,0.679575917
574,4276,764,826,0,0.065312046,154,0.641290356
575,4276,764,826,0,0.065312046,154,0.385722067
577,4282,2380,826,0,0.633362294,0,0.567543045
578,293,3288,0,0,0.289915966,200,0.570343743
579,293,3288,0,0,0.289915966,200,0.732949832
580,293,3288,0,0,0.289915966,200,0.290569561
581,303,1904,0,0,0.219957082,0,0.546691328
582,303,1904,0,0,0.219957082,0,0.740052919
583,303,1904,0,0,0.219957082,0,0.634586057
584,33,2380,134,0,0.633362294,0,0.652759065
585,33,2380,134,0,0.633362294,0,0.70568506
586,48,2945,134,0,0.210778443,0,0.42283925
587,48,2945,134,0,0.210778443,0,0.662924474
588,91,1904,419.5,0,0.219957082,0,0.549706771
589,91,1904,419.5,0,0.219957082,0,0.728493974
590,91,1904,419.5,0,0.219957082,0,0.623965142
591,83,3288,419.5,0,0.289915966,0,0.574661671
592,83,3288,419.5,0,0.289915966,0,0.733966188
593,83,3288,419.5,0,0.289915966,0,0.290569561
594,35,1904,0,0,0.219957082,0,0.53731411
595,35,1904,0,0,0.219957082,0,0.729258231
596,35,1904,0,0,0.219957082,0,0.603703704
