,ROUTE_SHORT_NAME,DIR,STOPNAME,STOP_ID
1999,27,0,Harrison St & 7th St   ,4971
4007,47,1,Harrison St & 7th St   ,4971
2000,27,0,Harrison St & 8th St   ,4972
4008,47,1,Harrison St & 8th St   ,4972
486,12,0,Harrison St & 8th St   ,4972
487,12,0,Harrison St & 9th St   ,4973
2001,27,0,Harrison St & 9th St   ,4973
4009,47,1,Harrison St & 9th St   ,4973
488,12,0,Harrison St & Main St   ,4975
489,12,0,Harrison St & The Embarcadero ,4974
2352,29,1,Hawes St & Gilman Ave   ,4976
1451,21,0,Hayes St & Ashbury St  ,4977
1493,21,1,Hayes St & Ashbury St  ,4978
1494,21,1,Hayes St & Baker St  ,4980
1452,21,0,Hayes St & Baker St  ,4979
1495,21,1,Hayes St & Broderick St  ,4982
1453,21,0,Hayes St & Broderick St  ,4981
1454,21,0,Hayes St & Buchanan St  ,4983
1496,21,1,Hayes St & Buchanan St  ,4984
1455,21,0,Hayes St & Central Ave  ,4985
1497,21,1,Hayes St & Central Ave  ,4986
1498,21,1,Hayes St & Clayton St  ,4988
1456,21,0,Hayes St & Clayton St  ,4987
1499,21,1,Hayes St & Cole St  ,4990
1457,21,0,Hayes St & Cole St  ,4989
1500,21,1,Hayes St & Divisadero St  ,4992
1458,21,0,Hayes St & Divisadero St  ,4991
1501,21,1,Hayes St & Fillmore St  ,4994
1459,21,0,Hayes St & Fillmore St  ,4993
1460,21,0,Hayes St & Franklin St  ,4995
1461,21,0,Hayes St & Gough St  ,4996
1462,21,0,Hayes St & Laguna St  ,4998
1463,21,0,Hayes St & Larkin St  ,4997
1464,21,0,Hayes St & Lyon St  ,4999
1502,21,1,Hayes St & Lyon St  ,5000
1503,21,1,Hayes St & Masonic Ave  ,5002
1465,21,0,Hayes St & Masonic Ave  ,5001
1504,21,1,Hayes St & Pierce St  ,5004
1466,21,0,Hayes St & Pierce St  ,5003
1505,21,1,Hayes St & Scott St  ,5006
1467,21,0,Hayes St & Scott St  ,5005
1506,21,1,Hayes St & Shrader St  ,5008
1468,21,0,Hayes St & Shrader St  ,5007
1469,21,0,Hayes St & Stanyan St  ,5009
1507,21,1,Hayes St & Stanyan St  ,5010
1508,21,1,Hayes St & Steiner St  ,5012
1470,21,0,Hayes St & Steiner St  ,5011
1471,21,0,Hayes St & Van Ness Ave  ,5013
1509,21,1,Hayes St & Webster St  ,5015
1472,21,0,Hayes St & Webster St  ,5014
1510,21,1,Hayes St&Shrader St SW-FS/BZ,7561
986,18,0,Herbst Rd & Skyline Blvd  ,5016
1570,22,0,Hermann St & Fillmore St  ,5018
6833,N-OWL,1,Hermann St & Fillmore St  ,5018
6777,N-OWL,0,Hermann St & Fillmore St  ,5017
1618,22,1,Hermann St & Fillmore St  ,5017
4080,48,0,Hoffman Ave & 22nd St  ,5031
4081,48,0,Hoffman Ave & 23rd St  ,5032
4082,48,0,Hoffman Ave & 24th St  ,5033
2235,29,0,Holloway Ave & Beverly St  ,5034
2236,29,0,Holloway Ave & Junipero Serra Blvd,5037
2353,29,1,Holloway Ave & Junipero Serra Blvd,5036
4665,54,1,Holyoke St & Wayland St  ,5030
4587,54,0,Holyoke St & Wayland St  ,5029
5455,89,0,Hospital Entr Rd/Laguna Honda Blvd,5251
2621,30X,1,Howard St & Main St   ,5056
150,1,0,Howard St & Main St   ,5056
221,1,1,Howard St & Main St   ,5056
1436,20,1,Howard St & New Montgomery St,7410
2518,30,0,Howard St & New Montgomery St,7411
2622,30X,1,Howard St & Spear St   ,5058
2595,30X,0,Howard St & Spear St   ,5057
2623,30X,1,Howard St & The Embarcadero   ,5054
2596,30X,0,Howard St & The Embarcadero   ,5055
4588,54,0,Howth St & Geneva Ave   ,5038
4589,54,0,Howth St & Mt Vernon Ave   ,5039
4590,54,0,Howth St & Niagra Ave   ,5040
4666,54,1,Hudson Ave & 3rd St   ,5041
4591,54,0,Hudson Ave & 3rd St   ,5041
4667,54,1,Hudson Ave & Ardath Ct  ,5042
4668,54,1,Hudson Ave & Cashmere St   ,5043
3791,44,0,Hudson Ave & Ingalls St  ,5045
3858,44,1,Hudson Ave & Ingalls St  ,5044
4669,54,1,Hudson Ave & Ingalls St  ,5045
4670,54,1,Hudson Ave & Keith St   ,5047
4671,54,1,Hudson Ave & Mendell St   ,5049
3859,44,1,Hudson Ave & Whitney Young Cir,5050
3792,44,0,Hudson Ave & Whitney Young Cir,5051
4672,54,1,Hudson Ave & Whitney Young Cir,5051
2002,27,0,Hyde St & California St  ,5065
2003,27,0,Hyde St & Clay St  ,5068
1104,19,0,Hyde St & Fulton St  ,5071
1105,19,0,Hyde St & Mcallister St  ,5079
2004,27,0,Hyde St & Pine St  ,5084
2005,27,0,Hyde St & Sacramento St  ,5085
1106,19,0,Hyde St & Turk St  ,5087
1861,24,1,Industrial St & Bay Shore Blvd,5092
1798,24,0,Industrial St & Bay Shore Blvd,5093
1799,24,0,Industrial St & Elmira St  ,5094
1800,24,0,Industrial St & Palou Ave   ,5095
1862,24,1,Industrial St & Revere Ave  ,5096
4673,54,1,Ingalls St & Beatrice Ln   ,5106
3860,44,1,Ingalls St & Harbor Rd  ,5107
3793,44,0,Ingalls St & Harbor Rd  ,5108
4674,54,1,Ingalls St & Revere Ave   ,5110
4592,54,0,Ingalls St & Thomas Ave   ,5111
4675,54,1,Ingalls St & Thomas Ave   ,5112
4593,54,0,Ingalls St & Van Dyke Ave   ,5114
4676,54,1,Ingalls St & Van Dyke Ave   ,5113
2354,29,1,Ingerson Ave & Griffith St   ,5115
2355,29,1,Ingerson Ave & Hawes St   ,5116
1107,19,0,Innes Ave & Earl St   ,5098
1180,19,1,Innes Ave & Earl St   ,5097
1108,19,0,Innes Ave & Fitch St   ,5100
1181,19,1,Innes Ave & Fitch St   ,5099
1109,19,0,Innes Ave & Griffith St   ,5102
1182,19,1,Innes Ave & Griffith St   ,5101
1183,19,1,Innes Ave & Hunters Point Blvd ,5103
1110,19,0,Innes Ave & Hunters Point Blvd ,5104
1184,19,1,Innes St & Donahue St   ,5117
6778,N-OWL,0,Irving St & 2nd Ave  ,5118
6834,N-OWL,1,Irving St & 4th Ave  ,5120
6779,N-OWL,0,Irving St & 4th Ave  ,5119
6835,N-OWL,1,Irving St & 7th Ave  ,5122
6780,N-OWL,0,Irving St & 7th Ave  ,5121
6781,N-OWL,0,Irving St & 9th Ave  ,5123
6836,N-OWL,1,Irving St & Arguello Blvd  ,5124
548,12,1,JACKSON ST & POLK ST,7203
347,10,1,JACKSON ST & POLK ST,7203
2165,28L,0,JUNIPERO SERRA BLVD/S.F. Golf Club,5135
2090,28,0,JUNIPERO SERRA BLVD/S.F. Golf Club,5135
2457,3,1,Jackson St & Baker St  ,5143
2428,3,0,Jackson St & Baker St  ,5142
348,10,1,Jackson St & Buchanan St  ,5144
549,12,1,Jackson St & Buchanan St  ,5144
1801,24,0,Jackson St & Divisadero St  ,5145
2429,3,0,Jackson St & Divisadero St  ,5145
2458,3,1,Jackson St & Divisadero St  ,5146
490,12,0,Jackson St & Fillmore St  ,5147
349,10,1,Jackson St & Fillmore St  ,5147
2430,3,0,Jackson St & Fillmore St  ,5147
550,12,1,Jackson St & Fillmore St  ,5147
1571,22,0,Jackson St & Fillmore St  ,5147
267,10,0,Jackson St & Fillmore St  ,5147
551,12,1,Jackson St & Franklin St  ,5148
350,10,1,Jackson St & Franklin St  ,5148
351,10,1,Jackson St & Gough St  ,5149
552,12,1,Jackson St & Gough St  ,5149
2049,27,1,Jackson St & Hyde St  ,5151
352,10,1,Jackson St & Laguna St  ,5155
553,12,1,Jackson St & Laguna St  ,5155
2050,27,1,Jackson St & Larkin St  ,5153
353,10,1,Jackson St & Octavia St  ,5157
554,12,1,Jackson St & Octavia St  ,5157
2051,27,1,Jackson St & Polk St  ,5158
2431,3,0,Jackson St & Presidio Ave  ,5159
1863,24,1,Jackson St & Scott St  ,5161
1802,24,0,Jackson St & Scott St  ,5160
2459,3,1,Jackson St & Scott St  ,5161
2432,3,0,Jackson St & Scott St  ,5160
2433,3,0,Jackson St & Steiner St  ,5162
2460,3,1,Jackson St & Steiner St  ,5163
1864,24,1,Jackson St & Steiner St  ,5163
491,12,0,Jackson St & Steiner St  ,5162
268,10,0,Jackson St & Steiner St  ,5162
1803,24,0,Jackson St & Steiner St  ,5162
2052,27,1,Jackson St & Van Ness Ave  ,5165
2006,27,0,Jackson St & Van Ness Ave  ,5165
555,12,1,Jackson St & Van Ness Ave  ,5166
354,10,1,Jackson St & Van Ness Ave  ,5166
355,10,1,Jackson St & Webster St,7553
556,12,1,Jackson St & Webster St  ,5167
1865,24,1,Jackson St & Webster St  ,5167
1804,24,0,Jackson St & Webster St  ,5167
2519,30,0,Jefferson St & Divisadero St  ,5173
2562,30,1,Jefferson St & Divisadero St  ,5173
1699,23,1,Jerrold Ave & Phelps St   ,5176
1639,23,0,Jerrold Ave & Quint St   ,5177
1700,23,1,Jerrold Ave & Quint St   ,5178
1640,23,0,Jerrold Ave & Rankin St  ,5179
1701,23,1,Jerrold Ave & Rankin St   ,5180
1641,23,0,Jerrold Ave & Selby St   ,5181
1702,23,1,Jerrold Ave & Selby St   ,5182
1939,26,1,Jessie St & 5th St   ,5183
1890,26,0,Jessie St & 5th St   ,5183
1048,18,1,John Muir Dr & Skyline Blvd  ,5131
987,18,0,John Muir Dr & Skyline Blvd   ,5132
2007,27,0,Jones St & Geary Blvd  ,5185
2008,27,0,Jones St & Post St  ,5186
2009,27,0,Jones St & Sutter St  ,5187
5443,88,1,Juan Bautista Cir & Bucareli Dr,5169
5444,88,1,Juan Bautista Cir & Font Blvd,7078
909,17,0,Juan Bautista Cir & Font Blvd ,5170
5418,88,0,Juan Bautista Cir & Font Blvd ,5170
6782,N-OWL,0,Judah St & 12th Ave  ,5195
6837,N-OWL,1,Judah St & 12th Ave  ,5196
6838,N-OWL,1,Judah St & 15th Ave  ,5197
6783,N-OWL,0,Judah St & 16th Ave   ,5198
6839,N-OWL,1,Judah St & 19th Ave  ,5200
6784,N-OWL,0,Judah St & 19th Ave  ,5199
6840,N-OWL,1,Judah St & 22nd Ave  ,5201
6785,N-OWL,0,Judah St & 23rd Ave  ,5202
6841,N-OWL,1,Judah St & 25th Ave  ,5204
6786,N-OWL,0,Judah St & 25th Ave  ,5203
6787,N-OWL,0,Judah St & 28th Ave  ,5205
6842,N-OWL,1,Judah St & 28th Ave  ,5206
6843,N-OWL,1,Judah St & 31st Ave  ,5208
6788,N-OWL,0,Judah St & 31st Ave  ,5207
6789,N-OWL,0,Judah St & 34th Ave  ,5209
6844,N-OWL,1,Judah St & 34th Ave  ,5210
6845,N-OWL,1,Judah St & 40th Ave  ,5212
6790,N-OWL,0,Judah St & 40th Ave  ,5211
6791,N-OWL,0,Judah St & 43rd Ave  ,5213
6846,N-OWL,1,Judah St & 43rd Ave  ,5214
6792,N-OWL,0,Judah St & 46th Ave  ,5215
6847,N-OWL,1,Judah St & 46th Ave  ,5216
4846,6,1,Judah St & 5th Ave  ,5189
3703,43,1,Judah St & 5th Ave  ,5189
4927,66,1,Judah St & 5th Ave  ,5189
3622,43,0,Judah St & 6th Ave  ,5190
4796,6,0,Judah St & 6th Ave  ,5190
3704,43,1,Judah St & 7th Ave  ,5192
4847,6,1,Judah St & 7th Ave  ,5192
4928,66,1,Judah St & 7th Ave  ,5192
4797,6,0,Judah St & 7th Ave  ,5191
3623,43,0,Judah St & 7th Ave  ,5191
6793,N-OWL,0,Judah St & 9th Ave  ,5193
6848,N-OWL,1,Judah St & 9th Ave  ,5194
6794,N-OWL,0,Judah St & Funston Ave  ,5219
6849,N-OWL,1,Judah St & Funston Ave  ,5220
6795,N-OWL,0,Judah St & Sunset Blvd  ,5224
6850,N-OWL,1,Judah St & Sunset Blvd  ,5225
6796,N-OWL,0,Judah/La Playa/Ocean Beach,5223
6851,N-OWL,1,Judah/La Playa/Ocean Beach,5223
6797,N-OWL,0,Judah/La Playa/Ocean Beach  ,5221
3624,43,0,Judson Ave & Gennessee St  ,5171
2979,36,0,Judson Ave & Gennessee St  ,5171
3705,43,1,Judson Ave & Gennessee St  ,5172
3048,36,1,Judson Ave & Gennessee St  ,5172
2130,28,1,Junipero Serra Blvd & Brotherhood Way,5134
2195,28L,1,Junipero Serra Blvd & Brotherhood Way,5134
2091,28,0,Junipero Serra Blvd & Font Blvd,5136
2166,28L,0,Junipero Serra Blvd & Font Blvd,5136
6024,91,0,Junipero Serra Blvd & Ocean Ave,5138
910,17,0,Junipero Serra Blvd & Ocean Ave,5139
6722,M-OWL,0,Junipero Serra Blvd & Ocean Ave,5139
941,17,1,Junipero Serra Blvd & Ocean Ave,5138
2196,28L,1,Junipero Serra Blvd & Palmetto Av,5140
2131,28,1,Junipero Serra Blvd & Palmetto Av,5140
6541,K-OWL,0,Junipero Serra Blvd & Sloat Blvd ,5141
6723,M-OWL,0,Junipero Serra Blvd & Sloat Blvd ,5141
911,17,0,Junipero Serra Blvd & Sloat Blvd ,5141
4083,48,0,KANSAS ST & 23RD ST,7221
4513,53,0,Kansas St & 17th St  ,5226
1572,22,0,Kansas St & 17th St  ,5226
269,10,0,Kansas St & 23rd St  ,5227
1185,19,1,Kansas St & 23rd St  ,5227
4167,48,1,Kansas St & 23rd St  ,5227
4084,48,0,Kansas St & 25th St  ,5228
1186,19,1,Kansas St & 25th St  ,5228
270,10,0,Kansas St & 25th St  ,5228
271,10,0,Kansas St & 26th St  ,5229
4085,48,0,Kansas St & 26th St  ,5229
1187,19,1,Kansas St & 26th St  ,5229
4514,53,0,Kansas St & Mariposa St  ,5230
5498,8AX,1,Kearny St & Bush St  ,4818
6260,9AX,1,Kearny St & Bush St  ,4818
5590,8BX,1,Kearny St & Bush St  ,4818
5697,8X,1,Kearny St & Bush St  ,4818
6354,9BX,1,Kearny St & Bush St  ,4818
6507,9X,1,Kearny St & Bush St  ,4818
5698,8X,1,Kearny St & California St  ,4819
6508,9X,1,Kearny St & California St  ,4819
6261,9AX,1,Kearny St & California St  ,4819
5499,8AX,1,Kearny St & California St  ,4819
5591,8BX,1,Kearny St & California St  ,4819
6355,9BX,1,Kearny St & California St  ,4819
5500,8AX,1,Kearny St & Clay St  ,4820
5699,8X,1,Kearny St & Clay St  ,4820
6262,9AX,1,Kearny St & Clay St  ,4820
6356,9BX,1,Kearny St & Clay St  ,4820
5592,8BX,1,Kearny St & Clay St  ,4820
6509,9X,1,Kearny St & Clay St  ,4820
5700,8X,1,Kearny St & Geary Blvd  ,4821
6133,91,1,Kearny St & Geary Blvd  ,4821
6357,9BX,1,Kearny St & Geary Blvd  ,4821
2520,30,0,Kearny St & Geary Blvd  ,4821
5369,81X,1,Kearny St & Geary Blvd  ,4821
5361,81,1,Kearny St & Geary Blvd  ,4821
6510,9X,1,Kearny St & Geary Blvd  ,4821
6263,9AX,1,Kearny St & Geary Blvd  ,4821
5593,8BX,1,Kearny St & Geary Blvd  ,4821
5501,8AX,1,Kearny St & Geary Blvd  ,4821
3908,45,0,Kearny St & Geary Blvd  ,4821
5502,8AX,1,Kearny St & Jackson St  ,4822
6511,9X,1,Kearny St & Jackson St  ,4822
5594,8BX,1,Kearny St & Jackson St  ,4822
6264,9AX,1,Kearny St & Jackson St  ,4822
5701,8X,1,Kearny St & Jackson St  ,4822
6358,9BX,1,Kearny St & Jackson St  ,4822
6359,9BX,1,Kearny St & North Point St  ,4823
5702,8X,1,Kearny St & North Point St  ,4823
6444,9X,0,Kearny St & North Point St  ,4823
5638,8X,0,Kearny St & North Point St  ,4823
6302,9BX,0,Kearny St & North Point St  ,4823
5541,8BX,0,Kearny St & North Point St  ,4823
5595,8BX,1,Kearny St & North Point St  ,4823
6512,9X,1,Kearny St & North Point St  ,4823
5503,8AX,1,Kearny St & Pacific Ave  ,4824
6219,9AX,0,Kearny St & Pacific Ave  ,4824
6265,9AX,1,Kearny St & Pacific Ave  ,4824
5475,8AX,0,Kearny St & Pacific Ave  ,4824
6513,9X,1,Kearny St & Pacific Ave  ,4824
5504,8AX,1,Kearny St & Sutter St  ,4826
6266,9AX,1,Kearny St & Sutter St  ,4826
1372,2,1,Kearny St & Sutter St  ,4826
5703,8X,1,Kearny St & Sutter St  ,4826
3511,4,1,Kearny St & Sutter St  ,4826
6360,9BX,1,Kearny St & Sutter St  ,4826
5370,81X,1,Kearny St & Sutter St  ,4826
6514,9X,1,Kearny St & Sutter St  ,4826
5596,8BX,1,Kearny St & Sutter St  ,4826
5362,81,1,Kearny St & Sutter St  ,4826
2461,3,1,Kearny St & Sutter St  ,4826
3794,44,0,Keith St & Oakdale Ave   ,5233
3861,44,1,Keith St & Oakdale Ave   ,5232
6798,N-OWL,0,King St & 2nd St   ,5235
6852,N-OWL,1,King St & 2nd St   ,5236
4677,54,1,Kirkwood Ave & Dormitory Rd   ,4827
4678,54,1,Kiska Rd & Ingalls St   ,5242
4679,54,1,Kiska Rd & Reardon Rd  ,4817
5456,89,0,LAGUNA HONDA Hosp/Clarendon Hall,4014
5460,89,1,LAGUNA HONDA Hospital/E Parkng Lot,6183
5457,89,0,LAGUNA HONDA Hospital/E Parkng Lot,6183
5461,89,1,LAGUNA HONDA Hospital/Main Hosp,5332
5458,89,0,LAGUNA HONDA Hospital/Main Hosp,5332
1049,18,1,LAKE MERCED BLVD & Font DR,7237
5419,88,0,LAKE MERCED BLVD & LAKE MERCED HILLS BLVD,4837
1050,18,1,LAKE MERCED BLVD & LAKE MERCED HILLS BLVD,4837
988,18,0,LAKE MERCED BLVD & LAKE MERCED HILLS BLVD,4836
5445,88,1,LAKE MERCED BLVD & LAKE MERCED HILLS BLVD,4836
1051,18,1,LEGION OF HONOR,4873
989,18,0,LEGION OF HONOR,4873
3706,43,1,LETTERMAN DR & LINCOLN BLVD,5294
3625,43,0,LETTERMAN DR/Tides Bldg,5293
3707,43,1,LETTERMAN HOSPITAL,7149
990,18,0,La Playa St & Balboa St  ,4841
991,18,0,La Playa St & Cabrillo St  ,4843
4347,5,0,La Playa St & Cabrillo St  ,4842
4399,5,1,La Playa St & Cabrillo St  ,4843
1052,18,1,La Playa St & Cabrillo St  ,4842
4348,5,0,La Playa St & Fulton St  ,4844
1053,18,1,La Playa St & Fulton St  ,4844
4680,54,1,La Salle Ave & Ingalls St  ,5288
4681,54,1,La Salle Ave & Newcomb Ave   ,5289
4682,54,1,La Salle Ave & Osceola Dr  ,5290
3626,43,0,Laguna Honda Blvd & Balceta Ave,4877
3708,43,1,Laguna Honda Blvd & Balceta Ave,4876
3795,44,0,Laguna Honda Blvd & Clarendon Ave,4878
3862,44,1,Laguna Honda Blvd & Clarendon Ave,5243
3709,43,1,Laguna Honda Blvd & Clarendon Ave,5243
3049,36,1,Laguna Honda Blvd & Clarendon Ave,5243
3627,43,0,Laguna Honda Blvd & Clarendon Ave,4878
3710,43,1,Laguna Honda Blvd & Dewey Blvd ,5244
6724,M-OWL,0,Laguna Honda Blvd & Dewey Blvd ,5244
3863,44,1,Laguna Honda Blvd & Dewey Blvd ,5244
3050,36,1,Laguna Honda Blvd & Dewey Blvd ,5244
6542,K-OWL,0,Laguna Honda Blvd & Dewey Blvd ,5244
4482,52,1,Laguna Honda Blvd & Dewey Blvd ,5244
6618,L-OWL,0,Laguna Honda Blvd & Dewey Blvd ,5244
3711,43,1,Laguna Honda Blvd & Idora Ave  ,5249
3628,43,0,Laguna Honda Blvd & Idora Ave  ,5250
3629,43,0,Laguna Honda Blvd & Portola Dr ,5254
3712,43,1,Laguna Honda Blvd & Ulloa St   ,5255
3630,43,0,Laguna Honda Blvd & Vasquez Ave,5256
4483,52,1,Laguna Honda Blvd/Forest Hill Sta,5246
6543,K-OWL,0,Laguna Honda Blvd/Forest Hill Sta,5247
6583,K-OWL,1,Laguna Honda Blvd/Forest Hill Sta,5247
6725,M-OWL,0,Laguna Honda Blvd/Forest Hill Sta,5247
3796,44,0,Laguna Honda Blvd/Forest Hill Sta,5247
2980,36,0,Laguna Honda Blvd/Forest Hill Sta,5247
4447,52,0,Laguna Honda Blvd/Forest Hill Sta,5246
6668,L-OWL,1,Laguna Honda Blvd/Forest Hill Sta,5247
5459,89,0,Laguna Honda Blvd/Forest Hill Sta,5246
3631,43,0,Laguna Honda Blvd/Forest Hill Sta,5247
3051,36,1,Laguna Honda Blvd/Forest Hill Sta,5247
6619,L-OWL,0,Laguna Honda Blvd/Forest Hill Sta,5247
5462,89,1,Laguna Honda Blvd/Forest Hill Sta,5246
3864,44,1,Laguna Honda Blvd/opp FOREST HILL,7268
3052,36,1,Laguna Honda Blvd/opp Forest Hill,5245
3865,44,1,Laguna Honda Blvd/opp Forest Hill,7267
3713,43,1,Laguna Honda Blvd/opp Forest Hill,5245
5463,89,1,Laguna Honda Blvd/opp Forest Hill,5245
2092,28,0,Laguna St & Chestnut St  ,5257
2132,28,1,Laguna St & Chestnut St  ,5258
5183,71,1,Laguna St & Haight St  ,5259
4848,6,1,Laguna St & Haight St  ,5259
5083,7,1,Laguna St & Haight St  ,5259
5300,71L,1,Laguna St & Haight St  ,5259
1511,21,1,Laguna St & Hayes St  ,5260
5446,88,1,Lake Merced & Brotherhood Way,4830
992,18,0,Lake Merced & Brotherhood Way,4830
2356,29,1,Lake Merced & Middlefield Dr,4838
2237,29,0,Lake Merced & Middlefield Dr,4839
5420,88,0,Lake Merced Blvd & Brotherhood Way,4831
1054,18,1,Lake Merced Blvd & Brotherhood Way,4831
993,18,0,Lake Merced Blvd & Font Blvd  ,4833
994,18,0,Lake Merced Blvd & Higuera Ave,4834
5421,88,0,Lake Merced Blvd & Higuera Ave,4835
5447,88,1,Lake Merced Blvd & Higuera Ave,4834
1055,18,1,Lake Merced Blvd & Higuera Ave,4835
1056,18,1,Lake Merced Blvd/SFSU,4840
1188,19,1,Larkin St & Beach St  ,4845
1189,19,1,Larkin St & Eddy St  ,4846
1190,19,1,Larkin St & Golden Gate Ave  ,4847
1191,19,1,Larkin St & Grove St  ,4848
4400,5,1,Larkin St & Mcallister St  ,4850
1192,19,1,Larkin St & O'Farrell St  ,4851
1193,19,1,Larkin St&Mcallister St,7287
4929,66,1,Lawton St & 11th Ave  ,4857
4896,66,0,Lawton St & 11th Ave  ,4856
3632,43,0,Lawton St & 7th Ave  ,4853
3714,43,1,Lawton St & 7th Ave  ,4852
3866,44,1,Lawton St & 7th Ave  ,4852
3797,44,0,Lawton St & 7th Ave  ,4853
4930,66,1,Lawton St & 9th Ave  ,4855
3867,44,1,Lawton St & 9th Ave  ,4854
3715,43,1,Lawton St & 9th Ave  ,4854
4897,66,0,Lawton St & Funston Ave  ,4858
4931,66,1,Lawton St & Funston Ave  ,4859
4898,66,0,Lawton St & Lomita Ave  ,4860
4932,66,1,Lawton St & Lomita Ave  ,4861
2053,27,1,Leavenworth St & Bush St  ,4862
2054,27,1,Leavenworth St & California St,4863
2055,27,1,Leavenworth St & Clay St  ,4864
2056,27,1,Leavenworth St & Geary Blvd  ,4865
2057,27,1,Leavenworth St & Jackson St  ,4866
2058,27,1,Leavenworth St & O'Farrell St ,4867
2059,27,1,Leavenworth St & Pine St  ,4868
2060,27,1,Leavenworth St & Post St  ,4869
2061,27,1,Leavenworth St & Sacramento St,4870
2062,27,1,Leavenworth St & Sutter St  ,4871
2063,27,1,Leavenworth St & Washington St,4872
995,18,0,Legion Of Honor Dr & Clement St,5261
4734,56,0,Leland Ave@Alpha St ,7328
4735,56,0,Leland Ave@Bay Shore Blvd ,7329
2238,29,0,Lincoln Blvd & Bowley Ave  ,3705
2357,29,1,Lincoln Blvd & Bowley Ave  ,3705
2358,29,1,Lincoln Blvd & Bowley St  ,5263
2239,29,0,Lincoln Blvd & Cowles St  ,5264
2359,29,1,Lincoln Blvd & Girard Rd,7389
2240,29,0,Lincoln Blvd & Girard Rd,7027
2360,29,1,Lincoln Blvd & Pershing Dr   ,5269
2361,29,1,Lincoln Blvd & Stillwell Rd,7097
2362,29,1,Lincoln Blvd & Storey Ave   ,5271
72,016BX,0,Lincoln Way & 11th Ave  ,5302
5249,71L,0,Lincoln Way & 11th Ave  ,5302
826,16X,0,Lincoln Way & 11th Ave  ,5302
103,016BX,1,Lincoln Way & 11th Ave  ,5303
5301,71L,1,Lincoln Way & 11th Ave  ,5303
5184,71,1,Lincoln Way & 11th Ave  ,5303
865,16X,1,Lincoln Way & 11th Ave  ,5303
5127,71,0,Lincoln Way & 11th Ave  ,5302
5250,71L,0,Lincoln Way & 15th Ave  ,5304
73,016BX,0,Lincoln Way & 15th Ave  ,5304
5185,71,1,Lincoln Way & 15th Ave  ,5305
866,16X,1,Lincoln Way & 15th Ave  ,5305
5302,71L,1,Lincoln Way & 15th Ave  ,5305
5128,71,0,Lincoln Way & 15th Ave  ,5304
827,16X,0,Lincoln Way & 15th Ave  ,5304
104,016BX,1,Lincoln Way & 15th Ave  ,5305
5251,71L,0,Lincoln Way & 17th Ave  ,5306
867,16X,1,Lincoln Way & 17th Ave  ,5307
5186,71,1,Lincoln Way & 17th Ave  ,5307
74,016BX,0,Lincoln Way & 17th Ave  ,5306
5303,71L,1,Lincoln Way & 17th Ave  ,5307
828,16X,0,Lincoln Way & 17th Ave  ,5306
5129,71,0,Lincoln Way & 17th Ave  ,5306
105,016BX,1,Lincoln Way & 17th Ave  ,5307
106,016BX,1,Lincoln Way & 19TH AVE,7186
5187,71,1,Lincoln Way & 19TH AVE,7186
5304,71L,1,Lincoln Way & 19TH AVE,7186
868,16X,1,Lincoln Way & 19TH AVE,7186
40,016AX,1,Lincoln Way & 19TH AVE,7186
5130,71,0,Lincoln Way & 19th Ave  ,5309
4,016AX,0,Lincoln Way & 19th Ave  ,5309
829,16X,0,Lincoln Way & 19th Ave  ,5309
2241,29,0,Lincoln Way & 19th Ave  ,5309
75,016BX,0,Lincoln Way & 19th Ave  ,5309
5252,71L,0,Lincoln Way & 19th Ave  ,5309
2363,29,1,Lincoln Way & 21st Ave  ,5311
869,16X,1,Lincoln Way & 21st Ave  ,5311
5131,71,0,Lincoln Way & 21st Ave  ,5310
107,016BX,1,Lincoln Way & 21st Ave  ,5311
830,16X,0,Lincoln Way & 21st Ave  ,5310
2242,29,0,Lincoln Way & 21st Ave  ,5310
41,016AX,1,Lincoln Way & 21st Ave  ,5311
76,016BX,0,Lincoln Way & 21st Ave  ,5310
5305,71L,1,Lincoln Way & 21st Ave  ,5311
5,016AX,0,Lincoln Way & 21st Ave  ,5310
5253,71L,0,Lincoln Way & 21st Ave  ,5310
5188,71,1,Lincoln Way & 21st Ave  ,5311
6,016AX,0,Lincoln Way & 23rd Ave  ,5312
2243,29,0,Lincoln Way & 23rd Ave  ,5312
42,016AX,1,Lincoln Way & 23rd Ave  ,5313
2364,29,1,Lincoln Way & 23rd Ave  ,5313
2365,29,1,Lincoln Way & 25th Ave  ,5315
2244,29,0,Lincoln Way & 25th Ave  ,5314
43,016AX,1,Lincoln Way & 25th Ave  ,5315
7,016AX,0,Lincoln Way & 25th Ave  ,5314
2366,29,1,Lincoln Way & 27th Ave  ,5317
44,016AX,1,Lincoln Way & 27th Ave  ,5317
8,016AX,0,Lincoln Way & 27th Ave  ,5316
2245,29,0,Lincoln Way & 27th Ave  ,5316
9,016AX,0,Lincoln Way & 29th Ave  ,5318
2246,29,0,Lincoln Way & 29th Ave  ,5318
45,016AX,1,Lincoln Way & 30th Ave  ,5319
2367,29,1,Lincoln Way & 30th Ave  ,5319
10,016AX,0,Lincoln Way & 31st Ave  ,5320
2247,29,0,Lincoln Way & 31st Ave  ,5320
46,016AX,1,Lincoln Way & 33rd Ave  ,5322
2368,29,1,Lincoln Way & 33rd Ave  ,5322
11,016AX,0,Lincoln Way & 33rd Ave  ,5321
2248,29,0,Lincoln Way & 33rd Ave  ,5321
