,EDD_EMP,MUNI_RAIL_AVG,AVG_BART,SHR_INCOME_100P,PARK_HOURLY_AVG_ON,ONTIME5,
1263,169,0,0,0.620327103,0,0.761889355,
1264,121,0,0,0.659867696,0,0.482255407,
1265,479,2167.25,0,0.620327103,200,0.461169222,
1266,479,2167.25,0,0.620327103,200,0.583177491,
1267,479,2167.25,0,0.620327103,200,,
1268,478,2167.25,0,0.620327103,200,0.778345456,
1269,478,2167.25,0,0.620327103,200,0.651298115,
1270,40,0,0,0.558595531,0,0.76078535,
1271,353,2167.25,0,0.620327103,0,0.771552245,
1272,353,2167.25,0,0.620327103,0,0.655078225,
1273,353,2167.25,0,0.620327103,0,0.669458592,
1274,519,0,0,0.507210548,200,0.45965377,
1275,519,0,0,0.507210548,200,0.556790392,
1276,519,0,0,0.507210548,200,0.792392019,
1277,483,0,0,0.507210548,200,0.79600083,
1278,483,0,0,0.507210548,200,0.682200741,
1279,483,0,0,0.507210548,200,0.66149821,
1280,543,2167.25,0,0.620327103,200,0.484869726,
1281,539,2167.25,0,0.620327103,0,0.775895428,
1282,423,0,0,0.620327103,0,0.464885332,
1283,423,0,0,0.620327103,0,0.54951253,
1284,423,0,0,0.620327103,0,0.785467026,
1285,943,0,0,0.429064039,190,0.636256774,
1286,943,0,0,0.429064039,190,0.548312325,
1287,2028,0,0,0.230235043,200,0.585767468,
1288,2028,0,0,0.230235043,200,0.27818477,
1289,2028,0,0,0.230235043,200,0.294642857,
1290,1863,0,0,0.138087387,300,0.735921969,
1291,802,0,0,0.355295266,200,0.455005111,
1292,802,0,0,0.355295266,200,0.553175715,
1293,2709,0,0,0.138087387,200,0.610339948,
1294,2709,0,0,0.138087387,200,0.476210484,
1295,1104,0,0,0.355295266,200,0.432673962,
1296,1104,0,0,0.355295266,200,0.527788449,
1297,1014,0,0,0.429064039,200,0.61868953,
1298,1014,0,0,0.429064039,200,0.595817418,
1299,2324,0,0,0.230235043,170,0.581298587,
1300,2324,0,0,0.230235043,170,0.241694871,
1301,2324,0,0,0.230235043,170,0.276974679,
1302,3536,0,0,0.041257367,371,0.332426728,
1303,3536,0,0,0.041257367,371,0.649400432,
1304,2081,0,0,0.230235043,281,0.578930968,
1305,2081,0,0,0.230235043,281,0.270672144,
1306,2081,0,0,0.230235043,281,0.301020408,
1307,470,0,0,0.429064039,200,0.641304679,
1308,470,0,0,0.429064039,200,0.517407704,
1309,440,0,0,0.565506453,200,0.45990761,
1310,440,0,0,0.565506453,200,0.523958398,
1311,926,0,0,0.355295266,406,0.431230137,
1312,926,0,0,0.355295266,406,0.555425133,
1313,2465,0,0,0.138087387,180,0.791920441,
1314,427,0,0,0.429064039,200,0.618808829,
1315,427,0,0,0.429064039,200,0.537746749,
1316,3810,0,0,0.230235043,183,0.5338756,
1317,3810,0,0,0.230235043,183,0.230455267,
1318,3810,0,0,0.230235043,183,0.38345616,
1319,3810,0,0,0.230235043,183,0.505297045,
1320,3750,0,0,0.138087387,200,0.624128939,
1321,3750,0,0,0.138087387,200,0.549957908,
1322,3750,0,0,0.138087387,200,0.509542955,
1323,3750,0,0,0.138087387,200,0.444467694,
1324,4902,0,0,0.041257367,371,0.587381136,
1325,32,0,0,0.5812749,0,0.603622207,
1326,357,0,0,0.770524233,0,0.496598173,
1327,357,0,0,0.770524233,0,0.674705624,
1328,264,0,0,0.770524233,0,0.563751045,
1329,264,0,0,0.770524233,0,0.61326025,
1330,430,0,0,0.770524233,0,0.55495329,
1331,430,0,0,0.770524233,0,0.618990764,
1332,343,0,0,0.770524233,0,0.527696801,
1333,312,0,0,0.770524233,0,0.538951088,
1334,59,0,0,0.5812749,0,0.595201465,
1335,79,0,0,0.486486486,0,0.582096082,
1336,80,0,0,0.5812749,0,0.392411586,
1337,495,0,0,0.486486486,0,0.597733994,
1338,495,0,0,0.486486486,0,0.401942198,
1339,89,0,0,0.274161736,0,0.746486527,
1340,82,0,0,0.274161736,0,0.475508264,
1341,82,0,0,0.274161736,0,0.731043992,
1342,218,0,0,0.576798144,200,0.66391357,
1343,216,0,0,0.479099678,200,0.647481555,
1344,109,0,0,0.576798144,200,0.64395215,
1345,96,0,0,0.479099678,0,0.640646454,
1346,162,0,0,0.48880597,0,0.700100446,
1347,422,0,0,0.48880597,0,0.615534609,
1348,422,0,0,0.48880597,0,0.32989418,
1349,53,0,0,0.489921613,0,0.606561185,
1350,54,0,0,0.479099678,0,0.651756579,
1351,187,0,0,0.576798144,200,0.665733407,
1352,184,0,0,0.569798068,200,0.642611048,
1353,187,0,0,0.576798144,200,0.640509366,
1354,174,0,0,0.569798068,200,0.651239761,
1355,412,0,0,0.48880597,0,0.723126646,
1356,125,0,0,0.489921613,200,0.587999075,
1357,125,0,0,0.479099678,200,0.667816252,
1358,84,0,0,0.576798144,0,0.649743053,
1359,84,0,0,0.576798144,0,0.628296522,
1360,84,0,0,0.569798068,0,0.640423741,
1361,84,0,0,0.569798068,0,0.473094984,
1362,39,0,0,0.489921613,0,0.569931033,
1363,38,0,0,0.479099678,200,0.654202704,
1364,42,0,0,0.658068386,0,0.641815617,
1365,34,0,0,0.658068386,0,0.7318726,
1366,13,0,0,0.658068386,0,0.634749012,
1367,13,0,0,0.658068386,0,0.746944839,
1368,19,0,0,0.658068386,0,0.743471719,
1369,84,0,0,0.374857143,0,0.612964015,
1370,86,0,0,0.374857143,0,0.731481954,
1371,10,0,0,0.374857143,0,0.688650311,
1372,8,0,0,0.374857143,0,0.606096492,
1373,17,0,0,0.658068386,0,0.624634554,
1374,12,0,0,0.658068386,0,0.748615125,
1375,18,0,0,0.374857143,0,0.643815172,
1376,19,0,0,0.658068386,0,0.746471194,
1377,21,0,0,0.658068386,0,0.636368608,
1378,80,0,0,0.658068386,0,0.719990195,
1379,17,0,0,0.658068386,0,0.737733186,
1380,17,0,0,0.658068386,0,0.611375006,
1381,98,0,0,0.658068386,0,0.653730053,
1382,99,0,0,0.658068386,0,0.721357059,
1383,11,0,0,0.374857143,0,0.614699931,
1384,20,0,0,0.658068386,0,0.514210071,
1385,21,0,0,0.658068386,0,0.746877416,
1386,24,0,0,0.658068386,0,0.631014271,
1387,85,0,0,0.658068386,0,0.651851776,
1388,86,0,0,0.374857143,0,0.732128635,
1389,87,0,0,0.374857143,0,0.616983074,
1390,18,0,0,0.341813438,0,0.496745594,
1391,34,0,0,0.569798068,0,0.702612194,
1392,46,0,0,0.341813438,0,0.48614057,
1393,14,0,0,0.341813438,0,0.498946699,
1394,94,0,0,0.341813438,0,0.506213915,
1395,44,0,0,0.569798068,0,0.683972068,
1396,44,0,0,0.341813438,0,0.490439383,
1397,26,0,0,0.479099678,0,0.66856444,
1398,102,0,0,0.341813438,200,0.684830321,
1399,12,0,0,0.341813438,0,0.686831934,
1400,37,0,0,0.341813438,0,0.482133053,
1401,12,0,0,0.341813438,0,0.699010555,
1402,14,0,0,0.341813438,0,0.488520609,
1403,14,0,0,0.341813438,0,0.541101072,
1404,33,0,0,0.341813438,0,0.698718427,
1405,21,0,0,0.558595531,0,0.745330715,
1406,17,0,0,0.558595531,0,0.773032992,
1407,4498,2660.15,0,0.17827476,200,0.510290781,
1408,18,0,0,0.374857143,0,0.576631878,
1409,17,0,0,0.374857143,0,0.540593732,
1410,71,0,0,0.354140915,0,0.559189866,
1411,71,0,0,0.354140915,0,0.409329069,
1412,64,0,0,0.723076923,0,0.722270713,
1413,64,0,0,0.723076923,0,0.764410969,
1414,20,0,0,0.334615385,0,0.547243836,
1415,20,0,0,0.334615385,0,0.410247856,
1416,7,0,0,0.723076923,0,0.728640305,
1417,7,0,0,0.723076923,0,0.783068414,
1418,13,0,0,0.723076923,0,0.737995401,
1419,13,0,0,0.723076923,0,0.788312437,
1420,23,0,0,0.391815081,0,0.499566053,
1421,23,0,0,0.391815081,0,0.421885235,
1422,22,0,0,0.723076923,0,0.746365128,
1423,22,0,0,0.723076923,0,0.796356052,
1424,41,0,0,0.346882217,0,0.613412314,
1425,41,0,0,0.346882217,0,0.455610677,
1426,38,0,0,0.723076923,200,0.739361525,
1427,38,0,0,0.723076923,200,0.645453047,
1428,38,0,0,0.723076923,200,0.597342608,
1429,9,0,0,0.427051672,0,0.640519723,
1430,12,0,0,0.429755491,0,0.658657515,
1431,284,0,0,0.391815081,0,0.699107793,
1432,286,0,0,0.723076923,0,0.755553922,
1433,286,0,0,0.723076923,0,0.802321459,
1434,182,0,0,0.427051672,0,0.667334715,
1435,182,0,0,0.427051672,0,0.522551933,
1436,184,0,0,0.429755491,0,0.683924468,
1437,184,0,0,0.429755491,0,0.633894417,
1438,14,0,0,0.370505234,0,0.639357112,
1439,14,0,0,0.370505234,0,0.407862487,
1440,14,0,0,0.723076923,0,0.623762295,
1441,14,0,0,0.723076923,0,0.658679812,
1442,2646,0,0,0.427051672,0,0.629213671,
1443,2646,0,0,0.427051672,0,0.488469085,
1444,2666,0,0,0.429755491,0,0.699443546,
1445,2666,0,0,0.429755491,0,0.637622248,
1446,1220,0,0,0.429755491,0,0.486739736,
1447,1220,0,0,0.429755491,0,0.654144281,
1448,96,0,0,0.380586592,0,0.525142782,
1449,96,0,0,0.380586592,0,0.616741239,
1450,233,0,0,0.693785311,200,0.704221265,
1451,1145,0,0,0.242895204,175,0.923410791,
1452,1145,0,0,0.242895204,175,0.319216352,
1453,1924,0,0,0.008362676,300,0.304549492,
1454,1119,0,0,0.242895204,175,0.924465812,
1455,4639,0,0,0.242895204,117,0.314736402,
1456,1450,0,0,0.334350214,177,0.266589652,
1457,18,0,0,0.435213415,0,0.372896317,
1458,35,0,0,0.435213415,0,0.408007406,
1459,33,0,0,0.435213415,0,0.460935022,
1460,19,0,0,0.435213415,0,0.369398929,
1461,18,0,0,0.435213415,0,0.373868672,
1462,28,0,0,0.435213415,0,0.466787207,
1463,478,0,0,0.436495594,181,0.447993138,
1464,478,0,0,0.436495594,181,0.28013431,
1465,476,0,0,0.346882217,200,0.617122571,
1466,476,0,0,0.346882217,200,0.60223106,
1467,420,0,0,0.436495594,200,0.46369452,
1468,420,0,0,0.436495594,200,0.26047619,
1469,420,0,0,0.436495594,200,0.604762618,
1470,424,0,0,0.398907104,200,0.640320143,
1471,424,0,0,0.398907104,200,0.611961144,
1472,424,0,0,0.398907104,200,0.70157231,
1473,317,0,0,0.436688312,200,0.445917724,
1474,317,0,0,0.436688312,200,0.263158323,
1475,341,0,0,0.398907104,200,0.635423207,
1476,341,0,0,0.398907104,200,0.642770958,
1477,214,0,0,0.436688312,200,0.437550167,
1478,214,0,0,0.436688312,200,0.267431827,
1479,184,0,0,0.398907104,200,0.651640896,
1480,184,0,0,0.398907104,200,0.673047791,
1481,478,0,0,0.400837989,200,0.444517031,
1482,478,0,0,0.400837989,200,0.275238095,
1483,485,0,0,0.370505234,200,0.648191743,
1484,485,0,0,0.370505234,200,0.661471794,
1485,526,0,0,0.301865461,200,0.445724453,
1486,526,0,0,0.301865461,200,0.269377289,
1487,526,0,0,0.301865461,200,0.595822594,
1488,511,0,0,0.379049676,200,0.635038888,
1489,511,0,0,0.379049676,200,0.711343467,
1490,511,0,0,0.379049676,200,0.732993187,
1491,487,0,0,0.301865461,200,0.442939094,
1492,487,0,0,0.301865461,200,0.25,
1493,378,0,0,0.379049676,200,0.604546843,
1494,378,0,0,0.379049676,200,0.705421894,
1495,301,0,0,0.30704698,200,0.445418872,
1496,301,0,0,0.30704698,200,0.496992481,
1497,301,0,0,0.30704698,200,0.254395604,
1498,301,0,0,0.30704698,200,0.627538458,
1499,307,0,0,0.379049676,200,0.595439633,
1500,307,0,0,0.379049676,200,0.664314204,
1501,307,0,0,0.379049676,200,0.698051153,
1502,307,0,0,0.379049676,200,0.663934087,
1503,135,0,0,0.379049676,200,0.425636009,
1504,135,0,0,0.379049676,200,0.456641604,
1505,109,0,0,0.379049676,0,0.620109108,
1506,109,0,0,0.379049676,0,0.655942206,
1507,269,0,0,0.30704698,0,0.422009221,
1508,269,0,0,0.30704698,0,0.395859842,
1509,267,0,0,0.354140915,0,0.63357188,
1510,267,0,0,0.354140915,0,0.608925519,
1511,117,0,0,0.354140915,0,0.448411294,
1512,117,0,0,0.354140915,0,0.560546369,
1513,117,0,0,0.354140915,0,0.67041514,
1514,133,0,0,0.354140915,0,0.774105837,
1515,133,0,0,0.354140915,0,0.796844442,
1516,85,0,0,0.334615385,0,0.411469351,
1517,85,0,0,0.334615385,0,0.38395508,
1518,85,0,0,0.334615385,0,0.585350601,
1519,88,0,0,0.334615385,0,0.658176913,
1520,88,0,0,0.334615385,0,0.602889703,
1521,88,0,0,0.334615385,0,0.751737066,
1522,32,0,0,0.334615385,0,0.407021287,
1523,32,0,0,0.334615385,0,0.365326778,
1524,32,0,0,0.334615385,0,0.57416835,
1525,33,0,0,0.334615385,0,0.657202015,
1526,33,0,0,0.334615385,0,0.5903256,
1527,33,0,0,0.334615385,0,0.709573374,
1528,70,0,0,0.395707579,0,0.379176454,
1529,70,0,0,0.395707579,0,0.395821284,
1530,70,0,0,0.395707579,0,0.560327776,
1531,47,0,0,0.395707579,0,0.708898578,
1532,47,0,0,0.395707579,0,0.705181115,
1533,47,0,0,0.395707579,0,0.769046072,
1534,78,0,0,0.395707579,0,0.732704985,
1535,78,0,0,0.395707579,0,0.824586895,
1536,78,0,0,0.395707579,0,0.794155869,
1537,26,0,0,0.395707579,0,0.756568881,
1538,26,0,0,0.395707579,0,0.831396011,
1539,26,0,0,0.395707579,0,0.809031245,
1540,828,0,0,0.380586592,200,0.634474333,
1541,828,0,0,0.380586592,200,0.607720865,
1542,828,0,0,0.380586592,200,0.710557164,
1543,3777,0,0,0.573416841,0,0.523054142,
1544,254,0,0,0.573416841,200,0.505815609,
1545,254,0,0,0.573416841,200,0.261538462,
1546,259,0,0,0.427051672,160,0.589291888,
1547,259,0,0,0.427051672,160,0.548522243,
1548,317,0,0,0.573416841,200,0.452899985,
1549,317,0,0,0.573416841,200,0.258974359,
1550,654,0,0,0.279346867,200,0.53706564,
1551,654,0,0,0.279346867,200,0.637630378,
1552,551,0,0,0.384615385,200,0.590402409,
1553,551,0,0,0.384615385,200,0.671217433,
1554,1269,0,0,0.237319684,160,0.532683426,
1555,1269,0,0,0.237319684,160,0.644136817,
1556,1048,0,0,0.237319684,160,0.602847144,
1557,1048,0,0,0.237319684,160,0.658605647,
1558,874,0,0,0.450666667,200,0.577848671,
1559,251,0,0,0.279346867,121,0.56206831,
1560,371,0,0,0.117707267,177,0.602325966,
1561,1179,0,0,0.202115813,215,0.619385291,
1562,10905,4416.05,0,0.194335938,350,0.695510314,
1563,10905,4416.05,0,0.194335938,350,0.741911746,
1564,687,0,0,0.113861386,200,0.50408706,
1565,687,0,0,0.113861386,200,0.590936039,
1566,1482,0,0,0.117707267,200,0.619441336,
1567,1482,0,0,0.117707267,200,0.673089944,
1568,662,0,0,0.237319684,0,0.544411548,
1569,662,0,0,0.237319684,0,0.648146633,
1570,656,0,0,0.237319684,0,0.591027835,
1571,656,0,0,0.237319684,0,0.630545077,
1572,1138,0,0,0.52125,0,0.610114464,
1573,114,0,0,0.605987446,0,0.713814511,
1574,112,0,0,0.605987446,0,0.668737394,
1575,53,0,0,0.52125,0,0.65245267,
1576,374,0,0,0.52125,200,0.702626144,
1577,252,0,0,0.605987446,0,0.605021373,
1578,638,6200.85,0,0.612490303,153,0.736075331,
1579,1100,0,0,0.612490303,200,0.62176868,
1580,1100,0,0,0.560431655,166,0.723124579,
1581,1100,0,0,0.560431655,166,0.815499567,
1582,666,0,0,0.560431655,166,0.704871658,
1583,666,0,0,0.560431655,166,0.806467735,
1584,467,0,0,0.612490303,0,0.582293246,
1585,108,0,0,0.560431655,200,0.683568063,
1586,108,0,0,0.560431655,200,0.808368468,
1587,113,0,0,0.612490303,0,0.603356033,
1588,40,0,0,0.594465141,0,0.621678883,
1589,38,0,0,0.646514936,0,0.656903379,
1590,26,0,0,0.646514936,0,0.641789976,
1591,33,0,0,0.594465141,0,0.638811064,
1592,175,0,0,0.594465141,0,0.646449918,
1593,29,0,0,0.646514936,0,0.622936041,
1594,460,0,0,0.658258258,200,0.621505622,
1595,453,0,0,0.646514936,200,0.669194575,
1596,164,0,0,0.742070117,0,0.667857472,
1597,92,0,0,0.658258258,0,0.560202793,
1598,1065,0,0,0.632905983,0,0.733264275,
1599,1070,0,0,0.52125,0,0.58868896,
1600,458,0,0,0.594465141,200,0.647297498,
1601,444,0,0,0.646514936,200,0.619270409,
1602,599,6200.85,0,0.560431655,200,0.659242708,
1603,599,6200.85,0,0.560431655,200,0.897837882,
1604,13,0,0,0.524801587,0,0.391975842,
1605,28,0,0,0.278938907,0,0.484989234,
1606,1161,0,0,0.486486486,0,0.550931595,
1607,1050,0,0,0.486486486,0,0.553286273,
1612,26,0,0,0.5812749,0,0.551749944,
1613,26,0,0,0.5812749,0,0.682033737,
1614,46,0,0,0.5812749,0,0.678431084,
1615,13737,12296.35,8379.5,0.194335938,299,0.619609329,
1616,13737,12296.35,8379.5,0.194335938,299,,
1617,18450,12296.35,8379.5,0.194335938,350,0.449233211,
1618,18450,12296.35,8379.5,0.194335938,350,0.458630952,
1619,18450,12296.35,8379.5,0.194335938,350,0.600326212,
1620,18450,12296.35,8379.5,0.194335938,350,0.403432092,
1621,18450,12296.35,8379.5,0.194335938,350,0.65497076,
1622,18450,12296.35,8379.5,0.194335938,350,0.423802068,
1623,18450,12296.35,8379.5,0.194335938,350,0.430940171,
1624,18450,12296.35,8379.5,0.194335938,350,0.288589744,
1625,18450,12296.35,8379.5,0.194335938,350,0.420043741,
1626,707,0,0,0.518356279,0,0.597382515,
1627,707,0,0,0.518356279,0,0.499223638,
1628,1270,0,0,0.66247643,0,0.488503705,
1629,484,0,0,0.66247643,0,0.500146911,
1630,181,0,0,0.66247643,0,0.511160761,
1631,49,0,0,0.66247643,0,0.506431747,
1632,42,0,0,0.66247643,0,0.516433981,
1633,39,0,0,0.5812749,0,0.553441285,
1634,876,0,0,0.66247643,0,0.493456359,
1635,48,0,0,0.66247643,0,0.530708208,
1636,29,0,0,0.524011299,0,0.505875636,
1637,14,0,0,0.509495388,0,0.554547094,
1638,14,0,0,0.509495388,0,0.559026509,
1639,41,0,0,0.509495388,0,0.567204839,
1640,50,0,0,0.509495388,0,0.591765432,
1641,21,0,0,0.524011299,0,0.552970717,
1642,10,0,0,0.509495388,0,0.709549366,
1643,278,0,0,0.524011299,0,0.51157171,
1644,208,0,0,0.524011299,0,0.524615699,
1645,13,0,0,0.509495388,0,0.663776949,
1646,246,0,0,0.509495388,0,0.759298647,
1647,139,0,0,0.646514936,0,0.798921367,
1648,139,0,0,0.742070117,200,0.53368911,
1649,29,0,0,0.742070117,0,0.771348857,
1650,24,0,0,0.742070117,0,0.538919647,
1651,21,0,0,0.742070117,0,0.547147725,
1652,21,0,0,0.742070117,0,0.760025088,
1653,30,0,0,0.524011299,0,0.549191563,
1654,32,0,0,0.524011299,0,0.760773404,
1655,32,0,0,0.524011299,0,0.557481839,
1656,33,0,0,0.524011299,0,0.754034705,
1657,37,0,0,0.524011299,0,0.750735967,
1658,36,0,0,0.509495388,0,0.550720011,
1659,23,0,0,0.509495388,0,0.577951518,
1660,31,0,0,0.509495388,0,0.598505175,
1661,20,0,0,0.524011299,0,0.548895405,
1662,20,0,0,0.524011299,0,0.756807976,
1663,387,209.2,5634,0.515434606,0,0.578820618,
1664,387,209.2,5634,0.515434606,0,0.493877655,
1665,418,209.2,5634,0.515434606,0,0.693509041,
1666,418,209.2,5634,0.515434606,0,0.561499502,
1667,418,209.2,5634,0.515434606,0,0.421861472,
1668,406,0,5634,0.588865096,200,0.637534996,
1669,406,0,5634,0.588865096,200,0.489285085,
1670,406,0,5634,0.588865096,200,0.575410665,
1671,479,0,5634,0.588865096,200,0.643252946,
1672,479,0,5634,0.588865096,200,0.586303684,
1673,479,0,5634,0.588865096,200,0.638605686,
1674,20,0,0,0.742070117,0,0.76812711,
1675,17,0,0,0.742070117,0,0.546773447,
1676,44,0,0,0.509495388,0,0.563058343,
1677,36,0,0,0.509495388,0,0.602770263,
1678,4,0,0,0.509495388,0,0.560119734,
1679,55,0,0,0.509495388,0,0.568168788,
1680,22,0,0,0.524011299,0,0.753706165,
1681,25,0,0,0.524011299,0,0.760427494,
1682,24,0,0,0.524011299,0,0.554608739,
1683,21,0,0,0.509495388,0,0.570909814,
1684,20,0,0,0.509495388,0,0.369620596,
1685,29,0,0,0.509495388,0,0.582025781,
1686,62,0,0,0.588865096,200,0.571108436,
1687,41,0,0,0.509495388,0,0.566683242,
1688,34,0,0,0.509495388,0,0.583280571,
1689,149,0,0,0.531591449,0,0.750809694,
1690,101,0,0,0.531591449,0,0.479596405,
1691,534,0,0,0.503626943,200,0.601700086,
1692,813,0,0,0.605098605,0,0.59615039,
1693,816,0,0,0.503626943,200,0.717503383,
1694,728,0,0,0.531591449,375,0.349449047,
1695,728,0,0,0.531591449,375,0.732761438,
1696,728,0,0,0.531591449,375,0.752004937,
1697,295,0,0,0.605098605,0,0.59666209,
1698,318,0,0,0.605098605,0,0.678432129,
1699,110,0,0,0.384615385,0,0.541105919,
1700,110,0,0,0.384615385,0,0.779981751,
1701,110,0,0,0.384615385,0,0.553037045,
1702,246,0,0,0.531591449,0,0.462468147,
1703,246,0,0,0.531591449,0,0.740973544,
1704,551,0,0,0.384615385,200,0.561715835,
1705,554,0,0,0.384615385,200,0.817064275,
1706,247,0,0,0.632905983,200,0.592554842,
1707,239,0,0,0.632905983,0,0.758639368,
1708,858,0,0,0.461049285,200,0.573663133,
1709,864,0,0,0.461049285,200,0.741382642,
1710,281,0,0,0.605098605,0,0.591023655,
1711,185,0,0,0.435797665,0,0.534199123,
1712,198,0,0,0.435797665,200,0.768872347,
1713,105,0,0,0.531591449,0,0.48116956,
1714,763,0,0,0.461049285,200,0.583768437,
1715,723,0,0,0.632905983,200,0.75541628,
1716,703,0,0,0.503626943,200,0.760460149,
1717,624,0,0,0.503626943,200,0.577143383,
1718,604,0,0,0.279346867,200,0.787989257,
1719,604,0,0,0.279346867,200,0.311875162,
1720,471,0,0,0.39021164,200,0.611349906,
1721,471,0,0,0.39021164,200,0.735517742,
1722,2350,0,0,0.518356279,0,0.561726216,
1723,2350,0,0,0.518356279,0,0.490135676,
1724,2320,0,0,0.518356279,200,0.611589355,
1725,2320,0,0,0.518356279,200,0.521986661,
1726,49,0,0,0.406722689,0,0.695155423,
1727,2,0,0,0.335365854,0,0.400902415,
1728,182,0,0,0.646514936,0,0.651103759,
1729,82,0,0,0.646514936,0,0.639597187,
1730,9774,12296.35,8379.5,0.520859671,393,0.658200714,
1731,9774,12296.35,8379.5,0.520859671,393,,
1732,100,0,0,0.524011299,0,0.777300418,
1733,12,0,0,0.524011299,0,0.802839437,
1734,229,0,0,0.509495388,0,0.792130713,
1735,41,0,0,0.00481232,0,0.486112161,
1736,389,0,0,0.237319684,0,0.589332286,
1737,424,0,0,0.132733408,0,0.519239287,
1738,135,0,0,0.384615385,0,0.564888228,
1739,770,0,0,0.237319684,75,0.590612328,
1740,767,0,0,0.132733408,125,0.54143523,
1741,640,0,0,0.237319684,0,0.595478505,
1742,446,0,0,0.132733408,100,0.501575449,
1743,613,0,0,0.034144427,300,0.508593984,
1744,1159,0,0,0.019291162,313,0.500718032,
1745,992,0,0,0.242895204,206,0.611354128,
1746,856,0,0,0.034144427,300,0.569931409,
1747,856,0,0,0.034144427,300,0.514468649,
1748,762,0,0,0.019291162,300,0.497191079,
1749,295,0,0,0.237319684,0,0.589499113,
1750,293,0,0,0.132733408,100,0.520500319,
1751,5438,14496.35,0,0.008362676,350,0.478180581,
1752,196,0,0,0.384615385,0,0.568923102,
1753,190,0,0,0.384615385,0,0.537262603,
1754,1040,0,0,0.242895204,206,0.606694159,
1755,1047,0,0,0.242895204,300,0.577660777,
1756,1047,0,0,0.242895204,300,0.524403094,
1757,203,0,0,0.384615385,0,0.548141884,
1758,167,0,0,0.384615385,0,0.551003861,
1759,1112,0,0,0.008362676,350,0.48205009,
1760,1414,0,0,0.242895204,218,0.613453445,
1761,1226,0,0,0.242895204,231,0.526683033,
1762,1945,0,0,0.016153846,223,0.518317574,
1763,1743,0,0,0.016153846,223,0.512281063,
1764,1277,0,0,0.016153846,313,0.519234559,
1765,481,2854.35,0,0.651525707,396,0.445427615,
1766,1296,2854.35,0,0.651525707,475,0.558632712,
1767,725,0,0,0.651525707,361,0.425263439,
1768,1484,0,0,0.651525707,396,0.536556598,
1769,1113,0,0,0.355295266,249,0.704611495,
1770,317,1059.7,0,0.651525707,200,0.618186781,
1771,210,0,0,0.560431655,0,0.516029957,
1772,68,0,0,0.560431655,0,0.525519601,
1773,46,0,0,0.560431655,0,0.533808385,
1774,55,0,0,0.560431655,0,0.800380237,
1775,32,0,0,0.646514936,0,0.531055059,
1776,85,0,0,0.646514936,0,0.804409541,
1777,86,0,0,0.646514936,0,0.537126489,
1778,238,0,0,0.646514936,0,0.803356273,
1779,161,0,0,0.560431655,0,0.512434357,
1780,286,816.8,0,0.697573657,200,0.732490249,
1781,294,816.8,0,0.697573657,0,0.496269339,
1782,217,576.8,0,0.697573657,0,0.497203186,
1783,573,625.8,0,0.182675815,0,0.467469662,
1784,573,625.8,0,0.182675815,0,0.725425729,
1785,573,625.8,0,0.182675815,0,0.615648222,
1786,821,0,0,0.486486486,0,0.570744463,
1787,758,0,0,0.486486486,0,0.430713839,
1788,86,0,0,0.00481232,0,0.63384245,
1789,86,0,0,0.00481232,0,0.554425094,
1790,86,0,0,0.486486486,0,0.411084694,
1791,86,0,0,0.486486486,0,0.68630402,
1792,10,0,0,0.00481232,0,0.399273451,
1793,10,0,0,0.00481232,0,0.644682733,
1794,408,0,0,0.486486486,0,0.440922037,
1795,408,0,0,0.486486486,0,0.695903751,
1796,570,283.55,0,0.486486486,0,0.543375465,
1797,570,283.55,0,0.486486486,0,0.461943983,
1798,477,0,0,0.486486486,0,0.573215602,
1799,477,0,0,0.486486486,0,0.444852456,
1800,1762,0,0,0.486486486,0,0.596942773,
1801,1762,0,0,0.486486486,0,0.546489073,
1802,274,625.8,0,0.486486486,0,0.701032047,
1803,274,625.8,0,0.486486486,0,0.430739103,
1804,178,0,0,0.486486486,0,0.647154513,
1805,43,0,0,0.486486486,0,0.436087585,
1806,1785,0,0,0.486486486,0,0.420158179,
1807,1785,0,0,0.486486486,0,0.739849347,
1808,35,0,0,0.341813438,0,0.518858534,
1809,29,0,0,0.341813438,0,0.511855154,
1810,19,0,0,0.341813438,0,0.499412427,
1811,44,0,0,0.341813438,0,0.528936068,
1812,44,0,0,0.341813438,0,0.548608457,
1813,92,0,0,0.289508632,0,0.60375403,
1814,257,0,0,0.289508632,200,0.639929217,
1815,34,0,0,0.289508632,0,0.609445886,
1816,99,0,0,0.289508632,0,0.627673655,
1817,722,0,0,0.539805825,0,0.484075255,
1818,722,0,0,0.539805825,0,0.682323232,
1819,291,0,0,0.539805825,0,0.493673942,
1820,291,0,0,0.539805825,0,0.607617845,
1821,36,0,0,0.509495388,0,0.747042962,
1822,1629,0,0,0.33819065,283,0.237334823,
1823,22,0,0,0.352398524,0,0.576912526,
1824,22,0,0,0.424221922,0,0.596724189,
1825,19,0,0,0.352398524,0,0.581718786,
1826,18,0,0,0.352398524,0,0.606197599,
1827,35,0,0,0.352398524,0,0.576797074,
1828,35,0,0,0.352398524,0,0.606919386,
1829,52,0,0,0.352398524,0,0.587840678,
1830,46,0,0,0.352398524,0,0.603999796,
1831,38,0,0,0.397357724,0,0.582969732,
1832,20,0,0,0.424221922,0,0.59811065,
1833,62,0,0,0.552783109,0,0.6599046,
1834,62,0,0,0.552783109,0,0.734411502,
1835,330,0,0,0.728435823,0,0.627172089,
