,EDD_EMP,MUNI_RAIL_AVG,AVG_BART,SHR_INCOME_100P,PARK_HOURLY_AVG_ON,ONTIME5,
336,626,5829.65,0,0.52125,162,0.665690684,
337,116,0,0,0.605987446,0,0.535182387,
338,116,0,0,0.605987446,0,0.547325266,
339,60,0,0,0.52125,0,0.537432924,
340,62,0,0,0.52125,0,0.498329381,
341,177,0,0,0.52125,0,0.511910916,
342,178,0,0,0.52125,0,0.496402051,
343,19,0,0,0.668508287,0,0.596429728,
344,15,0,0,0.668508287,0,0.5834046,
345,10,0,0,0.668508287,0,0.562930492,
346,17,0,0,0.668508287,0,0.545733375,
347,173,383.2,0,0.694702602,200,0.544567827,
348,175,383.2,0,0.694702602,200,0.759390423,
349,23,181.8,0,0.694702602,200,0.545988395,
350,23,181.8,0,0.694702602,200,0.764681428,
351,273,0,0,0.694702602,200,0.779298989,
352,20,0,0,0.543771044,0,0.737874263,
353,42,0,0,0.543771044,0,0.585564927,
354,9,0,0,0.543771044,0,0.57512167,
355,10,0,0,0.543771044,0,0.747074263,
356,10,0,0,0.543771044,0,0.595509394,
357,17,0,0,0.668508287,0,0.743307596,
358,8,0,0,0.668508287,0,0.747353553,
359,15,0,0,0.668508287,0,0.740826568,
360,1249,0,0,0.39021164,200,0.718192622,
361,1249,0,0,0.39021164,200,0.746540057,
362,1249,0,0,0.39021164,200,0.636136764,
363,1260,0,0,0.39021164,0,0.656622746,
364,1260,0,0,0.39021164,0,0.607328355,
365,1260,0,0,0.39021164,0,0.581679018,
366,228,660.5,0,0.513986014,0,0.715653077,
367,356,0,0,0.379078695,0,0.69349773,
368,336,0,0,0.513986014,0,0.585902969,
369,426,0,0,0.379078695,186,0.710276687,
370,434,0,0,0.379078695,0,0.554385373,
371,866,0,0,0.39021164,0,0.700796755,
372,866,0,0,0.39021164,0,0.618605701,
373,866,0,0,0.39021164,0,0.611361531,
374,830,0,0,0.39021164,0,0.639186784,
375,830,0,0,0.39021164,0,0.576654701,
376,830,0,0,0.39021164,0,0.580695292,
377,772,0,8372,0.219587629,200,0.744227012,
378,772,0,8372,0.219587629,200,0.819729787,
379,767,0,8372,0.219587629,214,0.613345489,
380,822,0,8372,0.219587629,230,0.661421868,
381,822,0,8372,0.219587629,230,0.742936178,
382,822,0,8372,0.219587629,230,0.698821586,
383,823,0,0,0.39021164,200,0.755490788,
384,823,0,0,0.39021164,200,0.77490944,
385,823,0,0,0.39021164,200,0.656666172,
386,833,0,0,0.39021164,0,0.645231657,
387,833,0,0,0.39021164,0,0.604206779,
388,833,0,0,0.39021164,0,0.573475371,
389,1110,0,0,0.39021164,0,0.636103829,
390,1110,0,0,0.39021164,0,0.552838692,
391,336,0,0,0.39021164,0,0.654972594,
392,336,0,0,0.39021164,0,0.576761701,
393,336,0,0,0.39021164,0,0.576494657,
394,1151,0,0,0.219587629,365,0.742644436,
395,1144,0,0,0.379078695,230,0.5683561,
396,281,0,0,0.39021164,0,0.661732365,
397,281,0,0,0.39021164,0,0.629970156,
398,29,0,0,0.628818737,0,0.65941336,
399,33,0,0,0.628818737,0,0.426140829,
400,17,0,0,0.628818737,0,0.635987687,
401,27,0,0,0.659867696,0,0.493245284,
402,16,0,0,0.659867696,0,0.512531771,
403,35,0,0,0.659867696,0,0.47337278,
404,1088,0,0,0.518356279,0,0.669740913,
405,991,0,0,0.66247643,0,0.560105071,
406,991,0,0,0.66247643,0,0.62834095,
407,19,0,0,0.605987446,0,0.633748055,
408,795,0,0,0.518356279,0,0.680334735,
409,387,527.35,0,0.760368664,0,0.61455207,
410,262,1010.7,0,0.612490303,0,0.670805682,
411,230,1010.7,0,0.612490303,0,0.632405832,
412,351,0,0,0.770524233,0,0.694354467,
413,1101,0,0,0.560431655,200,0.660346059,
414,1090,0,0,0.612490303,200,0.65124069,
415,29,0,0,0.658068386,0,0.61397331,
416,29,0,0,0.658068386,0,0.633409622,
417,391,0,0,0.560431655,0,0.626878269,
418,466,0,0,0.612490303,0,0.685890387,
419,597,0,0,0.655297533,0,0.619837166,
420,210,0,0,0.560431655,0,0.65598763,
421,662,0,0,0.655297533,0,0.695656396,
422,641,0,0,0.655297533,0,0.618187624,
423,99,0,0,0.658068386,0,0.632633943,
424,103,0,0,0.658068386,0,0.637652962,
425,233,0,0,0.760368664,0,0.597501436,
426,814,0,0,0.407059707,212,0.681354108,
427,13,0,0,0.658068386,0,0.632093007,
428,149,0,0,0.612490303,0,0.595645206,
429,206,0,0,0.612490303,0,0.627752209,
430,182,0,0,0.770524233,0,0.698103028,
431,138,0,0,0.770524233,0,0.612826058,
432,111,0,0,0.612490303,0,0.643916872,
433,111,0,0,0.612490303,0,0.633956553,
434,154,0,0,0.770524233,0,0.66472219,
435,212,0,0,0.770524233,0,0.621987068,
436,629,0,0,0.655297533,517,0.690843246,
437,684,0,0,0.407059707,320,0.606527766,
438,511,878.85,0,0.10815047,154,0.626314102,
439,511,878.85,0,0.10815047,154,0.619651376,
440,507,816.8,0,0.697573657,0,0.448510224,
441,507,816.8,0,0.697573657,0,0.418917567,
442,260,816.8,0,0.697573657,0,0.575400461,
443,260,816.8,0,0.697573657,0,0.757897469,
444,4509,2660.15,0,0.10815047,154,0.428402483,
445,4509,2660.15,0,0.10815047,154,0.54872227,
446,4509,2660.15,0,0.10815047,154,0.527372755,
447,4509,2660.15,0,0.10815047,154,0.679921093,
448,92,2660.15,0,0.697573657,0,0.508094544,
449,354,0,0,0.443200895,200,0.611625571,
450,354,0,0,0.443200895,200,0.402866332,
451,323,0,0,0.445487741,0,0.500666897,
452,323,0,0,0.445487741,0,0.778339484,
453,73,312.1,0,0.697573657,0,0.734210907,
454,86,312.1,0,0.196721311,0,0.471407309,
455,95,1683.1,0,0.445487741,0,0.478064922,
456,95,1683.1,0,0.445487741,0,0.461525131,
457,95,1683.1,0,0.445487741,0,0.786491263,
458,99,1683.1,0,0.443200895,0,0.598530898,
459,99,1683.1,0,0.443200895,0,0.671993193,
460,99,1683.1,0,0.443200895,0,0.402449461,
461,31,0,0,0.445487741,0,0.462134152,
462,31,0,0,0.445487741,0,0.784883954,
463,35,0,0,0.443200895,0,0.594977394,
464,35,0,0,0.443200895,0,0.404637411,
465,108,0,0,0.543771044,0,0.486750331,
466,108,0,0,0.543771044,0,0.779040505,
467,108,0,0,0.369879518,0,0.593960631,
468,108,0,0,0.369879518,0,0.426396114,
469,32,0,0,0.443200895,200,0.592823018,
470,32,0,0,0.443200895,200,0.405119455,
471,113,0,0,0.369879518,0,0.562390195,
472,113,0,0,0.369879518,0,0.429361745,
473,114,0,0,0.668508287,0,0.504854731,
474,114,0,0,0.668508287,0,0.789980437,
475,128,0,0,0.668508287,0,0.52381568,
476,128,0,0,0.668508287,0,0.779259148,
477,163,0,0,0.393203883,200,0.553809583,
478,163,0,0,0.393203883,200,0.429748196,
479,157,316.3,0,0.582439678,0,0.460180871,
480,157,316.3,0,0.582439678,0,0.421940999,
481,235,816.8,0,0.697573657,200,0.620657043,
482,235,816.8,0,0.697573657,200,0.78310634,
483,355,0,0,0.668508287,0,0.512356865,
484,355,0,0,0.668508287,0,0.773747166,
485,374,0,0,0.393203883,0,0.558161766,
486,374,0,0,0.393203883,0,0.408734605,
487,172,0,0,0.668508287,0,0.534091526,
488,172,0,0,0.668508287,0,0.793266566,
489,171,0,0,0.427442529,0,0.562741939,
490,171,0,0,0.427442529,0,0.397574734,
491,255,0,0,0.628818737,0,0.535107655,
492,255,0,0,0.628818737,0,0.503460718,
493,255,0,0,0.628818737,0,0.786652809,
494,117,0,0,0.427442529,0,0.559044744,
495,117,0,0,0.427442529,0,0.617596735,
496,117,0,0,0.427442529,0,0.405402902,
497,92,0,0,0.628818737,0,0.531797011,
498,92,0,0,0.628818737,0,0.787049635,
499,94,0,0,0.427442529,0,0.557912172,
500,94,0,0,0.427442529,0,0.405235057,
501,12,0,0,0.582439678,0,0.492266932,
502,12,0,0,0.582439678,0,0.404046063,
503,12,0,0,0.697573657,0,0.644858971,
504,12,0,0,0.697573657,0,0.745507429,
505,45,0,0,0.628818737,0,0.543586421,
506,45,0,0,0.628818737,0,0.787049635,
507,41,0,0,0.427442529,0,0.549534528,
508,41,0,0,0.427442529,0,0.387161161,
509,421,1130.1,0,0.628818737,200,0.576919409,
510,421,1130.1,0,0.628818737,200,0.467958805,
511,421,1130.1,0,0.628818737,200,0.774416841,
512,341,1130.1,0,0.427442529,200,0.553366838,
513,341,1130.1,0,0.427442529,200,0.647178038,
514,341,1130.1,0,0.427442529,200,0.424780653,
515,91,0,0,0.694702602,200,0.541608089,
516,91,0,0,0.694702602,200,0.766036822,
517,40,0,0,0.396058014,200,0.546489878,
518,40,0,0,0.396058014,200,0.407265869,
519,39,0,0,0.694702602,0,0.586672061,
520,39,0,0,0.694702602,0,0.75713289,
521,42,0,0,0.396058014,0,0.536760651,
522,42,0,0,0.396058014,0,0.415523987,
523,17,0,0,0.396058014,0,0.484120714,
524,17,0,0,0.396058014,0,0.402724423,
525,17,0,0,0.694702602,0,0.604133162,
526,17,0,0,0.694702602,0,0.754663236,
527,541,1631.6,0,0.697573657,0,0.664553161,
528,541,1631.6,0,0.697573657,0,0.480229887,
529,541,1631.6,0,0.697573657,0,0.779688205,
530,573,500.5,0,0.10815047,0,0.456517805,
531,697,0,0,0.10815047,0,0.749600436,
532,1409,0,0,0.10815047,0,0.448002812,
533,524,1631.6,0,0.10815047,154,0.705414532,
534,524,1631.6,0,0.10815047,154,0.450863973,
535,525,1631.6,0,0.10815047,0,0.737055221,
536,496,993.45,0,0.760368664,0,0.734279436,
537,496,993.45,0,0.760368664,0,0.766101306,
538,482,993.45,0,0.760368664,0,0.610622747,
539,482,993.45,0,0.760368664,0,0.559533537,
540,80,0,0,0.770524233,0,0.565661448,
541,88,0,0,0.66247643,0,0.557063104,
542,102,0,0,0.560431655,0,0.801332731,
543,46,0,0,0.560431655,0,0.801329905,
544,17,0,0,0.646514936,0,0.652059681,
545,621,0,0,0.443200895,200,0.594160024,
546,621,0,0,0.443200895,200,,
547,621,0,0,0.443200895,200,0.503551595,
548,73,951.8,0,0.443200895,0,0.581135641,
549,73,951.8,0,0.443200895,0,,
550,73,951.8,0,0.443200895,0,0.52399342,
551,172,0,0,0.369879518,0,0.588488407,
552,172,0,0,0.369879518,0,,
553,172,0,0,0.369879518,0,0.522883664,
554,19,0,0,0.369879518,0,0.618946738,
555,19,0,0,0.369879518,0,,
556,19,0,0,0.369879518,0,0.515837755,
557,9,0,0,0.443200895,200,0.577572574,
558,9,0,0,0.443200895,200,,
559,9,0,0,0.443200895,200,0.457840385,
560,19,0,0,0.393203883,200,0.649999121,
561,19,0,0,0.393203883,200,,
562,19,0,0,0.393203883,200,0.547350565,
563,433,0,0,0.393203883,200,0.663661417,
564,433,0,0,0.393203883,200,,
565,433,0,0,0.393203883,200,0.555911899,
566,2174,0,0,0.760368664,0,0.756981061,
567,492,0,0,0.760368664,0,0.746317423,
568,429,0,0,0.443200895,200,0.488630035,
569,429,0,0,0.443200895,200,,
570,429,0,0,0.443200895,200,0.161214923,
571,180,951.8,0,0.443200895,200,0.474979359,
572,180,951.8,0,0.443200895,200,,
573,180,951.8,0,0.443200895,200,0.162633574,
574,174,0,0,0.443200895,0,0.465931341,
575,174,0,0,0.443200895,0,,
576,174,0,0,0.443200895,0,0.145646613,
577,23,0,0,0.369879518,0,0.463444455,
