,ROUTE_SHORT_NAME,DIR,LOG_RIDERS_09,EDD_EMP_LOG_09,STOP_ID,AVG_RIDE_09,FREQ_S_LOG_09,EOL_SOL_09,HOUSING_09_DEN_LOG,SHR_INCOME_100P_09,PARK_HOURLY_AVG_ON_LOG_09,ONTIME5_09,AVG_BART_LOG_09,CLOSE_STOP_09,LIMITED_09,EXPRESS_09,ONTIME5.1,TRANSBAY_09,MUNI_RAIL_AVG_09,LOG_RIDERS_16,EDD_EMP_LOG_16,AVG_RIDE_16,FREQ_S_LOG_16,EOL_SOL_16,HOUSING_16_DEN_LOG,SHR_INCOME_100P_16,PARK_HOURLY_AVG_ON_LOG_16,ONTIME5_16,AVG_BART_LOG_16,CLOSE_STOP_16,LIMITED_16,EXPRESS_16,TRANSBAY_16,MUNI_RAIL_AVG_16
1094,10,0,2.391937982,6.388561406,4124,9.934664606,1.4000978919999998,0.0,5.1834364619999995,0.5530726260000001,0.0,0.254199946,0.0,1,0,0,0.254199946,0,0.0,3.7725034465824097,5.579729825986222,42.48880056116014,1.5316320239096697,0.0,5.197973576441161,0.7705242334322453,0.0,0.5637510454352306,0.0,1,0,0,0.0,0.0
1095,22,0,4.382807273,6.388561406,4124,79.06247547,1.9523748890000001,0.0,5.1834364619999995,0.5530726260000001,0.0,0.615688941,0.0,1,0,0,0.615688941,0,0.0,4.6098763265679334,5.579729825986222,99.47172318516235,1.9697484449764595,0.0,5.197973576441161,0.7705242334322453,0.0,0.6132602504071548,0.0,0,0,0,0.0,0.0
1096,10,0,2.288799806,5.609471795,4125,8.863092949,1.400032387,0.0,5.821293221,0.5530726260000001,0.0,0.21397636899999997,0.0,1,0,0,0.21397636899999997,0,0.0,3.4774611568277005,6.0661080901037465,31.377416456836148,1.5315802204770972,0.0,5.833033980782963,0.7705242334322453,0.0,0.5549532902220342,0.0,1,0,0,0.0,0.0
1097,22,0,4.790895459,5.609471795,4125,119.4091418,1.952537364,0.0,5.821293221,0.5530726260000001,0.0,0.6121916279999999,0.0,1,0,0,0.6121916279999999,0,0.0,4.4616504781293385,6.0661080901037465,85.6303727027519,1.9699015864118152,0.0,5.833033980782963,0.7705242334322453,0.0,0.618990763766563,0.0,1,0,0,0.0,0.0
1098,10,1,2.8900212410000004,5.327876169,4126,16.9936918,1.390416267,0.0,5.856232481,0.5530726260000001,0.0,0.691474185,0.0,1,0,0,0.691474185,0,0.0,3.842869182261989,5.840641657373397,45.65915619273168,1.540509896805028,0.0,5.86736167380468,0.7705242334322453,0.0,0.527696800664014,0.0,1,0,0,0.0,0.0
1099,10,1,1.947664413,5.564520407000001,4127,6.012290628,1.3904135309999999,0.0,5.686836576,0.5530726260000001,0.0,0.6871263590000001,0.0,1,0,0,0.6871263590000001,0,0.0,3.0820744092909536,5.746203190540153,20.80358507576679,1.5405544889783862,0.0,5.690337997527528,0.7705242334322453,0.0,0.5389510878843323,0.0,1,0,0,0.0,0.0
1100,19,1,4.210055078,4.33073334,4128,66.36024978,1.54544045,0.0,5.637642091,0.354461042,0.0,0.780835058,0.0,1,0,0,0.780835058,0,0.0,3.917499868553618,4.0943445622220995,49.27459442792711,1.5165126932920574,0.0,5.637654539614687,0.5812749003984063,0.0,0.5952014649914547,0.0,1,0,0,0.0,0.0
1101,19,1,2.092398417,5.075173815,4129,7.104329432999999,1.54544045,0.0,4.952312963,0.779411765,0.0,0.773933655,0.0,1,0,0,0.773933655,0,0.0,1.6485936462183084,4.382026634673881,4.199662118258609,1.5165126932920574,0.0,4.9523129627402716,0.4864864864864865,0.0,0.5820960824875759,0.0,1,0,0,0.0,0.0
1102,19,0,2.03040005,5.075173815,4130,6.617132982,1.561315265,0.0,4.893374583,0.354461042,0.0,0.455340067,0.0,1,0,0,0.455340067,0,0.0,1.7315707671903182,4.394449154672439,4.649521024784184,1.5145330558806125,0.0,4.8933745827941735,0.5812749003984063,0.0,0.3924115861744309,0.0,1,0,0,0.0,0.0
1103,19,1,3.3072779989999996,4.753590191,4131,26.31068449,1.54544045,0.0,3.213731372,0.779411765,0.0,0.779836577,0.0,1,0,0,0.779836577,0,0.0,3.3874462520458364,6.206575926724928,28.590289558318464,1.5165126932920574,0.0,3.2137313723884917,0.4864864864864865,0.0,0.5977339940849634,0.0,1,0,0,0.0,0.0
