,AGENCY_ID,ARRIVAL_TIME_DEV,AVG_HH_SIZE,BART_FROMS,BART_TOS,BIKERACK,CALTRAIN_OFF,CALTRAIN_ON,CAPACITY,CROWDED,CROWDHOURS,DEPARTURE_TIME_DEV,DIR,DOORCYCLES,DOW,DWELL,DWELL_S,EDD_EMP,EDHLTH_RAC_SCALED,EDHLTH_WAC_SCALED,EMP_RAC_SCALED,EMP_WAC_SCALED,EOL,FARE,FREQ_S,FULLFARE_REV,HEADWAY_S,HH_DEN_ACS,HU_DEN_ACS,IMP_TRIP_STOPS,LOAD_ARR,LOAD_DEP,MONTH,MUNI_RAIL_ALIGHTINGS,MUNI_RAIL_BOARDINGS,NUMDAYS,NUM_BUS_STOPS,OBSDAYS,OBS_TRIP_STOPS,OCC_RATE,OFF,ON,ONTIME5,PASSDELAY_ARR,PASSDELAY_DEP,PASSHOURS,PASSMILES,POP_DEN_ACS,RDBRDNGS,ROUTE_LONG_NAME,ROUTE_SHORT_NAME,ROUTE_TYPE,RUNSPEED,RUNSPEED_S,RUNTIME,RUNTIME_S,SEQ,SERVMILES,SERVMILES_S,SOL,STOPNAME,STOPNAME_AVL,STOP_ID,TIMEPOINT,TOTSPEED,TOTSPEED_S,TOTTIME,TOTTIME_S,TRIP_HEADSIGN,TRIP_STOPS,Total_Housing_Units,Total_Pop,VAC_RATE,VC,WAITHOURS,WGT_TRIP_STOPS,WHEELCHAIR,HOURLY_AVG_ON_PARK,TRANSBAY,HOUSING_09_SCALED,LEISER_RAC_SCALED,LEISER_WAC_SCALED,SHR_HH_0VEH,SHR_INCOME_0_15,SHR_INCOME_100P,SHR_INCOME_15_50,SHR_INCOME_50_100,12_HR_OFF_PUB_PARK,1_HR_OFF_PUB_PARK,2_HR_OFF_PUB_PARK,3_HR_OFF_PUB_PARK,4_HR_OFF_PUB_PARK,DAY_OFF_PUB_PARK,DAY_DISCOUNT_OFF_PUB_PARK,RETAIL_RAC_SCALED,RETAIL_WAC_SCALED
338,SFMTA,-0.31625373577040244,3.9346811819595646,0.0,0.0,0.0,0.0,0.0,721.9545454545455,0.007575757575757577,0.1534090909090909,-0.31625373577040244,1,0.0,1,0.0,0.0,,22.279098545118842,1.8707169075009629,0.007348870873461176,4.61217598623721,0,2.0,1.875,0.0,32.0,0.9563464784307236,1.3519734819494986,0.0,611.6468418794167,611.2541335460834,2009-10-01,0.0,0.0,22,2.0,10.0,3,0.7073707370737073,0.3927083333333334,0.0,0.3554573958277661,0.0,0.0,5.020206052773394,23.854226833297247,3.7629184921146654,0.0,TREASURE ISLAND,108,3,7.17,13.0,14.63229402039762,8.100000000000001,19,1.7482480982185116,1.755,0,NORTH GATE RD AND MACALLA RD,NORTH GATE&MACALLA RD NW-,7258,0.0,7.17,13.0,14.63229402039762,8.100000000000001,TRANSBAY TERMINAL,45,909.0,2530.0,0.29262926292629265,0.2146139469214131,0.0,44.826874313295185,0.0,0.0,0.0,7.871035701034565,0.19906687402799372,0.1057542768273717,0.22083981337480565,0.3297045101088647,0.343701399688958,,,,,,,,1.0232168395380157,0.0,29.7,
733,SFMTA,-5.973278149464915,5.469135802469137,0.0,0.0,0.0,0.0,0.0,1005.3167986425341,0.0,0.0,-1.8985523926237164,0,93.78459464555051,1,0.0,0.0,,0.12204853938785913,0.8543397757150141,1.7494050215053734,3.600431911941844,0,2.0,3.298429319371728,244.33800904977372,18.19047619047619,0.32056175903088946,0.32056175903088946,0.0,15.322530165912518,137.4915346907994,2009-10-01,0.0,0.0,22,1.0,13.0,7,1.0,0.0,122.16900452488687,0.5356580538198186,18.538995173454,89.40609236425341,0.0,0.0,1.7531957932183213,1.969683257918552,46TH AVENUE,18,3,0.0,0.0,0.0,0.0,1,0.0,0.0,1,LEGION OF HONOR,LEGION OF HONOR SE-NS/BZ,4873,1.0,0.0,0.0,0.0,0.0,STONESTOWN,63,81.0,443.0,0.0,0.0038605518180681577,18.408558792106586,63.0,0.0,0.0,0.0,0.24409707877571826,0.2222222222222222,0.08641975308641975,0.5185185185185186,0.13580246913580246,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102426969392957,0.0,32.5,0.810247644
748,SFMTA,0.5485580164116929,1.1904761904761905,0.0,0.0,0.0,0.0,0.0,987.87064479638,0.005135387488328665,0.2778039215686275,0.5609163383729561,0,10.283220211161387,1,0.7740742835595777,0.0,,0.20750958049390197,0.20750958049390197,51.232318224966725,0.41501916098780395,0,2.0,3.298429319371728,14.590422322775266,18.19047619047619,0.039115680501410094,0.039115680501410094,0.0,900.0770946455507,905.407750754148,2009-10-01,0.0,0.0,22,1.0,13.0,7,1.0,1.964555052790347,7.295211161387633,0.8134462759462759,11.117662518853695,11.565669306184013,13.38868405448718,252.02158650075413,0.046566286311202486,0.0,46TH AVENUE,18,3,20.32,15.85,51.30118357843137,66.78000000000002,16,17.64,17.640000000000008,0,GREAT HWY/NEAR BEACH CHALET,GREAT HWY&OCEAN BEACH W-M,4780,0.0,20.32,15.85,52.075257861990956,66.78000000000002,STONESTOWN,63,42.0,50.0,0.0,0.22677679381344185,1.1432704876822524,63.0,0.0,0.0,0.0,0.41501916098780395,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20750958049390197,0.0,N,
774,SFMTA,2.108481799450549,1.8304521276595744,0.0,0.0,0.0,0.0,0.0,906.8971153846153,0.0,0.0,2.116429881461132,0,7.689102564102565,1,0.5071073717948718,0.0,,0.0,0.0,11.01493491927159,0.0,0,2.0,3.303040894792032,3.1899038461538463,18.16507936507936,1.263820034147397,1.302474104340735,0.0,669.2375480769232,666.0865064102562,2009-10-01,0.0,0.0,22,1.0,13.0,7,0.9703225806451612,4.745993589743589,1.5949519230769231,0.6208491045991045,1.873076923076923,1.9307692307692303,7.606850560897437,137.86293490384614,2.313362070483899,0.0,46TH AVENUE,18,3,19.91,19.61,38.60679006410256,39.710000000000015,42,12.977999999999998,12.977999999999998,0,SKYLINE BLVD & HARDING RD,SKYLINE BLVD&HARDING RD N,6430,0.0,19.91,19.61,39.113897435897435,39.710000000000015,STONESTOWN,63,1550.0,2753.0,0.029677419354838717,0.16861616227687656,0.2586638621794872,63.0,0.0,0.0,0.0,0.1540550338359663,0.12234042553191488,0.1283244680851064,0.18683510638297868,0.2566489361702128,0.42819148936170215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,
781,SFMTA,2.374094151912902,2.376047904191617,0.0,0.0,0.0,0.0,0.0,906.8971153846153,0.0,0.0,2.4382034671347173,0,33.01985576923077,1,4.0630094551282046,0.0,,117.83611780552827,15.881896185198649,0.0,52.54665381992832,0,2.0,3.3074917312706704,10.139423076923077,18.140634920634927,12.494165408675244,14.688749352714012,0.0,760.0604006410257,732.9736217948719,2009-10-01,0.0,0.0,22,2.0,13.0,7,0.8505942275042445,32.15649038461538,5.069711538461538,0.5674468355718356,14.751903846153846,15.801490384615386,15.583424521901708,216.6172141826923,29.686735533906212,0.0,46TH AVENUE,18,3,15.37,21.68,66.03273349358976,49.67999999999999,49,17.955,17.955,0,LAKE MERCED BLVD & HIGUERA AVE,LAKE MERCED&HIGUERA AVE N,4834,0.0,15.37,21.68,70.09574294871796,49.67999999999999,STONESTOWN,63,2945.0,5952.0,0.1494057724957555,0.19149921910834608,0.7414863782051282,63.0,0.0,0.0,0.0,4.214173671402073,0.20119760479041915,0.17005988023952096,0.2107784431137724,0.3065868263473054,0.3125748502994012,,,,,,,,8.649142495537529,0.0,29.1,0.291528423
782,SFMTA,2.405790214183964,4.7793904208998566,0.0,0.0,0.34375,0.0,0.0,906.8971153846153,0.0,0.0,2.533841542022792,0,67.79411858974359,1,8.08744951923077,0.0,,35.25856762782994,3.7623473288015865,18.04875533341479,15.977757826239204,0,2.0,3.3082443549798723,5.950160256410255,18.136507936507925,2.8704906192987005,3.1829533137071224,0.0,732.9736217948719,500.27661858974363,2009-10-01,0.0,0.0,22,1.0,13.0,7,0.9018324607329844,235.67208333333332,2.975080128205128,0.5671733821733822,13.184891826923078,13.898802083333333,14.800050275106836,279.99592352564105,13.719195369159102,0.0,46TH AVENUE,18,3,20.25,21.45,63.21736666666666,67.31,50,24.065999999999995,24.06600000000001,0,LAKE MERCED BLVD & FONT BLVD,LAKE MERCED&FONT BLVD SE-,4833,0.0,20.25,21.45,71.30481618589744,67.31,STONESTOWN,63,764.0,3293.0,0.09816753926701573,0.1846746338611418,0.4442140758547009,63.0,0.0,154.0,0.0,27.89051993246986,0.2307692307692308,0.22496371552975328,0.06531204644412189,0.3309143686502177,0.3788098693759071,500.0,100.0,200.0,300.0,400.0,500.0,500.0,2.7438986148772484,7.499989547331146,26.3,
783,SFMTA,2.2860081597596302,4.7793904208998566,0.0,0.0,0.38461538461538464,0.0,0.0,975.27064479638,0.0,0.0,2.3333876535229474,0,31.961698717948718,1,2.9772920625942683,0.0,,44.09760892130228,4.82364010621786,20.87343587836012,17.944104051428532,0,2.0,3.3086787167928584,11.701825037707396,18.13412698412698,2.8704906192987005,3.1829533137071224,0.0,501.35888574660635,461.89285067873305,2009-10-01,0.0,0.0,22,2.0,13.0,7,0.9018324607329844,45.31694758672699,5.850912518853698,0.5319229572170749,26.622607088989444,27.35172926093514,8.553123237807945,104.28264823529408,13.719195369159102,0.0,46TH AVENUE,18,3,13.59,19.64,54.89704249622926,40.03,51,13.104,13.104000000000001,0,WINSTON DR & LAKE MERCED BLVD,WINSTON DR&LAKE MERCED BL,6955,0.0,13.59,19.64,57.874334558823534,40.03,STONESTOWN,63,764.0,3293.0,0.09816753926701573,0.1263186912941815,0.8427007101558572,63.0,0.0,154.0,0.0,57.13983323684988,0.2307692307692308,0.22496371552975328,0.06531204644412189,0.3309143686502177,0.3788098693759071,500.0,100.0,200.0,300.0,400.0,500.0,500.0,3.7265505221654833,8.673758827832074,26.3,
790,SFMTA,0.964641573971882,4.7793904208998566,0.0,0.0,0.0,0.0,0.0,1004.5032754010697,0.0,0.0,1.117729647882882,1,49.942692948391475,1,9.81288555664107,0.0,,40.86029619089276,4.439682164650635,18.551468999123927,16.178082067537684,0,2.0,3.255589185339675,174.15352200903672,18.42984375,2.8704906192987005,3.1829533137071224,0.0,596.0119781362429,676.9969198489421,2009-10-01,0.0,0.0,22,2.0,13.0,7,0.9018324607329844,6.091819291819293,87.07676100451836,0.8261066104672492,197.092259925328,230.03674683037548,12.666083325402813,161.51924607492182,13.719195369159102,0.0,46TH AVENUE,18,3,13.97,19.49,64.68648120690584,53.39,4,17.344,17.343999999999998,0,WINSTON DR & LAKE MERCED BLVD,WINSTON DR&LAKE MERCED BL,6954,0.0,13.97,19.49,74.4993667635469,53.39,LEGION OF HONOR,64,764.0,3293.0,0.09816753926701573,0.1478204310853777,12.182175124647276,64.0,0.0,0.0,0.0,57.37859282121949,0.2307692307692308,0.22496371552975328,0.06531204644412189,0.3309143686502177,0.3788098693759071,500.0,100.0,200.0,300.0,400.0,500.0,500.0,3.4358724847076267,7.708887455717032,26.3,0.512559176
791,SFMTA,1.5512963501629349,1.8304521276595744,0.0,0.0,0.0,0.0,0.0,1004.5032754010697,0.0,0.0,1.5512963501629349,1,0.0,1,0.0,0.0,,39.50858983058809,4.458253384880899,21.588520388001147,17.717494502805906,0,2.0,3.255616786774056,2.841903194844371,18.429687500000004,1.263820034147397,1.302474104340735,0.0,676.9969198489421,678.1845381130307,2009-10-01,0.0,0.0,22,2.0,13.0,7,0.9703225806451612,0.2333333333333333,1.4209515974221856,0.8209212655961278,8.911349924585219,8.911349924585219,9.165182028592325,62.960713545951606,2.313362070483899,0.0,46TH AVENUE,18,3,7.94,20.58,45.003963345682095,17.350000000000005,5,5.951999999999999,5.951999999999999,0,LAKE MERCED BLVD/SFSU,LAKE MERCED&STATE DR-SFSU,4840,0.0,7.94,20.58,45.003963345682095,17.350000000000005,LEGION OF HONOR,64,1550.0,2753.0,0.029677419354838717,0.16790598210539232,0.2138111888111888,64.0,0.0,0.0,0.0,35.009161501921504,0.12234042553191488,0.1283244680851064,0.18683510638297868,0.2566489361702128,0.42819148936170215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4287471676552235,8.970905431500476,35.2,
792,SFMTA,1.2674804798608508,1.8304521276595744,0.0,0.0,0.0,0.0,0.0,1012.0568181818179,0.0,0.0,1.39577588860792,1,60.49747474747475,1,8.21112711940837,0.0,,27.332344137961698,2.8823613245864723,13.595328529107261,12.354756422076347,0,2.0,3.2556167867740564,252.77344877344882,18.4296875,1.263820034147397,1.302474104340735,1.0,634.3563502469754,757.752611971362,2009-10-01,0.0,0.0,22,1.0,11.0,5,0.9703225806451612,2.990462662337662,126.38672438672438,0.8142232387837856,313.2031326659452,349.61943474927847,7.064263719787157,89.44424538482347,2.313362070483899,0.0,46TH AVENUE,18,3,16.38,22.33,24.838013566294823,24.250000000000004,6,9.023999999999996,9.023999999999996,0,LAKE MERCED BLVD & FONT DR,LAKE MERCED&FONT ST NW-NS,7237,0.0,16.38,22.33,33.04914068570318,24.250000000000004,LEGION OF HONOR,64,1550.0,2753.0,0.029677419354838717,0.15733044400966648,19.74219002525253,64.0,0.0,0.0,0.0,21.1053974083683,0.12234042553191488,0.1283244680851064,0.18683510638297868,0.2566489361702128,0.42819148936170215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.066857377735901,5.649410165811463,35.2,
