,AGENCY_ID,ARRIVAL_TIME_DEV,AVG_HH_SIZE,BART_FROMS,BART_TOS,BIKERACK,CALTRAIN_OFF,CALTRAIN_ON,CAPACITY,CROWDED,CROWDHOURS,DEPARTURE_TIME_DEV,DIR,DOORCYCLES,DOW,DWELL,DWELL_S,EDD_EMP,EDHLTH_RAC_SCALED,EDHLTH_WAC_SCALED,EMP_RAC_SCALED,EMP_WAC_SCALED,EOL,FARE,FREQ_S,FULLFARE_REV,HEADWAY_S,HH_DEN_ACS,HU_DEN_ACS,IMP_TRIP_STOPS,LOAD_ARR,LOAD_DEP,MONTH,MUNI_RAIL_ALIGHTINGS,MUNI_RAIL_BOARDINGS,NUMDAYS,NUM_BUS_STOPS,OBSDAYS,OBS_TRIP_STOPS,OCC_RATE,OFF,ON,ONTIME5,PASSDELAY_ARR,PASSDELAY_DEP,PASSHOURS,PASSMILES,POP_DEN_ACS,RDBRDNGS,ROUTE_LONG_NAME,ROUTE_SHORT_NAME,ROUTE_TYPE,RUNSPEED,RUNSPEED_S,RUNTIME,RUNTIME_S,SEQ,SERVMILES,SERVMILES_S,SOL,STOPNAME,STOPNAME_AVL,STOP_ID,TIMEPOINT,TOTSPEED,TOTSPEED_S,TOTTIME,TOTTIME_S,TRIP_HEADSIGN,TRIP_STOPS,Total_Housing_Units,Total_Pop,VAC_RATE,VC,WAITHOURS,WGT_TRIP_STOPS,WHEELCHAIR,HOURLY_AVG_ON_PARK,TRANSBAY,HOUSING_09_SCALED,LEISER_RAC_SCALED,LEISER_WAC_SCALED,SHR_HH_0VEH,SHR_INCOME_0_15,SHR_INCOME_100P,SHR_INCOME_15_50,SHR_INCOME_50_100,12_HR_OFF_PUB_PARK,1_HR_OFF_PUB_PARK,2_HR_OFF_PUB_PARK,3_HR_OFF_PUB_PARK,4_HR_OFF_PUB_PARK,DAY_OFF_PUB_PARK,DAY_DISCOUNT_OFF_PUB_PARK,RETAIL_RAC_SCALED,RETAIL_WAC_SCALED
2094,SFMTA,0.6590610558548738,3.5359116022099446,0.0,0.0,0.0,0.0,0.0,1174.7852272727273,0.009998274672187715,0.4728680206672786,0.6590610558548738,1,0.0,1,0.0,0.0,,1.7391791113360964,0.0,0.0,0.09843695225553756,0,2.0,2.756188526724696,0.0,21.769193006292905,0.4592672632072934,0.4592672632072934,0.0,1788.9697831147446,1788.8500509718874,2009-10-01,0.0,0.0,22,1.0,20.0,13,1.0,0.11973214285714287,0.0,0.4829049469480369,0.0,0.0,14.848000379724354,413.252019899506,1.6239284444898774,0.0,SUNSET,29,3,27.06,12.48,48.747544239951296,102.15999999999998,26,21.98900965681016,21.251999999999995,0,PERSIA AVE & BRAZIL AVE,PERSIA AVE&BRAZIL AVE W-F,5909,0.0,27.06,12.48,48.747544239951296,102.15999999999998,CALIFORNIA & 25TH AV.,92,181.0,640.0,0.0,0.2955255772957173,0.0,96.35056387748621,0.0,0.0,0.0,0.0,0.4917127071823205,0.08839779005524863,0.05524861878453037,0.7845303867403315,0.0718232044198895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4,2.5
2126,SFMTA,3.790931258049972,4.7793904208998566,0.0,0.0,0.0,0.0,0.0,1167.23235645933,0.06061909766736349,7.344845193311727,3.9276540490905534,1,83.99039984147116,1,12.71016512769614,0.0,,40.86029619089276,4.439682164650635,18.551468999123927,16.178082067537684,0,2.0,2.6746594852363135,235.5146542484057,22.43276212586696,2.8704906192987005,3.1829533137071224,0.0,2438.22505460687,2515.018149730481,2009-10-01,0.0,0.0,22,2.0,19.0,13,0.9018324607329844,40.96423200059132,117.75732712420286,0.5490509227177006,765.6721112619632,807.3517267989571,43.45446570131483,660.7589897984618,13.719195369159102,0.0,SUNSET,29,3,16.21,13.78,80.82720776948659,109.71999999999998,58,25.266170234074764,25.20300000000001,0,WINSTON DR & LAKE MERCED BLVD,WINSTON DR&LAKE MERCED BL,6954,0.0,16.21,13.78,93.5373728971827,109.71999999999998,CALIFORNIA & 25TH AV.,93,764.0,3293.0,0.09816753926701573,0.4173742134229189,21.611611425871143,93.20838538731829,0.0,0.0,0.0,57.37859282121949,0.2307692307692308,0.22496371552975328,0.06531204644412189,0.3309143686502177,0.3788098693759071,500.0,100.0,200.0,300.0,400.0,500.0,500.0,3.4358724847076267,7.708887455717032,26.3,0.512559176
2162,SFMTA,5.528023632701474,2.9717194570135748,0.0,0.0,0.0,0.0,0.0,1075.909090909091,0.0,0.0,5.539303062551927,1,11.202192981120069,1,1.0183740660899674,0.0,,40.4308002547356,5.910994268837781,5.8825652693144574,21.95880543311615,0,2.0,2.629280751038111,10.826506439296525,22.81992897727273,0.5856150033186885,0.7459304227792346,0.0,394.4850125501378,390.10807908831947,2009-10-01,0.0,0.0,22,1.0,18.0,10,0.7850799289520426,9.790186681466661,5.413253219648262,0.40416202063929335,41.23431489264995,41.883271250486644,3.7654793857712137,63.5120870205722,1.7402834996812162,0.0,SUNSET,29,3,20.01,13.07,42.00401277703076,65.03000000000002,94,14.351319927224864,14.168000000000005,0,LINCOLN BLVD & BOWLEY ST,LINCOLN BLVD&BOWLEY ST SE,5263,0.0,20.01,13.07,43.02238684312073,65.03000000000002,CALIFORNIA & 25TH AV.,88,1126.0,2627.0,0.21492007104795732,0.07028099008708676,1.1803563713307526,89.11391798093061,0.0,0.0,0.0,5.873796859997512,0.01809954751131222,0.022624434389140267,0.5904977375565611,0.13914027149321267,0.24773755656108604,83.33333333333333,0.0,0.0,0.0,0.0,83.33333333333333,83.33333333333333,2.0380394340223527,0.0,29.6,1.6995884769999998
2165,SFMTA,4.895989805619218,2.9717194570135748,0.0,0.0,0.20808823529411768,0.0,0.0,795.3441176470589,0.0,0.0,6.193986507936509,1,29.38857584760977,1,74.6487377151428,0.0,,15.895397316475284,2.1939164393385093,1.1224686278525555,7.091961360876932,0,2.0,2.7150103046982026,67.02725506592505,22.09936363636363,0.5856150033186885,0.7459304227792346,0.0,137.14855749831344,135.2411555670442,2009-10-01,0.0,0.0,22,0.0,15.0,5,0.7850799289520426,35.421029464231744,33.513627532962516,0.3551731601731602,244.72060581557872,470.92910138300033,9.046693165125033,20.297986509750388,1.7402834996812162,0.0,SUNSET,29,3,2.93,11.96,125.8869231892021,40.85,97,9.781811868498805,8.14,0,BOWLEY ST & GIBSON RD,BAKER BEACH PARKING LOT S,3023,0.0,2.93,11.96,200.53566090434487,40.85,CALIFORNIA & 25TH AV.,55,1126.0,2627.0,0.21492007104795732,0.033733951493055137,6.590202189678124,66.08277712129905,0.0,0.0,0.0,2.823862511004529,0.01809954751131222,0.022624434389140267,0.5904977375565611,0.13914027149321267,0.24773755656108604,83.33333333333333,0.0,0.0,0.0,0.0,83.33333333333333,83.33333333333333,0.6632769164583282,0.0,29.6,1.6995884769999998
2174,SFMTA,4.530803158829475,2.9717194570135748,0.0,0.0,0.0,0.0,0.0,544.0627530364372,0.0,0.0,4.552005913190124,1,7.5276421230481665,1,0.7331302000402591,0.0,,2.028636052867558,0.22042885648122496,0.0,3.845599074125968,0,2.0,2.5986639192576746,0.5780671517936933,23.08878787878788,0.5856150033186885,0.7459304227792346,2.0,277.79848270034455,270.87285285739733,2009-10-01,0.0,0.0,22,1.0,16.0,3,0.7850799289520426,7.214663418844112,0.28903357589684664,0.3900183637025743,1.0636435593003957,1.0838759096131751,9.400260257943764,210.8490483695615,1.7402834996812162,0.0,SUNSET,29,3,22.95,13.86,83.7729222785057,108.4,106,32.32980595046723,25.047000000000004,0,MERCHANT ST & LINCOLN BLVD,MERCHANT RD&LINCOLN BLVD,5411,0.0,22.95,13.86,84.50605247854595,108.4,THE PRESIDIO,33,1126.0,2627.0,0.21492007104795732,0.10738823353693863,0.02890335758968467,43.972555700878665,0.0,0.0,0.0,1.3361709161013102,0.01809954751131222,0.022624434389140267,0.5904977375565611,0.13914027149321267,0.24773755656108604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,
2175,SFMTA,4.314272832430727,2.9717194570135748,0.0,0.0,0.25071982281284605,0.0,0.0,544.0627530364372,0.0,0.0,4.337163095189411,1,5.558750627105348,1,0.7476594419738712,0.0,,3.7983212344639377,0.4672059062540012,0.0,1.3176906180110186,0,2.0,2.598425196850394,4.3397222932106665,23.09090909090909,0.5856150033186885,0.7459304227792346,2.0,270.87285285739733,264.8471995193906,2009-10-01,0.0,0.0,22,1.0,16.0,3,0.7850799289520426,8.195514484612001,2.169861146605333,0.3776720355667724,2.487140642303433,2.552327796234773,2.799314774770044,39.8183093700374,1.7402834996812162,0.0,SUNSET,29,3,14.5,10.39,25.15652396274546,28.000000000000004,107,6.261503919260449,4.851,0,GOLDEN GATE BR TUNNEL/MERCHANT RD,MERCHANT RD&GOLDEN GATE B,4775,1.0,14.5,10.39,25.90418340471933,28.000000000000004,THE PRESIDIO,33,1126.0,2627.0,0.21492007104795732,0.10390168326676263,0.414522531731834,43.972555700878665,0.0,0.0,0.0,0.5460658598873529,0.01809954751131222,0.022624434389140267,0.5904977375565611,0.13914027149321267,0.24773755656108604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13222505230691672,0.0,29.6,
2176,SFMTA,4.659780093201147,2.9717194570135748,0.0,0.0,0.0,0.0,0.0,544.0627530364372,0.0,0.0,4.973087862429967,1,56.645218071814746,1,13.288054024752025,0.0,,0.7081648881119041,0.015243828220097816,0.0,0.17169680766183731,0,2.0,2.598425196850394,37.961496912709094,23.09090909090909,0.5856150033186885,0.7459304227792346,2.0,270.6936931855135,189.33624840214958,2009-10-01,0.0,0.0,22,2.0,16.0,3,0.7850799289520426,100.33819323971834,18.980748456354547,0.411258819153556,78.59191880737761,90.54963518808762,4.56135554221661,27.88145039810789,1.7402834996812162,0.0,SUNSET,29,3,5.91,13.9,31.257310874251452,14.67,108,4.387312269958002,3.399,0,GOLDEN GATE BRIDGE/PARKING LOT,GOLDEN GATE BR. PARKING L,4774,0.0,5.91,13.9,44.54536489900347,14.67,THE PRESIDIO,33,1126.0,2627.0,0.21492007104795732,0.10366645329051342,4.008151933282513,43.972555700878665,0.0,0.0,0.0,0.22189634383150025,0.01809954751131222,0.022624434389140267,0.5904977375565611,0.13914027149321267,0.24773755656108604,0.0,33.333333333333336,66.66666666666667,100.0,133.33333333333334,0.0,0.0,0.08892958577604428,0.0,29.6,
2179,SFMTA,5.592864732733153,2.9717194570135748,0.0,0.0,0.0,0.0,0.0,544.0627530364372,0.0,0.0,5.645426216084111,1,3.1495532682128613,1,3.2796228024551084,0.0,,0.044394743179218335,0.01689609205847206,0.0,0.0,0,2.0,2.598425196850394,8.340033532194896,23.09090909090909,0.5856150033186885,0.7459304227792346,2.0,178.46008487799958,179.67561896801254,2009-10-01,0.0,0.0,22,1.0,16.0,3,0.7850799289520426,2.954482676084455,4.170016766097448,0.4126253863095969,19.18210831434792,24.86464815656764,3.573570823240447,24.092111458529946,1.7402834996812162,0.0,SUNSET,29,3,6.25,8.61,51.88180506085304,31.05,111,5.750360742177966,4.455000000000001,0,MCDOWELL AVE & COWLES ST,MCDOWELL AVE&COWLES ST SE,5409,0.0,6.25,8.61,55.161427863308155,31.05,THE PRESIDIO,33,1126.0,2627.0,0.21492007104795732,0.07042472518662997,0.7672936765939455,43.972555700878665,0.0,0.0,0.0,0.01689609205847206,0.01809954751131222,0.022624434389140267,0.5904977375565611,0.13914027149321267,0.24773755656108604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00844804602923603,29.6,
2180,SFMTA,5.8662709561393775,2.9717194570135748,0.0,0.0,0.0,0.0,0.0,532.9311740890688,0.0,0.0,5.9218771579297895,1,18.61252057619277,1,2.318802683324712,0.0,,0.5047537827132527,0.0,0.0,0.0,0,2.0,2.598425196850394,15.98640170330632,23.09090909090909,0.5856150033186885,0.7459304227792346,2.0,179.21959072731988,165.88092863947873,2009-10-01,0.0,0.0,22,1.0,16.0,3,0.7850799289520426,21.33186293949432,7.9932008516531585,0.39849283270335895,42.01666704728308,43.00153422791728,2.7334693281688582,23.119327203824266,1.7402834996812162,0.0,SUNSET,29,3,9.12,12.38,33.8438129897537,20.63,112,5.494789153636721,4.257,0,MASON ST (PRESIDIO)/BLDG B650,BUILDING B650 PRESIDIO S-,5376,0.0,9.12,12.38,36.162615673078406,20.63,THE PRESIDIO,33,1126.0,2627.0,0.21492007104795732,0.07095756281219939,1.4401629332654653,43.972555700878665,0.0,0.0,0.0,0.0,0.01809954751131222,0.022624434389140267,0.5904977375565611,0.13914027149321267,0.24773755656108604,364.7058823529412,58.82352941176471,111.76470588235294,170.58823529411762,223.52941176470588,364.7058823529412,364.7058823529412,0.0,0.0,29.6,1.101875594
2181,SFMTA,5.7467876713929344,2.9717194570135748,0.0,0.0,0.0,0.0,0.0,544.0627530364372,0.0,0.0,5.747585119558804,1,0.3603869486801115,1,0.04504836858501394,0.0,,0.002021916357871998,0.0,0.002021916357871998,0.0,0,2.0,2.598425196850394,0.0,23.09090909090909,0.5856150033186885,0.7459304227792346,2.0,166.8383965257971,166.47800957711698,2009-10-01,0.0,0.0,22,1.0,16.0,3,0.7850799289520426,0.3603869486801115,0.0,0.3980751217593323,0.0,0.0,1.6798221475174062,42.21011432102665,1.7402834996812162,0.0,SUNSET,29,3,25.54,19.45,25.27297087215342,25.760000000000005,113,10.776601983489073,8.349000000000002,0,MASON ST (PRESIDIO)/BLDG B639,BUILDING B639 PRESIDIO SW,5374,0.0,25.54,19.45,25.318019240738433,25.760000000000005,THE PRESIDIO,33,1126.0,2627.0,0.21492007104795732,0.06507574698886312,0.0,43.972555700878665,0.0,0.0,0.0,0.002021916357871998,0.01809954751131222,0.022624434389140267,0.5904977375565611,0.13914027149321267,0.24773755656108604,364.7058823529412,58.82352941176471,111.76470588235294,170.58823529411762,223.52941176470588,364.7058823529412,364.7058823529412,0.0,0.002021916357871998,29.6,1.101875594
2182,SFMTA,5.51231442534074,2.9717194570135748,0.0,0.0,0.0,0.0,0.0,536.2469635627532,0.0,0.0,5.52489436002594,1,4.7737117914664235,1,0.4080697090497102,0.0,,0.0,0.0,0.0,0.0,0,2.0,2.598425196850394,3.1132322851191625,23.09090909090909,0.5856150033186885,0.7459304227792346,2.0,166.95813208059622,164.0871414025141,2009-10-01,0.0,0.0,22,3.0,16.0,3,0.7850799289520426,4.427606820641724,1.5566161425595813,0.3817561580719475,0.7123070834982193,0.7123070834982193,1.5083673394749555,41.739533020149054,1.7402834996812162,0.0,SUNSET,29,3,28.2,18.74,22.249176200332727,26.420000000000005,114,10.648816189218447,8.25,0,MASON ST (PRESIDIO)/PRESIDIO BANK,MASON ST&BANK ST SW-NS/SB,5380,0.0,28.2,18.74,22.657245909382443,26.420000000000005,THE PRESIDIO,33,1126.0,2627.0,0.21492007104795732,0.06512818689092707,0.2724148191776872,43.972555700878665,0.0,0.0,0.0,0.0,0.01809954751131222,0.022624434389140267,0.5904977375565611,0.13914027149321267,0.24773755656108604,364.7058823529412,58.82352941176471,111.76470588235294,170.58823529411762,223.52941176470588,364.7058823529412,364.7058823529412,0.0,0.0,29.6,1.101875594
2183,SFMTA,5.083540654520919,2.9717194570135748,0.0,0.0,0.0,0.0,0.0,539.846963562753,0.0,0.0,5.150792341430499,1,4.579016760612337,1,3.390611046350501,0.0,,0.0,0.0,0.0,0.0,0,2.0,2.598425196850394,8.314627444292315,23.09090909090909,0.5856150033186885,0.7459304227792346,2.0,165.09040414128705,165.96900421120046,2009-10-01,0.0,0.0,22,4.0,16.0,3,0.7850799289520426,3.2787136522327383,4.157313722146157,0.3928011316169209,7.184495782909367,13.969759552652553,0.8241083839088603,13.537413139585535,1.7402834996812162,0.0,SUNSET,29,3,14.91,20.02,10.665175213849082,8.11,115,3.492811710063652,2.7060000000000004,0,MASON ST (PRESIDIO)/PX,MASON ST,5378,0.0,14.91,20.02,14.055786260199586,8.11,THE PRESIDIO,33,1126.0,2627.0,0.21492007104795732,0.06410487544572759,0.7806022491656402,43.972555700878665,0.0,0.0,0.0,0.0,0.01809954751131222,0.022624434389140267,0.5904977375565611,0.13914027149321267,0.24773755656108604,364.7058823529412,58.82352941176471,111.76470588235294,170.58823529411762,223.52941176470588,364.7058823529412,364.7058823529412,0.0,0.0,29.6,1.101875594
2184,SFMTA,5.171774036635878,2.9717194570135748,0.0,0.0,0.0,0.0,0.0,539.846963562753,0.0,0.0,5.2088806244924655,1,11.877256902681825,1,1.5140526080896308,0.0,,0.0,0.0,0.012806213867916671,0.0,0,2.0,2.598425196850394,0.7032474804031356,23.09090909090909,0.5856150033186885,0.7459304227792346,2.0,166.64071115582934,155.26413042683347,2009-10-01,0.0,0.0,22,2.0,16.0,3,0.7850799289520426,11.728204469197411,0.3516237402015678,0.3721288214709267,6.5155879059350505,6.585912653975363,1.2913677218309043,15.997508270959615,1.7402834996812162,0.0,SUNSET,29,3,13.29,14.36,16.94651180576189,13.240000000000002,116,4.0891454166598855,3.1680000000000006,0,HALLECK ST & VALLEJO ST,HALLECK ST&VALLEJO ST SW-,5023,0.0,13.29,14.36,18.460564413851518,13.240000000000002,THE PRESIDIO,33,1126.0,2627.0,0.21492007104795732,0.06437838361397259,0.058603956700261285,43.972555700878665,0.0,0.0,0.0,0.8588021476349663,0.01809954751131222,0.022624434389140267,0.5904977375565611,0.13914027149321267,0.24773755656108604,364.7058823529412,58.82352941176471,111.76470588235294,170.58823529411762,223.52941176470588,364.7058823529412,364.7058823529412,0.0,0.0,29.6,1.101875594
2802,SFMTA,1.6108726483423381,3.577268195413758,0.0,0.0,0.0,0.0,0.0,1349.368778280543,0.0,0.0,1.6789855915870624,1,30.680170177045174,1,3.0843664043608894,0.0,,85.15715709047954,6.6540910602491214,0.0,52.38181686747241,0,2.0,2.443438914027149,12.221034140151787,24.555555555555557,3.726577627078535,3.897487468400184,0.0,256.68380123416887,234.92220299444568,2009-10-01,0.0,0.0,22,1.0,12.0,10,0.9561487130600572,27.872115309799128,6.110517070075892,0.5160807756150894,30.78510962077139,32.09893597823745,1.1475088432933715,11.807454856771765,13.330967623088519,0.0,TERESITA,36,3,10.64,17.82,8.325887721007206,6.969999999999999,43,2.024,2.069999999999999,0,CLARENDON AVE & PANORAMA DR,CLARENDON AVE&PANORAMA DR,4037,0.0,10.64,17.82,11.410254125368096,6.969999999999999,FOREST HILL STATION,45,1049.0,3588.0,0.0438512869399428,0.09054102336302253,1.2021159532188943,45.0,0.0,0.0,0.0,3.583203547179921,0.19641076769690927,0.20438683948155534,0.4965104685942173,0.1036889332003988,0.19541375872382846,,,,,,,,7.172462383073428,0.0,25.6,2.5
2816,SFMTA,2.2154115165834534,3.577268195413758,0.0,0.0,0.0,0.0,0.0,1323.157651172357,0.0,0.0,2.2437593120145407,1,18.219799672005557,1,1.27941380344873,0.0,,85.15715709047954,6.6540910602491214,0.0,52.38181686747241,0,2.0,2.443438914027149,28.82842029974384,24.555555555555557,3.726577627078535,3.897487468400184,1.0,209.14013547726785,221.788777861572,2009-10-01,0.0,0.0,22,1.0,12.0,9,0.9561487130600572,1.7655677655677655,14.414210149871915,0.5450288749921103,46.6827322116881,48.1354562384783,0.7688599051785634,9.62044623195432,13.330967623088519,0.0,TERESITA,36,3,13.66,17.82,7.612890736646253,6.969999999999999,57,2.024,2.069999999999999,0,CLARENDON AVE & PANORAMA DR,CLARENDON AVE&PANORAMA DR,4037,0.0,13.66,17.82,8.892304540094983,6.969999999999999,FOREST HILL STATION,45,1049.0,3588.0,0.0438512869399428,0.07377077089145248,2.6042753642055114,45.0,0.0,0.0,0.0,3.583203547179921,0.19641076769690927,0.20438683948155534,0.4965104685942173,0.1036889332003988,0.19541375872382846,,,,,,,,7.172462383073428,0.0,25.6,2.5
3510,SFMTA,1.0504769576423278,1.1904761904761905,0.0,0.0,0.6247199858964565,0.0,0.0,1117.3136785814804,0.02939939464329708,5.342315274898646,1.3119388928512428,0,91.40473647676036,1,21.34387841796097,0.0,,0.0,0.31708782688571724,0.0,1.2683513075428692,0,2.0,4.3594991892394805,366.4345042555453,13.763048780487804,0.039115680501410094,0.039115680501410094,0.0,1989.0392120475312,2078.1643165227333,2009-10-01,0.0,0.0,22,0.0,19.0,11,1.0,94.09214765256964,183.21725212777267,0.7620095705235023,307.8687466963664,398.05420068390123,70.2087495576227,515.1611559203103,0.046566286311202486,0.0,O'SHAUGHNESSY,44,3,7.96,9.24,139.84977549358072,137.95,9,21.373919130354878,21.238000000000003,0,TEA GARDEN DR/DEYOUNG MUSEUM,GOLDEN GATE PARK MUSEUMS,4772,0.0,7.96,9.24,161.1936539115417,137.95,KEITH & EVANS,82,42.0,50.0,0.0,0.3849785684800799,19.2095689007712,82.52478428708447,0.0,200.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1633.333333333333,166.66666666666666,300.0,466.66666666666674,633.3333333333334,1633.333333333333,1553.0,0.0,0.0,N,0.455643739
3625,SFMTA,4.656103633619911,1.1904761904761905,0.0,0.0,0.4050967986434794,0.0,0.0,1104.1144103574443,0.02432680538555692,5.198789473684211,4.8416514500017565,1,83.78563277673246,1,15.932241441163892,0.0,,0.0,0.0,0.0,0.30883794571409273,0,2.0,4.336134453781513,190.5726658247588,13.83720930232558,0.039115680501410094,0.039115680501410094,0.0,1844.4009843154413,1780.013658522864,2009-10-01,0.0,0.0,22,0.0,19.0,11,1.0,159.67365870495675,95.2863329123794,0.4171334705389148,642.3952282921534,695.8834438975298,73.21712504188099,582.8307110436795,0.046566286311202486,0.0,O'SHAUGHNESSY,44,3,8.77,8.51,170.59799428757003,191.6,59,27.24956412014275,27.17599999999999,0,CONCOURSE DR/ACADEMY OF SCIENCES,ACADEMY OF SCIENCES S-NS/,4771,0.0,8.77,8.51,186.53023572873383,191.6,CALIFORNIA & 6TH AV.,86,42.0,50.0,0.0,0.3412264536174137,10.253133420740024,86.232797848553,0.0,200.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1633.333333333333,166.66666666666666,300.0,466.66666666666674,633.3333333333334,1633.333333333333,1553.0,0.0,0.0,N,0.455643739
3888,SFMTA,2.8705426981806363,2.126975763962065,0.0,0.0,0.0,0.0,0.0,1186.1815789473685,0.0070094217024041575,0.7948307224317716,2.870653809291748,1,0.2857142857142857,1,0.01,0.0,,60.50030651778107,6.749959872497692,2.7579710168747043,39.44618002987245,0,2.0,2.8376951009221,1.6857142857142855,21.14392063492064,6.243940016062871,6.701214864446823,0.0,1057.4865589764486,1058.3294161193055,2009-10-01,0.0,0.0,22,1.0,17.0,11,0.9317623956799216,0.0,0.8428571428571427,0.6829261863506504,1.9092857142857145,1.9192857142857145,14.209859392305695,141.70319890284406,13.280709085798636,0.0,QUINTARA - 24TH STREET,48,3,11.83,15.55,60.98469128175939,46.53,39,12.026186213065994,12.059999999999993,0,PORTOLA DR/MCATEER HIGH SCHOOL,MCATEER HIGH SCHOOL S-MB/,6115,0.0,11.83,15.55,60.99469128175939,46.53,3RD ST. & 20TH ST.,90,2037.0,4037.0,0.06823760432007854,0.1880792540008326,0.10127619047619046,89.74765830646268,0.4147801196981525,0.0,0.0,20.10734264722781,0.1417281348788198,0.05742887249736565,0.42992623814541625,0.2291886195995785,0.2834562697576396,,,,,,,,4.76423743406092,16.226890969170835,28.5,2.581334195
4155,SFMTA,3.4243241571353824,2.126975763962065,0.0,0.0,0.0,0.0,0.0,1259.4807692307693,0.0,0.0,3.4243241571353824,0,0.0,1,0.0,0.0,,60.50030651778107,6.749959872497692,2.7579710168747043,39.44618002987245,0,2.0,2.500404862890569,1.4923076923076923,23.99611394557823,6.243940016062871,6.701214864446823,1.0,407.7776613029761,408.52381514913003,2009-10-01,0.0,0.0,22,1.0,8.0,5,0.9317623956799216,0.0,0.7461538461538462,0.7741359547481996,1.7973076923076925,1.7973076923076925,8.788383414877591,59.94331621153751,13.280709085798636,0.0,EXCELSIOR,52,3,7.87,13.14,56.595164101996545,32.88000000000001,6,7.423808121003803,7.202999999999999,0,PORTOLA DR/MCATEER HIGH SCHOOL,MCATEER HIGH SCHOOL S-MB/,6115,0.0,7.87,13.14,56.595164101996545,32.88000000000001,PERSIA & PRAGUE,49,2037.0,4037.0,0.06823760432007854,0.12755407587769105,0.15904807692307693,50.50209606125036,0.0,0.0,0.0,20.10734264722781,0.1417281348788198,0.05742887249736565,0.42992623814541625,0.2291886195995785,0.2834562697576396,,,,,,,,4.76423743406092,16.226890969170835,28.5,2.581334195
5085,SFMTA,0.7205555555555557,1.8304521276595744,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.7205555555555557,0,0.0,1,0.0,0.0,,77.36494402938452,12.444946794453006,0.0,35.99751508232921,0,2.0,4.551724137931033,0.0,13.181818181818185,1.263820034147397,1.302474104340735,1.0,4.5555555555555545,4.5555555555555545,2009-10-01,0.0,0.0,22,1.0,6.0,0,0.9703225806451612,0.0,0.0,0.5833333333333334,0.0,0.0,0.15925925925925924,1.2983333333333331,2.313362070483899,0.0,B.A.R.T. SHUTTLE,88,3,10.32,12.04,19.89,17.040000000000006,21,3.4199999999999995,3.4200000000000013,0,LAKE MERCED BLVD & HIGUERA AVE,LAKE MERCED&HIGUERA AVE N,4835,0.0,10.32,12.04,19.89,17.040000000000006,LAKE MERCED,12,1550.0,2753.0,0.029677419354838717,0.006025867136978248,0.0,12.0,0.0,0.0,0.0,1.6648481278599738,0.12234042553191488,0.1283244680851064,0.18683510638297868,0.2566489361702128,0.42819148936170215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.575983387797437,0.0,35.2,
5088,SFMTA,-0.07951111111111105,1.8304521276595744,0.0,0.0,0.0,0.0,0.0,138.6,0.0,0.0,-0.07631111111111104,0,0.96,1,0.0384,0.0,,14.884873525834575,1.0448563539081297,0.48021456419325204,6.1985210656360765,0,2.0,4.551724137931033,0.96,13.181818181818185,1.263820034147397,1.302474104340735,1.0,7.94,8.42,2009-10-01,0.0,0.0,22,1.0,5.0,0,0.9703225806451612,0.0,0.48,0.33,1.4495999999999998,1.4880000000000002,0.038387777777777785,1.04014,2.313362070483899,0.0,B.A.R.T. SHUTTLE,88,3,40.0,29.11,1.635066666666667,3.2400000000000007,24,1.5719999999999996,1.5719999999999998,0,1100 LAKE MERCED BLVD,1100 LAKE MERCED BLVD W-M,4829,0.0,56.36,29.11,1.6734666666666669,3.2400000000000007,LAKE MERCED,12,1550.0,2753.0,0.029677419354838717,0.010502645502645505,0.0,12.0,0.0,0.0,0.0,3.0388499014307646,0.12234042553191488,0.1283244680851064,0.18683510638297868,0.2566489361702128,0.42819148936170215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.317019506602781,0.0,35.2,1.828547256
5096,SFMTA,3.1676785714285707,2.376047904191617,0.0,0.0,0.0,0.0,0.0,130.5,0.0,0.0,3.1676785714285707,1,0.0,1,0.0,0.0,,117.83611780552827,15.881896185198649,0.0,52.54665381992832,0,2.0,3.255813953488372,0.0,18.42857142857143,12.494165408675244,14.688749352714012,0.0,23.20086885669241,23.20086885669241,2009-10-01,0.0,0.0,22,2.0,14.0,1,0.8505942275042445,0.0,0.0,0.8452380952380952,0.0,0.0,0.3202968062572369,6.612247624157338,29.686735533906212,0.0,B.A.R.T. SHUTTLE,88,3,18.62,26.31,6.9261556104679585,5.200000000000002,6,2.1489379467342204,2.2800000000000007,0,LAKE MERCED BLVD & HIGUERA AVE,LAKE MERCED&HIGUERA AVE N,4834,0.0,18.62,26.31,6.9261556104679585,5.200000000000002,BALBOA PARK STATION,8,2945.0,5952.0,0.1494057724957555,0.05725623582766441,0.0,7.5401331464358625,0.0,0.0,0.0,4.214173671402073,0.20119760479041915,0.17005988023952096,0.2107784431137724,0.3065868263473054,0.3125748502994012,,,,,,,,8.649142495537529,0.0,29.1,0.291528423
