,MONTH,DOW,AGENCY_ID,ROUTE_SHORT_NAME,DIR,SEQ,NUMDAYS,OBSDAYS,TRIP_STOPS,OBS_TRIP_STOPS,WGT_TRIP_STOPS,STOP_ID,ROUTE_LONG_NAME,ROUTE_TYPE,TRIP_HEADSIGN,HEADWAY_S,FARE,STOPNAME,STOPNAME_AVL,STOP_LAT,STOP_LON,EOL,SOL,TIMEPOINT,ARRIVAL_TIME_DEV,DEPARTURE_TIME_DEV,DWELL_S,DWELL,RUNTIME_S,RUNTIME,TOTTIME_S,TOTTIME,SERVMILES_S,SERVMILES,RUNSPEED_S,RUNSPEED,TOTSPEED_S,TOTSPEED,ONTIME5,ON,OFF,LOAD_ARR,LOAD_DEP,PASSMILES,PASSHOURS,WAITHOURS,FULLFARE_REV,PASSDELAY_DEP,PASSDELAY_ARR,RDBRDNGS,DOORCYCLES,WHEELCHAIR,BIKERACK,CAPACITY,VC,CROWDED,CROWDHOURS
4439,2009-06-01,1,SFMTA,54,1,79,12,11,61,11,57.66027896052769,5045,FELTON,3,Bayview District,20.361166666666666,2.0,Hudson Ave & Ingalls St  ,HUDSON AVE&INGALLS ST W-N,37.73239,-122.379692,0,0,0.0,4.435649569768385,4.5000278853474684,0.0,3.7209713287437594,38.77,31.757102945438234,38.77,35.478074274182,9.271999999999997,8.76436240200021,14.35,16.56,14.35,14.82,0.4722066453937566,17.035730719561638,27.82674048461558,504.7859403399705,493.99493057491657,76.72746293167552,5.50571811885917,2.7879052391537,34.071461439123276,139.6425120296685,136.56989082677404,0.0,32.20367442580047,0.0,0.0,813.2727272727273,0.13929887389853837,0.0,0.0
4440,2009-06-01,1,SFMTA,54,1,80,12,11,61,11,57.66027896052769,5768,FELTON,3,Bayview District,20.36166666666667,2.0,Northridge Rd & Ingalls St   ,NORTHRIDGE RD&INGALLS ST,37.73163,-122.37896,0,0,0.0,4.582432511076485,4.665377180716369,0.0,4.749644090497899,21.89999999999998,25.164971805591424,21.89999999999998,29.914615896089323,5.246000000000001,4.958783990605381,14.37,11.82,14.37,9.95,0.46234520068914137,11.265068882207519,60.581628225030606,493.99493057491657,444.6783712320935,42.483564029442825,4.685046626991836,2.217547495232713,22.530137764415038,67.84833244793636,64.65971805486582,0.0,44.596182873682466,0.0,0.12727272727272726,813.2727272727273,0.1363194637014349,0.0,0.0
4441,2009-06-01,1,SFMTA,54,1,81,12,11,61,11,57.66027896052769,5767,FELTON,3,Bayview District,20.36333333333334,2.0,Northridge Rd & Harbor Rd  ,NORTHRIDGE RD&HARBOR RD S,37.730978,-122.377013,0,0,0.0,4.600855748328406,4.660712599444071,0.0,3.4521488634456774,30.06999999999999,26.74167153694152,30.06999999999999,30.193820400387207,7.198000000000007,6.803912917342267,14.36,15.27,14.36,13.52,0.408428962518119,13.126860666894505,33.56417704254696,441.56399187621446,421.126675500562,52.1045510413933,4.157865744346884,2.265257069280284,26.25372133378901,60.872370058216006,59.01902565079434,0.0,30.746803776270156,0.0,0.0,778.9090909090909,0.12193564255681548,0.0,0.0
4442,2009-06-01,1,SFMTA,54,1,82,12,11,61,11,57.66027896052769,5766,FELTON,3,Bayview District,20.36416666666667,2.0,Northridge Rd & Dormitory Rd   ,NORTHRIDGE RD&DORMITORY R,37.73025,-122.37448,0,0,0.0,4.61561820422871,4.720468376066305,0.0,5.996967003609533,38.690000000000005,32.06088166182611,38.690000000000005,38.057848665435635,9.271999999999997,8.76436240200021,14.38,16.4,14.38,13.82,0.41906949664866366,43.95115617041497,38.92719412333179,421.126675500562,426.1506375476452,64.01125467608541,5.605828085212962,7.310669040332332,87.90231234082994,295.09015936404523,278.46770085895173,0.0,40.22891038564769,0.0,0.2932038884782787,778.9090909090909,0.11637647446575233,0.0,0.0
4443,2009-06-01,1,SFMTA,54,1,83,12,11,61,11,57.66027896052769,4456,FELTON,3,Bayview District,20.36666666666667,2.0,Earl St & Kirkwood Ave   ,EARL ST&KIRKWOOD AVE N-NS,37.728779,-122.37313,0,0,1.0,4.506131037096189,4.63927242576607,0.0,7.681127476154964,50.310000000000024,32.89090155940088,50.310000000000024,40.57202903555585,10.247999999999992,9.686926865368655,12.22,17.67,12.22,14.33,0.42186116064897305,34.487666415354646,81.77515853989188,426.45065297514685,379.1631608506096,71.64370969982465,5.754887167837584,5.671754554358225,68.97533283070929,204.61583458454012,196.70211211257,0.0,59.22326360046313,0.0,0.0,778.9090909090909,0.11791209762899625,0.0,0.0
4444,2009-06-01,1,SFMTA,54,1,84,12,11,61,11,57.66027896052769,4827,FELTON,3,Bayview District,20.363833333333336,2.0,Kirkwood Ave & Dormitory Rd   ,KIRKWOOD AVE&DORMITORY RD,37.72988,-122.37527,0,0,0.0,4.311857978476,4.41411591067261,0.0,5.871114516206944,56.919999999999995,31.21240052421549,56.919999999999995,37.08351504042244,9.271999999999997,8.76436240200021,9.77,16.85,9.77,14.18,0.45118151908331683,35.4890319933475,60.46183202237212,379.1631608506096,354.19036082158493,57.63280044929266,4.680317221967732,5.9774923335559516,70.978063986695,228.0523842031029,219.7082285630822,0.0,46.68418168301047,0.0,0.0,778.9090909090909,0.10468002213720845,0.0,0.0
4445,2009-06-01,1,SFMTA,54,1,85,12,11,61,11,57.66027896052769,4817,FELTON,3,Bayview District,20.361333333333334,2.0,Kiska Rd & Reardon Rd  ,KISKA RD&REARDON RD NE-NS,37.73004,-122.37711,0,0,0.0,4.236367982347865,4.353015778505015,0.0,6.7487851033233435,39.06000000000005,24.132867361688056,39.06000000000005,30.881652465011395,6.405000000000011,6.054329290855407,9.84,15.05,9.84,11.76,0.4514802085756905,34.26386399582789,58.15431659829978,354.19036082158493,330.2999082191131,37.189987886266415,3.6309200417563177,5.38789837976723,68.52772799165578,226.25739275784534,218.50902630558576,0.0,54.35383476984895,0.0,0.0,778.9090909090909,0.09785387681462292,0.0,0.0
4446,2009-06-01,1,SFMTA,54,1,86,12,11,61,11,57.66027896052769,5242,FELTON,3,Bayview District,20.358666666666668,2.0,Kiska Rd & Ingalls St   ,KISKA RD&INGALLS ST E-NS,37.73108,-122.37939,0,0,0.0,4.094859277895439,4.165594027873121,0.0,4.067391878234306,56.579999999999934,34.94679727178976,56.579999999999934,39.014189150024066,9.21099999999999,8.706702123039681,9.77,14.95,9.77,13.39,0.47412352429983357,13.293625977714898,33.58573021565135,330.56616202703356,310.27405778909707,49.91549046608207,4.222642447949412,2.2325508198062933,26.587251955429796,80.6793677471752,78.53889631252707,0.0,33.82527763067957,0.0,0.0,778.9090909090909,0.0912230170029941,0.0,0.0
4447,2009-06-01,1,SFMTA,54,1,87,12,11,61,11,57.66027896052769,5106,FELTON,3,Bayview District,20.357500000000005,2.0,Ingalls St & Beatrice Ln   ,INGALLS ST&BEATRICE LN W-,37.73058,-122.38034,0,0,0.0,4.037470610051641,4.056114094549655,0.0,1.0665046137275018,25.329999999999988,15.133509671286294,25.329999999999988,16.2000142850138,4.269999999999997,4.0362195272369386,10.11,16.0,10.11,14.95,0.44027248663777746,4.113071130003443,7.334471608661089,310.27405778909707,307.05265731043943,21.7191840452368,1.6070464392939263,0.6855118550005739,8.226142260006887,43.8075517958498,43.09191985405084,0.0,8.971539562602242,0.2343395144753379,0.0,778.9090909090909,0.08556729474834797,0.0,0.0
4448,2009-06-01,1,SFMTA,54,1,88,12,11,61,11,57.66027896052769,5288,FELTON,3,Bayview District,20.35616666666667,2.0,La Salle Ave & Ingalls St  ,LA SALLE AVE&INGALLS ST N,37.73077,-122.3814,0,0,0.0,3.742080325839524,3.8326149955443287,0.0,5.168800595536781,27.400000000000016,16.77078999868275,27.400000000000016,21.93959059421953,4.513999999999996,4.26686064307905,9.88,15.27,9.88,11.67,0.4514879227743748,15.749286036458034,38.31851302886968,306.12173046474015,283.55250347232845,22.65300805439077,2.1460578940610926,2.364350668017881,31.49857207291607,79.93697841288581,74.26559885568153,0.0,35.12206708562158,0.33219517156433037,0.0,784.6363636363636,0.08443883050423082,0.0,0.0
4449,2009-06-01,1,SFMTA,54,1,89,12,11,61,11,57.66027896052769,5290,FELTON,3,Bayview District,20.355333333333338,2.0,La Salle Ave & Osceola Dr  ,LA SALLE AVE&OSCEOLA DR S,37.73137,-122.38172,0,0,0.0,3.6977417556530656,3.7017831404481423,0.0,0.2470928803122553,16.349999999999998,13.961671354294555,16.349999999999998,14.20876423460681,2.6840000000000015,2.5370522742632184,9.85,10.9,9.85,10.71,0.4514879227743748,0.9974776804045095,2.2426718608703364,280.357217211945,279.1120230314793,12.335717557325586,1.287031019142143,0.16624628006741823,1.994955360809019,0.0,0.0,0.0,1.814203558516211,0.0,0.0,773.1818181818181,0.07733547486286738,0.0,0.0
4450,2009-06-01,1,SFMTA,54,1,90,12,11,61,11,57.66027896052769,5289,FELTON,3,Bayview District,20.351499999999994,2.0,La Salle Ave & Newcomb Ave   ,LA SALLE AVE&NEWCOMB AVE,37.73298,-122.38479,0,0,0.0,2.9033529873635735,3.03872143006443,0.0,7.6800900947708195,75.17000000000004,31.72287986630386,75.17000000000004,39.40296996107468,12.322000000000001,11.647376350026597,9.84,22.03,9.84,17.74,0.4517701387774238,19.162333472194106,39.380586939572396,282.87623407323616,262.6579806058579,57.14099928279371,3.3778658863229465,3.2623840625551948,38.32466694438821,96.33262219481436,91.09739601117855,0.0,46.531797558073734,0.0,0.0,807.5454545454545,0.07801240210883054,0.0,0.0
4451,2009-06-01,1,SFMTA,54,1,91,12,11,61,11,57.66027896052769,3921,FELTON,3,Bayview District,20.3465,2.0,Cashmere St & La Salle Ave  ,CASHMERE ST&LA SALLE AVE,37.73585,-122.38695,0,0,0.0,2.5146964397296565,2.620969887990891,0.0,6.142080413759678,95.48000000000003,49.06472772214551,95.48000000000003,55.2068081359052,15.859999999999987,14.9916725297372,9.97,18.33,9.97,16.29,0.42481425099682996,4.998537362604435,66.7130548448956,267.8585358586501,206.14401837635896,69.64321932324903,4.64552169995731,0.8526284459596961,9.99707472520887,70.18904333740034,65.95492321014443,0.0,37.09050426161202,0.0,0.0,813.2727272727273,0.07391474856125856,0.0,0.0
4452,2009-06-01,1,SFMTA,54,1,92,12,11,61,11,57.66027896052769,3922,FELTON,3,Bayview District,20.34483333333333,2.0,Cashmere St & Whitney Young Cir,CASHMERE ST&WHITNEY YOUNG,37.7366,-122.38588,0,0,0.0,2.356914055484722,2.3859761310493326,0.0,1.6801700534314046,35.15999999999999,26.221315112447837,35.15999999999999,27.90148516587924,5.8560000000000025,5.535386780210659,9.99,12.67,9.99,11.9,0.4135895886648587,7.333456322330327,10.503162173148205,199.81518169667876,196.6454758458609,19.18225744288116,1.7950911807384555,1.2489589133930077,14.666912644660654,49.232519883903734,48.750050169231685,0.0,13.86115547681827,0.21819824258848647,0.0,807.5454545454545,0.055197224154678155,0.0,0.0
4453,2009-06-01,1,SFMTA,54,1,93,12,11,61,11,57.66027896052769,3920,FELTON,3,Bayview District,20.341833333333337,2.0,Cashmere St & Hudson Ave  ,CASHMERE ST&HUDSON AVE SW,37.73573,-122.38354,0,0,0.0,1.8892989759558458,1.9283530978371899,0.0,2.2738469642205574,54.730000000000025,28.315904979970547,54.730000000000025,30.589751944191097,9.027999999999992,8.5337212861581,9.9,18.08,9.9,16.74,0.4049238529078776,12.55672049717262,7.52886240145408,194.28096878960105,199.30882688531958,28.75358338086095,1.8114940377575004,1.9816312142635168,25.11344099434524,21.574559697303922,20.378156463264443,0.0,14.292657434892236,0.0,0.0,790.3636363636364,0.053704148278169606,0.0,0.0
4454,2009-06-01,1,SFMTA,54,1,94,12,11,61,11,57.66027896052769,5046,FELTON,3,Bayview District,20.339000000000002,2.0,Hudson Ave & Keith St   ,HUDSON AVE&KEITH ST N-FS,37.7377,-122.38412,0,0,0.0,1.4767549403593299,1.523106073154233,0.0,2.7119448136324293,54.78000000000001,22.631647456647514,54.78000000000001,25.343592270279945,8.47900000000001,8.014778775513351,9.29,21.25,9.29,18.97,0.41712588571198245,13.729975497150535,2.641950086400426,199.49892261125467,210.58694802200478,27.730350242964402,1.5788632036682004,2.2492335531145926,27.45995099430107,46.64057443017634,44.092730210891936,0.0,13.502983741060676,0.0,0.0,790.3636363636364,0.055104609755725065,0.0,0.0
4455,2009-06-01,1,SFMTA,54,1,95,12,11,61,11,57.66027896052769,5048,FELTON,3,Bayview District,20.336000000000002,2.0,Hudson Ave & Mendell St   ,HUDSON AVE&MENDELL ST E-N,37.73896,-122.38628,0,0,0.0,1.1183327613116432,1.125915667186964,0.0,0.4424751015999717,54.249999999999964,25.683379978540884,54.249999999999964,26.125855080140855,8.906000000000002,8.418400728237044,9.85,19.67,9.85,19.33,0.4143267854403323,4.429038763237468,3.3811659121855073,213.7213296468012,214.76920249785314,31.203314128432964,1.74762001429295,0.7618112701533307,8.858077526474936,6.224857519221663,6.024397134282861,0.0,4.302172014224014,0.0,0.0,807.5454545454545,0.05902293438810601,0.0,0.0
4456,2009-06-01,1,SFMTA,54,1,96,12,11,61,11,57.66027896052769,5041,FELTON,3,Bayview District,20.333333333333336,2.0,Hudson Ave & 3rd St   ,HUDSON AVE&3RD ST E-NS/B - EOL,37.740344,-122.388632,1,0,1.0,1.6982801089098827,7.3173635398628,0.0,0.0,55.70000000000001,78.09965158262204,55.70000000000001,78.09965158262204,9.760000000000005,9.225644633684432,10.51,7.09,10.51,7.09,0.7007934870914059,0.0,188.7909702307504,215.24404901296037,26.453078782210003,34.439047842073656,2.454603150335568,0.0,0.0,0.0,0.0,0.0,133.08263996944788,0.0,0.0,813.2727272727273,0.05946412633073706,0.0,0.0
10592,2009-07-01,1,SFMTA,54,0,71,22,22,54,13,54.0,6485,FELTON,3,Daly City BART,21.9056603773585,2.0,St Charles Ave & Belle Ave  ,ST CHARLES AVE&BELLE AVE,37.70874,-122.46932,0,0,0.0,2.9840202324934406,2.995546811316983,0.0,0.6237825943878215,16.200000000000024,18.711586708526422,16.200000000000024,19.335369302914245,5.723999999999993,5.724000000000002,21.2,18.35,21.2,17.76,0.511801321371996,0.0,8.719950225841531,375.0715068034517,366.35155657761015,39.757579721165875,2.693373833650567,0.0,0.0,0.0,0.0,0.0,7.917618165034983,0.0,0.0,839.0454545454545,0.11025029594457723,0.0,0.0
10593,2009-07-01,1,SFMTA,54,0,72,22,22,54,13,54.0,4341,FELTON,3,Daly City BART,21.9056603773585,2.0,Daly City Bart Station,DALY CITY BART STATION W - EOL,37.705764,-122.469273,1,0,1.0,2.684584945909548,11.703566504204018,0.0,0.0,65.87999999999995,41.30575264870155,65.87999999999995,41.30575264870155,14.25599999999999,14.256000000000006,12.98,20.71,12.98,20.71,0.5963913827100166,0.0,352.2193412586998,366.35155657761015,14.132215318910376,96.71681093648908,3.947685302718973,0.0,0.0,0.0,0.0,0.23753665689149558,179.05268024926107,0.0,0.0,839.0454545454545,0.10768711245667553,0.0,0.0
10664,2009-07-01,1,SFMTA,54,1,71,22,22,61,14,59.10192994124447,3141,FELTON,3,Bayview District,20.35000000000001,2.0,3rd St & Palou Ave   ,3RD ST&PALOU AVE E-FS/BZ,37.734091,-122.390928,0,1,1.0,3.1101255733419104,3.6747732073737494,0.0,32.794088902430396,42.12000000000003,37.916856949320646,42.12000000000003,70.71094585175105,6.912000000000005,6.907153959364835,9.85,10.93,9.85,5.86,0.4843476321744975,210.22877405363732,93.47663277113328,348.39538798721287,465.14752926971704,44.50727972384345,8.87278009141119,35.074700949649355,420.45754810727465,1137.6449183727088,1009.0249439002723,0.0,86.32151039356059,0.14545454545454548,0.0,939.2727272727273,0.09349863131395618,0.0,0.0
10665,2009-07-01,1,SFMTA,54,1,72,22,22,61,14,59.10192994124447,3134,FELTON,3,Bayview District,20.35149999999999,2.0,3rd St & La Salle Ave   ,3RD ST&LA SALLE AVE NE-FS,37.737213,-122.389803,0,0,0.0,3.484510269838884,3.5852963113163723,0.0,5.829121424474826,57.37000000000005,58.57128946786771,57.37000000000005,64.40041089234253,13.314000000000014,12.981842825153427,13.92,13.3,13.92,12.09,0.4629913866310272,42.09075531433735,32.48368174103128,463.4188913623852,473.0259649356912,103.73293255119707,9.568487023526497,7.580393269124957,84.1815106286747,225.3773841656571,216.24086664276047,0.0,46.218585584769365,0.15293560606060608,0.40094696969696975,927.8181818181819,0.1248490167351843,0.0,0.0
10666,2009-07-01,1,SFMTA,54,1,73,22,22,61,14,59.10192994124447,3127,FELTON,3,Bayview District,20.353666666666655,2.0,3rd St & Hudson Ave   ,3RD ST&HUDSON AVE S-NS/BZ,37.74012,-122.3887,0,0,0.0,3.573666139650516,3.921857707299361,0.0,19.845887178027144,54.25999999999999,53.087856993265056,54.25999999999999,72.9337441712922,194.2850000000002,188.23964686286365,214.84,212.75,214.84,154.86,0.47995456376342266,100.89024603368581,44.63928206133529,479.041909696605,535.2928736689556,1525.7484823836867,10.089185756568538,17.222355670112623,201.78049206737163,594.380782895668,537.8518000143106,0.0,72.82415053222395,0.10389610389610388,0.0,924.9545454545455,0.1289862200967055,0.0,0.0
10667,2009-07-01,1,SFMTA,54,1,74,22,22,61,14,59.10192994124447,5049,FELTON,3,Bayview District,20.35533333333332,2.0,Hudson Ave & Mendell St   ,HUDSON AVE&MENDELL ST W-N,37.739,-122.38654,0,0,0.0,3.9493084795148494,3.9834330996964824,0.0,2.0261559947760657,48.04999999999996,47.45113284532394,48.04999999999996,49.47728884010001,-8.600999999999999,-8.333372121715467,-10.74,-10.54,-10.74,-10.11,0.42485878089826695,10.069576297708979,15.877368218057144,530.6520966199258,524.8443046995776,-74.82194562340952,7.733345137101389,1.794091734519791,20.139152595417958,104.8438199162145,102.88050281430736,0.0,15.983221279742043,0.2748737373737374,0.2850378787878788,916.3636363636364,0.14335248950225143,0.0,0.0
10668,2009-07-01,1,SFMTA,54,1,75,22,22,61,14,59.10192994124447,5047,FELTON,3,Bayview District,20.35683333333333,2.0,Hudson Ave & Keith St   ,HUDSON AVE&KEITH ST W-NS,37.73759,-122.38416,0,0,0.0,3.305519121452507,3.33545771844375,0.0,1.7410057001952992,42.22000000000002,29.53692245126281,42.22000000000002,31.277928151458113,-10.00399999999999,-9.692716510364088,-14.22,-19.69,-14.22,-18.59,0.4423415929407739,4.2240125106917965,18.016843520898977,517.9875849786556,504.1947539684484,-84.94996393649954,5.01665562623467,0.7388520922372681,8.448025021383593,24.318282016659282,23.497066094313812,0.0,15.019147732840214,0.0,0.0,896.3181818181819,0.13989613592488143,0.0,0.0
10669,2009-07-01,1,SFMTA,54,1,76,22,22,61,14,59.10192994124447,5043,FELTON,3,Bayview District,20.358,2.0,Hudson Ave & Cashmere St   ,HUDSON AVE&CASHMERE ST N-,37.73596,-122.38353,0,0,0.0,3.6417011307393468,3.747608567888571,0.0,6.1580332062299865,31.030000000000015,23.20940812286348,31.030000000000015,29.36744132909346,-140.7879999999997,-136.40725430439224,-272.23,-352.63,-272.23,-278.69,0.44069010657801627,9.42181933964453,74.95133302886268,509.0314192522905,443.50190556307257,-1174.8445156342868,4.439103496887075,1.5901968303820453,18.84363867928906,36.6391369846636,34.251432722921976,0.0,50.51621859713402,0.0,0.0,913.5,0.1373777973829111,0.0,0.0
10670,2009-07-01,1,SFMTA,54,1,77,22,22,61,14,59.10192994124447,5042,FELTON,3,Bayview District,20.358999999999995,2.0,Hudson Ave & Ardath Ct  ,HUDSON AVE&ARDATH CT NW-N,37.73469,-122.38305,0,0,0.0,3.594723132037522,3.6138364852448563,0.0,1.1619819073617978,23.289999999999974,24.706650833109347,23.289999999999974,25.868632740471142,5.5510000000000055,5.378275624653245,14.3,13.06,14.3,12.47,0.43920261911915365,0.5329374461836428,13.584845403120847,442.0958513160405,429.04394335910325,40.23072246975969,3.6291025386621523,0.09351143319616514,1.0658748923672856,2.5892332847918937,2.5478966108806005,0.0,11.700960745563918,0.0,0.2850378787878788,907.7727272727273,0.11924320564672987,0.0,0.0
